total_behaviors,mean_frequency,median_frequency,std_dev,variance,min_frequency,max_frequency,range,cv,skewness,kurtosis
240,30.0,30.0,11.952286093343936,142.85714285714286,14,46,32,0.3984095364447979,0.0,-1.459648
