step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.288,0.094,-0.315,0.314,0.243,0.556,0.906,0.176
1,0.278,-0.064,-0.635,0.156,0.233,0.694,1.0,0.314
2,0.409,0.936,-0.514,0.139,0.082,0.491,0.859,0.311
3,0.54,1.0,-0.393,0.122,-0.069,0.288,0.718,0.308
4,0.53,1.0,0.607,0.246,-0.079,0.144,0.418,0.164
5,0.52,1.0,1.0,0.37,-0.089,0.0,0.118,0.02
6,0.81,0.842,0.98,0.494,0.911,0.138,0.118,-0.124
7,1.0,0.684,0.96,0.618,1.0,0.276,0.118,-0.268
8,1.0,0.667,0.799,0.401,0.849,0.273,0.259,0.732
9,1.0,0.65,0.638,0.184,0.698,0.27,0.4,1.0
10,0.99,0.633,0.618,0.167,0.688,0.267,0.4,0.997
11,0.98,0.616,0.598,0.15,0.678,0.264,0.4,0.994
12,0.97,0.599,0.578,0.133,0.668,0.261,0.4,0.991
13,0.96,0.582,0.558,0.116,0.658,0.258,0.4,0.988
14,0.95,0.565,0.538,0.099,0.648,0.255,0.4,0.985
15,0.94,0.548,0.518,0.082,0.638,0.252,0.4,0.982
16,0.93,0.531,0.498,0.065,0.628,0.249,0.4,0.979
17,0.92,0.514,0.478,0.048,0.618,0.246,0.4,0.976
18,0.91,0.497,0.458,0.031,0.608,0.243,0.4,0.973
19,0.9,0.48,0.438,0.014,0.598,0.24,0.4,0.97
20,0.89,0.463,0.418,-0.003,0.588,0.237,0.4,0.967
21,0.739,0.446,0.539,0.997,0.719,0.234,0.259,0.764
22,0.588,0.429,0.66,1.0,0.85,0.231,0.118,0.561
23,0.578,0.412,0.64,0.983,0.84,0.228,0.118,0.558
24,0.568,0.395,0.62,0.966,0.83,0.225,0.118,0.555
25,0.558,0.378,0.6,0.949,0.82,0.222,0.118,0.552
26,0.548,0.361,0.58,0.932,0.81,0.219,0.118,0.549
27,0.538,0.344,0.56,0.915,0.8,0.216,0.118,0.546
28,0.528,0.327,0.54,0.898,0.79,0.213,0.118,0.543
29,0.518,0.31,0.52,0.881,0.78,0.21,0.118,0.54
30,0.508,0.293,0.5,0.864,0.77,0.207,0.118,0.537
31,0.498,0.276,0.48,0.847,0.76,0.204,0.118,0.534
32,0.488,0.259,0.46,0.83,0.75,0.201,0.118,0.531
33,0.478,0.242,0.44,0.813,0.74,0.198,0.118,0.528
34,0.468,0.225,0.42,0.796,0.73,0.195,0.118,0.525
35,0.458,0.208,0.4,0.779,0.72,0.192,0.118,0.522
36,0.448,0.191,0.38,0.762,0.71,0.189,0.118,0.519
37,0.438,0.174,0.36,0.745,0.7,0.186,0.118,0.516
38,0.428,0.157,0.34,0.728,0.69,0.183,0.118,0.513
39,0.418,0.14,0.32,0.711,0.68,0.18,0.118,0.51
40,0.408,0.123,0.3,0.694,0.67,0.177,0.118,0.507
41,0.398,0.106,0.28,0.677,0.66,0.174,0.118,0.504
