total_behaviors,mean_frequency,median_frequency,std_dev,variance,min_frequency,max_frequency,range,cv,skewness,kurtosis
180,22.5,22.0,9.606545387688245,92.28571428571429,6,36,30,0.4269575727861442,-0.23875883260912537,-0.7257617728531858
