step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.6646078311941511,0.566517887232019,0.5469128303193014,0.898140428988528,0.4006980561631103,0.0643906392618273,0.18619590962173793,-0.10006100032628705
1,0.9035782629574575,0.72405679281276,0.8193492637641082,1.0,0.35787626580300025,0.3085089306982004,0.38857967576576596,-0.10785774340209395
2,1.0,0.937188737221131,1.0,0.9922032569241931,0.5611428392886182,0.38043128822211253,0.9045988455360331,0.892142256597906
3,1.0,1.0,1.0,0.9844065138483863,0.7644094127742361,0.45235364574602466,1.0,1.0
4,0.9566813072757115,0.9566813072757115,0.9566813072757115,0.9410878211240978,0.7210907200499477,0.4090349530217362,0.9566813072757115,0.9566813072757115
5,0.9133626145514231,0.9133626145514231,0.9133626145514231,0.8977691283998094,0.6777720273256592,0.36571626029744775,0.9133626145514231,0.9133626145514231
6,0.8700439218271346,0.8700439218271346,0.8700439218271346,0.8544504356755209,0.6344533346013708,0.3223975675731593,0.8700439218271346,0.8700439218271346
7,0.8267252291028462,0.8267252291028462,0.8267252291028462,0.8111317429512325,0.5911346418770823,0.27907887484887084,0.8267252291028462,0.8267252291028462
8,0.7834065363785577,0.7834065363785577,0.7834065363785577,0.767813050226944,0.5478159491527939,0.23576018212458238,0.7834065363785577,0.7834065363785577
9,0.7400878436542693,0.7400878436542693,0.7400878436542693,0.7244943575026556,0.5044972564285054,0.19244148940029393,0.7400878436542693,0.7400878436542693
10,0.6967691509299808,0.6967691509299808,0.6967691509299808,0.6811756647783671,0.46117856370421695,0.14912279667600548,0.6967691509299808,0.6967691509299808
11,0.6534504582056924,0.6534504582056924,0.6534504582056924,0.6378569720540787,0.4178598709799285,0.10580410395171701,0.6534504582056924,0.6534504582056924
12,0.6101317654814039,0.6101317654814039,0.6101317654814039,0.5945382793297902,0.37454117825564004,0.06248541122742854,0.6101317654814039,0.6101317654814039
13,0.5668130727571155,0.5668130727571155,0.5668130727571155,0.5512195866055017,0.3312224855313516,0.01916671850314007,0.5668130727571155,0.5668130727571155
14,0.523494380032827,0.523494380032827,0.523494380032827,0.5079008938812133,0.28790379280706313,-0.024151974221148398,0.523494380032827,0.523494380032827
15,0.652291981128665,0.7533669250225461,0.43363621638834243,0.7520191853175864,0.3712183129549417,0.9758480257788515,0.5464125764327015,0.5954167375567391
16,0.7810895822245031,0.9832394700122652,0.34377805274385786,0.9961374767539594,0.4545328331028202,1.0,0.5693307728325759,0.6673390950806511
17,0.7377708895002146,0.9399207772879767,0.3004593600195694,0.9528187840296709,0.41121414037853177,0.9566813072757115,0.5260120801082875,0.6240204023563627
18,0.6944521967759262,0.8966020845636883,0.25714066729528096,0.9095000913053825,0.3678954476542433,0.9133626145514231,0.48269338738399903,0.5807017096320742
19,0.6511335040516377,0.8532833918393998,0.2138219745709925,0.866181398581094,0.32457675492995486,0.8700439218271346,0.4393746946597106,0.5373830169077858
20,0.6078148113273493,0.8099646991151114,0.17050328184670405,0.8228627058568055,0.2812580622056664,0.8267252291028462,0.3960560019354221,0.4940643241834973
21,0.5644961186030608,0.7666460063908229,0.1271845891224156,0.7795440131325171,0.23793936948137795,0.7834065363785577,0.35273730921113366,0.4507456314592089
22,0.5211774258787724,0.7233273136665345,0.08386589639812712,0.7362253204082286,0.1946206767570895,0.7400878436542693,0.3094186164868452,0.4074269387349204
23,0.4778587331544839,0.680008620942246,0.040547203673838655,0.6929066276839402,0.15130198403280104,0.6967691509299808,0.26609992376255676,0.36410824601063196
