total_behaviors,mean_frequency,median_frequency,std_dev,variance,min_frequency,max_frequency,range,cv,skewness,kurtosis
74,9.25,9.0,7.851296526234195,61.642857142857146,0,24,24,0.84878881364694,0.6330803636729577,-0.4687708537815083
