step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,-0.057,-0.169,0.246,0.076,0.282,0.867,0.707,0.122
1,-0.218,-0.36,0.185,0.227,0.603,1.0,0.928,0.131
2,-0.097,0.64,0.406,0.378,0.642,0.951,0.867,0.14
3,0.024,1.0,0.627,0.529,0.681,0.902,0.806,0.149
4,-0.096,0.909,0.607,0.58,0.761,0.953,0.786,0.058
5,0.904,1.0,0.687,0.59,0.741,0.963,0.866,0.208
6,1.0,1.0,0.767,0.6,0.721,0.973,0.946,0.358
7,0.88,0.909,0.747,0.651,0.801,1.0,0.926,0.267
8,0.76,0.818,0.727,0.702,0.881,1.0,0.906,0.176
9,0.64,0.727,0.707,0.753,0.961,1.0,0.886,0.085
10,0.52,0.636,0.687,0.804,1.0,1.0,0.866,-0.006
11,0.641,0.645,0.626,0.755,1.0,1.0,1.0,0.994
12,0.762,0.654,0.565,0.706,1.0,1.0,1.0,1.0
13,0.642,0.563,0.545,0.757,1.0,1.0,0.98,0.909
14,0.522,0.472,0.525,0.808,1.0,1.0,0.96,0.818
15,0.402,0.381,0.505,0.859,1.0,1.0,0.94,0.727
16,0.282,0.29,0.485,0.91,1.0,1.0,0.92,0.636
17,0.162,0.199,0.465,0.961,1.0,1.0,0.9,0.545
18,0.042,0.108,0.445,1.0,1.0,1.0,0.88,0.454
19,-0.078,0.017,0.425,1.0,1.0,1.0,0.86,0.363
20,0.922,0.167,0.505,1.0,0.98,1.0,0.94,0.513
21,1.0,0.317,0.585,1.0,0.96,1.0,1.0,0.663
22,0.88,0.226,0.565,1.0,1.0,1.0,0.98,0.572
23,0.76,0.135,0.545,1.0,1.0,1.0,0.96,0.481
24,0.64,0.044,0.525,1.0,1.0,1.0,0.94,0.39
25,0.52,-0.047,0.505,1.0,1.0,1.0,0.92,0.299
26,0.641,0.953,0.726,1.0,1.0,0.951,0.859,0.308
27,0.762,1.0,0.947,1.0,1.0,0.902,0.798,0.317
28,0.642,0.909,0.927,1.0,1.0,0.953,0.778,0.226
29,0.522,0.818,0.907,1.0,1.0,1.0,0.758,0.135
30,0.402,0.727,0.887,1.0,1.0,1.0,0.738,0.044
31,0.282,0.636,0.867,1.0,1.0,1.0,0.718,-0.047
32,0.403,0.645,0.806,0.951,1.0,1.0,0.939,0.953
33,0.524,0.654,0.745,0.902,1.0,1.0,1.0,1.0
34,0.404,0.563,0.725,0.953,1.0,1.0,0.98,0.909
35,0.284,0.472,0.705,1.0,1.0,1.0,0.96,0.818
36,0.164,0.381,0.685,1.0,1.0,1.0,0.94,0.727
37,0.044,0.29,0.665,1.0,1.0,1.0,0.92,0.636
38,-0.076,0.199,0.645,1.0,1.0,1.0,0.9,0.545
39,0.924,0.349,0.725,1.0,0.98,1.0,0.98,0.695
40,1.0,0.499,0.805,1.0,0.96,1.0,1.0,0.845
41,0.88,0.408,0.785,1.0,1.0,1.0,0.98,0.754
42,0.76,0.317,0.765,1.0,1.0,1.0,0.96,0.663
43,0.64,0.226,0.745,1.0,1.0,1.0,0.94,0.572
44,0.52,0.135,0.725,1.0,1.0,1.0,0.92,0.481
45,0.4,0.044,0.705,1.0,1.0,1.0,0.9,0.39
46,0.28,-0.047,0.685,1.0,1.0,1.0,0.88,0.299
47,0.401,0.953,0.906,1.0,1.0,0.951,0.819,0.308
48,0.522,1.0,1.0,1.0,1.0,0.902,0.758,0.317
49,0.402,0.909,0.98,1.0,1.0,0.953,0.738,0.226
