input_mean_congruence,input_mean_conflict,input_mean_initial_satisfaction,input_network_top_dyads,input_network_density,input_network_positive_ratio,output_mean_satisfaction_over_time,output_final_mean_satisfaction,output_behavior_rhythm_mean_duration,output_behavior_rhythm_std_duration,output_behavior_rhythm_median_duration,output_behavior_rhythm_switch_count,output_behavior_frequencies_motive_1,output_behavior_frequencies_motive_2,output_behavior_frequencies_motive_3,output_behavior_frequencies_motive_4,output_behavior_frequencies_motive_5,output_behavior_frequencies_motive_6,output_behavior_frequencies_motive_7,output_behavior_frequencies_motive_8,output_dominant_behaviors_motive_1,output_dominant_behaviors_motive_2,output_dominant_behaviors_motive_3,output_dominant_behaviors_motive_4,output_dominant_behaviors_motive_5,output_dominant_behaviors_motive_6,output_dominant_behaviors_motive_7,output_dominant_behaviors_motive_8,output_behavior_reappearance_times_motive_1,output_behavior_reappearance_times_motive_2_mean,output_behavior_reappearance_times_motive_2_std,output_behavior_reappearance_times_motive_2_min,output_behavior_reappearance_times_motive_2_max,output_behavior_reappearance_times_motive_3,output_behavior_reappearance_times_motive_4,output_behavior_reappearance_times_motive_5_mean,output_behavior_reappearance_times_motive_5_std,output_behavior_reappearance_times_motive_5_min,output_behavior_reappearance_times_motive_5_max,output_behavior_reappearance_times_motive_6_mean,output_behavior_reappearance_times_motive_6_std,output_behavior_reappearance_times_motive_6_min,output_behavior_reappearance_times_motive_6_max,output_behavior_reappearance_times_motive_7,output_behavior_reappearance_times_motive_8_mean,output_behavior_reappearance_times_motive_8_std,output_behavior_reappearance_times_motive_8_min,output_behavior_reappearance_times_motive_8_max,output_satisfaction_durations_satisfied_mean,output_satisfaction_durations_satisfied_total_time,output_satisfaction_durations_satisfied_num_periods,output_satisfaction_durations_unsatisfied_mean,output_satisfaction_durations_unsatisfied_total_time,output_satisfaction_durations_unsatisfied_num_periods,output_simultaneous_satisfactions_satisfied_mean,output_simultaneous_satisfactions_satisfied_max,output_simultaneous_satisfactions_satisfied_distribution_8,output_simultaneous_satisfactions_satisfied_distribution_6,output_simultaneous_satisfactions_satisfied_distribution_7,output_simultaneous_satisfactions_unsatisfied_mean,output_simultaneous_satisfactions_unsatisfied_max,output_simultaneous_satisfactions_unsatisfied_distribution_0,output_simultaneous_satisfactions_unsatisfied_distribution_2,output_simultaneous_satisfactions_unsatisfied_distribution_1,output_markov_chain_transition_probabilities_motive_2_motive_2,output_markov_chain_transition_probabilities_motive_2_motive_5,output_markov_chain_transition_probabilities_motive_2_motive_6,output_markov_chain_transition_probabilities_motive_5_motive_2,output_markov_chain_transition_probabilities_motive_5_motive_5,output_markov_chain_transition_probabilities_motive_5_motive_6,output_markov_chain_transition_probabilities_motive_6_motive_2,output_markov_chain_transition_probabilities_motive_6_motive_5,output_markov_chain_transition_probabilities_motive_6_motive_6,output_markov_chain_transition_probabilities_motive_6_motive_8,output_markov_chain_transition_probabilities_motive_8_motive_2,output_markov_chain_transition_probabilities_motive_8_motive_5,output_markov_chain_transition_probabilities_motive_8_motive_8,output_markov_chain_transition_matrix
0.17940775456629238,-0.09021483146657333,0.06910918622004553,"[{'dyad': 'motive_3-motive_4', 'interaction': 0.5544937393858647, 'strength': 0.5544937393858647}, {'dyad': 'motive_2-motive_3', 'interaction': 0.5174889538582834, 'strength': 0.5174889538582834}, {'dyad': 'motive_1-motive_8', 'interaction': 0.4862373148087574, 'strength': 0.4862373148087574}, {'dyad': 'motive_2-motive_4', 'interaction': 0.45865824766206825, 'strength': 0.45865824766206825}, {'dyad': 'motive_1-motive_2', 'interaction': 0.4493302917149075, 'strength': 0.4493302917149075}]",0.2857142857142857,0.7857142857142857,0.6565248289360867,0.5314878423475391,2.121212121212121,0.6856793029687733,2.0,33,0,14,0,0,20,20,0,10,0.0,0.07,0.0,0.0,0.1,0.1,0.0,0.05,,13.538461538461538,13.737177991552617,1,31,,,9.31578947368421,8.968087465997638,1,23,9.578947368421053,9.126686084881344,1,23,,20.0,21.421692017412838,1,50,200.0,200,1,0.0,0,0,7.79,8,163,5,32,0.21,2,163,5,32,0.5,0.35714285714285715,0.14285714285714285,0.1,0.5,0.4,0.15,0.1,0.5,0.25,0.1111111111111111,0.3333333333333333,0.5555555555555556,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5, 0.0, 0.0, 0.35714285714285715, 0.14285714285714285, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.1, 0.0, 0.0, 0.5, 0.4, 0.0, 0.0], [0.0, 0.15, 0.0, 0.0, 0.1, 0.5, 0.0, 0.25], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.1111111111111111, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.5555555555555556]]"
