total_behaviors,mean_frequency,median_frequency,std_dev,variance,min_frequency,max_frequency,range,cv,skewness,kurtosis
176,22.0,21.0,7.483314773547883,56.0,14,36,22,0.34015067152490375,0.6297376093294461,-0.5193669304456479
