step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.28,0.3,0.27,0.973,0.58,0.325,0.168,-0.02
1,0.119,0.309,0.491,1.0,0.901,0.476,0.107,-0.211
2,0.24,0.318,0.43,0.951,0.94,0.627,0.328,0.789
3,0.361,0.327,0.369,0.902,0.979,0.778,0.549,1.0
4,0.241,0.236,0.349,0.953,1.0,0.829,0.529,0.909
5,0.121,0.145,0.329,1.0,1.0,0.88,0.509,0.818
6,0.001,0.054,0.309,1.0,1.0,0.931,0.489,0.727
7,-0.119,-0.037,0.289,1.0,1.0,0.982,0.469,0.636
8,0.881,0.113,0.369,1.0,0.98,0.992,0.549,0.786
9,1.0,0.263,0.449,1.0,0.96,1.0,0.629,0.936
10,0.88,0.172,0.429,1.0,1.0,1.0,0.609,0.845
11,0.76,0.081,0.409,1.0,1.0,1.0,0.589,0.754
12,0.64,-0.01,0.389,1.0,1.0,1.0,0.569,0.663
13,0.761,0.99,0.61,1.0,1.0,0.951,0.508,0.672
14,0.882,1.0,0.831,1.0,1.0,0.902,0.447,0.681
15,0.762,0.909,0.811,1.0,1.0,0.953,0.427,0.59
16,0.642,0.818,0.791,1.0,1.0,1.0,0.407,0.499
17,0.522,0.727,0.771,1.0,1.0,1.0,0.387,0.408
18,0.402,0.636,0.751,1.0,1.0,1.0,0.367,0.317
19,0.282,0.545,0.731,1.0,1.0,1.0,0.347,0.226
20,0.162,0.454,0.711,1.0,1.0,1.0,0.327,0.135
21,0.042,0.363,0.691,1.0,1.0,1.0,0.307,0.044
22,-0.078,0.272,0.671,1.0,1.0,1.0,0.287,-0.047
23,0.922,0.422,0.751,1.0,0.98,1.0,0.367,0.103
24,1.0,0.572,0.831,1.0,0.96,1.0,0.447,0.253
25,0.88,0.481,0.811,1.0,1.0,1.0,0.427,0.162
26,0.76,0.39,0.791,1.0,1.0,1.0,0.407,0.071
27,0.64,0.299,0.771,1.0,1.0,1.0,0.387,-0.02
28,0.761,0.308,0.71,0.951,1.0,1.0,0.608,0.98
29,0.882,0.317,0.649,0.902,1.0,1.0,0.829,1.0
30,0.762,0.226,0.629,0.953,1.0,1.0,0.809,0.909
31,0.642,0.135,0.609,1.0,1.0,1.0,0.789,0.818
32,0.522,0.044,0.589,1.0,1.0,1.0,0.769,0.727
33,0.402,-0.047,0.569,1.0,1.0,1.0,0.749,0.636
34,0.523,0.953,0.79,1.0,1.0,0.951,0.688,0.645
35,0.644,1.0,1.0,1.0,1.0,0.902,0.627,0.654
36,0.524,0.909,0.98,1.0,1.0,0.953,0.607,0.563
37,0.404,0.818,0.96,1.0,1.0,1.0,0.587,0.472
38,0.284,0.727,0.94,1.0,1.0,1.0,0.567,0.381
39,0.164,0.636,0.92,1.0,1.0,1.0,0.547,0.29
40,0.044,0.545,0.9,1.0,1.0,1.0,0.527,0.199
41,-0.076,0.454,0.88,1.0,1.0,1.0,0.507,0.108
42,0.924,0.604,0.96,1.0,0.98,1.0,0.587,0.258
43,1.0,0.754,1.0,1.0,0.96,1.0,0.667,0.408
44,0.88,0.663,0.98,1.0,1.0,1.0,0.647,0.317
45,0.76,0.572,0.96,1.0,1.0,1.0,0.627,0.226
46,0.64,0.481,0.94,1.0,1.0,1.0,0.607,0.135
47,0.52,0.39,0.92,1.0,1.0,1.0,0.587,0.044
48,0.4,0.299,0.9,1.0,1.0,1.0,0.567,-0.047
49,0.521,0.308,0.839,0.951,1.0,1.0,0.788,0.953
