,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.5,0.1,0.1,0.3,0.0,0.0,0.0,0.0
motive_2,0.0,0.5,0.2,0.06666666666666667,0.03333333333333333,0.1,0.1,0.0
motive_3,0.0,0.027777777777777776,0.5,0.05555555555555555,0.027777777777777776,0.1388888888888889,0.1388888888888889,0.1111111111111111
motive_4,0.03333333333333333,0.1,0.03333333333333333,0.5,0.03333333333333333,0.0,0.13333333333333333,0.16666666666666666
motive_5,0.0,0.16666666666666666,0.25,0.08333333333333333,0.5,0.0,0.0,0.0
motive_6,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.0,0.5,0.0,0.05555555555555555
motive_7,0.041666666666666664,0.25,0.125,0.041666666666666664,0.041666666666666664,0.0,0.5,0.0
motive_8,0.05263157894736842,0.0,0.15789473684210525,0.10526315789473684,0.10526315789473684,0.05263157894736842,0.0,0.5263157894736842
