step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.38,0.008,0.043,0.118,1.0,0.486,0.987,0.263
1,0.36,-0.124,-0.077,0.128,1.0,0.778,1.0,0.413
2,0.34,0.026,0.923,0.42,1.0,0.788,0.88,0.281
3,0.32,0.176,1.0,0.712,1.0,0.798,0.76,0.149
4,0.2,0.085,0.98,0.763,1.0,0.849,0.74,0.058
5,0.08,-0.006,0.96,0.814,1.0,0.9,0.72,-0.033
6,0.201,0.003,0.899,0.765,1.0,1.0,0.941,0.967
7,0.322,0.012,0.838,0.716,1.0,1.0,1.0,1.0
8,0.202,-0.079,0.818,0.767,1.0,1.0,0.98,0.909
9,0.323,0.921,1.0,0.918,1.0,0.951,0.919,0.918
10,0.444,1.0,1.0,1.0,1.0,0.902,0.858,0.927
11,0.324,0.909,0.98,1.0,1.0,0.953,0.838,0.836
12,0.204,0.818,0.96,1.0,1.0,1.0,0.818,0.745
13,0.084,0.727,0.94,1.0,1.0,1.0,0.798,0.654
14,-0.036,0.636,0.92,1.0,1.0,1.0,0.778,0.563
15,0.964,0.786,1.0,1.0,0.98,1.0,0.858,0.713
16,1.0,0.936,1.0,1.0,0.96,1.0,0.938,0.863
17,0.88,0.845,0.98,1.0,1.0,1.0,0.918,0.772
18,0.76,0.754,0.96,1.0,1.0,1.0,0.898,0.681
19,0.64,0.663,0.94,1.0,1.0,1.0,0.878,0.59
20,0.52,0.572,0.92,1.0,1.0,1.0,0.858,0.499
21,0.4,0.481,0.9,1.0,1.0,1.0,0.838,0.408
22,0.28,0.39,0.88,1.0,1.0,1.0,0.818,0.317
23,0.16,0.299,0.86,1.0,1.0,1.0,0.798,0.226
24,0.04,0.208,0.84,1.0,1.0,1.0,0.778,0.135
25,-0.08,0.117,0.82,1.0,1.0,1.0,0.758,0.044
26,0.92,0.267,0.9,1.0,0.98,1.0,0.838,0.194
27,1.0,0.417,0.98,1.0,0.96,1.0,0.918,0.344
28,0.88,0.326,0.96,1.0,1.0,1.0,0.898,0.253
29,0.76,0.235,0.94,1.0,1.0,1.0,0.878,0.162
30,0.64,0.144,0.92,1.0,1.0,1.0,0.858,0.071
31,0.52,0.053,0.9,1.0,1.0,1.0,0.838,-0.02
32,0.641,0.062,0.839,0.951,1.0,1.0,1.0,0.98
33,0.762,0.071,0.778,0.902,1.0,1.0,1.0,1.0
34,0.642,-0.02,0.758,0.953,1.0,1.0,0.98,0.909
35,0.763,0.98,0.979,1.0,1.0,0.951,0.919,0.918
36,0.884,1.0,1.0,1.0,1.0,0.902,0.858,0.927
37,0.764,0.909,0.98,1.0,1.0,0.953,0.838,0.836
38,0.644,0.818,0.96,1.0,1.0,1.0,0.818,0.745
39,0.524,0.727,0.94,1.0,1.0,1.0,0.798,0.654
40,0.404,0.636,0.92,1.0,1.0,1.0,0.778,0.563
41,0.284,0.545,0.9,1.0,1.0,1.0,0.758,0.472
42,0.164,0.454,0.88,1.0,1.0,1.0,0.738,0.381
43,0.044,0.363,0.86,1.0,1.0,1.0,0.718,0.29
44,-0.076,0.272,0.84,1.0,1.0,1.0,0.698,0.199
45,0.924,0.422,0.92,1.0,0.98,1.0,0.778,0.349
46,1.0,0.572,1.0,1.0,0.96,1.0,0.858,0.499
47,0.88,0.481,0.98,1.0,1.0,1.0,0.838,0.408
48,0.76,0.39,0.96,1.0,1.0,1.0,0.818,0.317
49,0.64,0.299,0.94,1.0,1.0,1.0,0.798,0.226
