step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.049,0.094,0.124,0.413,0.194,0.339,0.068,0.058
1,-0.071,0.003,0.104,0.464,0.274,0.39,0.048,-0.033
2,0.05,0.012,0.043,0.415,0.313,0.541,0.269,0.967
3,0.171,0.021,-0.018,0.366,0.352,0.692,0.49,1.0
4,0.151,0.171,0.982,0.658,0.532,0.702,0.37,0.868
5,0.131,0.321,1.0,0.95,0.712,0.712,0.25,0.736
6,0.011,0.23,0.98,1.0,0.792,0.763,0.23,0.645
7,-0.109,0.139,0.96,1.0,0.872,0.814,0.21,0.554
8,0.891,0.289,1.0,1.0,0.852,0.824,0.29,0.704
9,1.0,0.439,1.0,1.0,0.832,0.834,0.37,0.854
10,0.88,0.348,0.98,1.0,0.912,0.885,0.35,0.763
11,0.76,0.257,0.96,1.0,0.992,0.936,0.33,0.672
12,0.64,0.166,0.94,1.0,1.0,0.987,0.31,0.581
13,0.52,0.075,0.92,1.0,1.0,1.0,0.29,0.49
14,0.4,-0.016,0.9,1.0,1.0,1.0,0.27,0.399
15,0.521,0.984,1.0,1.0,1.0,0.951,0.209,0.408
16,0.642,1.0,1.0,1.0,1.0,0.902,0.148,0.417
17,0.522,0.909,0.98,1.0,1.0,0.953,0.128,0.326
18,0.402,0.818,0.96,1.0,1.0,1.0,0.108,0.235
19,0.282,0.727,0.94,1.0,1.0,1.0,0.088,0.144
20,0.162,0.636,0.92,1.0,1.0,1.0,0.068,0.053
21,0.042,0.545,0.9,1.0,1.0,1.0,0.048,-0.038
22,0.163,0.554,0.839,0.951,1.0,1.0,0.269,0.962
23,0.284,0.563,0.778,0.902,1.0,1.0,0.49,1.0
24,0.164,0.472,0.758,0.953,1.0,1.0,0.47,0.909
25,0.044,0.381,0.738,1.0,1.0,1.0,0.45,0.818
26,-0.076,0.29,0.718,1.0,1.0,1.0,0.43,0.727
27,0.924,0.44,0.798,1.0,0.98,1.0,0.51,0.877
28,1.0,0.59,0.878,1.0,0.96,1.0,0.59,1.0
29,0.88,0.499,0.858,1.0,1.0,1.0,0.57,0.909
30,0.76,0.408,0.838,1.0,1.0,1.0,0.55,0.818
31,0.64,0.317,0.818,1.0,1.0,1.0,0.53,0.727
32,0.52,0.226,0.798,1.0,1.0,1.0,0.51,0.636
33,0.4,0.135,0.778,1.0,1.0,1.0,0.49,0.545
34,0.28,0.044,0.758,1.0,1.0,1.0,0.47,0.454
35,0.16,-0.047,0.738,1.0,1.0,1.0,0.45,0.363
36,0.281,0.953,0.959,1.0,1.0,0.951,0.389,0.372
37,0.402,1.0,1.0,1.0,1.0,0.902,0.328,0.381
38,0.282,0.909,0.98,1.0,1.0,0.953,0.308,0.29
39,0.162,0.818,0.96,1.0,1.0,1.0,0.288,0.199
40,0.042,0.727,0.94,1.0,1.0,1.0,0.268,0.108
41,-0.078,0.636,0.92,1.0,1.0,1.0,0.248,0.017
42,0.922,0.786,1.0,1.0,0.98,1.0,0.328,0.167
43,1.0,0.936,1.0,1.0,0.96,1.0,0.408,0.317
44,0.88,0.845,0.98,1.0,1.0,1.0,0.388,0.226
45,0.76,0.754,0.96,1.0,1.0,1.0,0.368,0.135
46,0.64,0.663,0.94,1.0,1.0,1.0,0.348,0.044
47,0.52,0.572,0.92,1.0,1.0,1.0,0.328,-0.047
48,0.641,0.581,0.859,0.951,1.0,1.0,0.549,0.953
49,0.762,0.59,0.798,0.902,1.0,1.0,0.77,1.0
