total_behaviors,mean_frequency,median_frequency,std_dev,variance,min_frequency,max_frequency,range,cv,skewness,kurtosis
178,22.25,21.0,9.34650431215558,87.35714285714286,8,36,28,0.42006760953508226,0.032405859499633094,-1.0297306530795352
