total_behaviors,mean_frequency,median_frequency,std_dev,variance,min_frequency,max_frequency,range,cv,skewness,kurtosis
178,22.25,21.0,9.285164818907939,86.21428571428571,10,36,26,0.4173107783778849,0.08914118270247404,-1.304759793224967
