input_mean_congruence,input_mean_conflict,input_mean_initial_satisfaction,input_network_top_dyads,input_network_density,input_network_positive_ratio,output_mean_satisfaction_over_time,output_final_mean_satisfaction,output_behavior_rhythm_mean_duration,output_behavior_rhythm_std_duration,output_behavior_rhythm_median_duration,output_behavior_rhythm_switch_count,output_behavior_frequencies_motive_1,output_behavior_frequencies_motive_2,output_behavior_frequencies_motive_3,output_behavior_frequencies_motive_4,output_behavior_frequencies_motive_5,output_behavior_frequencies_motive_6,output_behavior_frequencies_motive_7,output_behavior_frequencies_motive_8,output_dominant_behaviors_motive_1,output_dominant_behaviors_motive_2,output_dominant_behaviors_motive_3,output_dominant_behaviors_motive_4,output_dominant_behaviors_motive_5,output_dominant_behaviors_motive_6,output_dominant_behaviors_motive_7,output_dominant_behaviors_motive_8,output_behavior_reappearance_times_motive_1,output_behavior_reappearance_times_motive_2_mean,output_behavior_reappearance_times_motive_2_std,output_behavior_reappearance_times_motive_2_min,output_behavior_reappearance_times_motive_2_max,output_behavior_reappearance_times_motive_3,output_behavior_reappearance_times_motive_4_mean,output_behavior_reappearance_times_motive_4_std,output_behavior_reappearance_times_motive_4_min,output_behavior_reappearance_times_motive_4_max,output_behavior_reappearance_times_motive_5_mean,output_behavior_reappearance_times_motive_5_std,output_behavior_reappearance_times_motive_5_min,output_behavior_reappearance_times_motive_5_max,output_behavior_reappearance_times_motive_6_mean,output_behavior_reappearance_times_motive_6_std,output_behavior_reappearance_times_motive_6_min,output_behavior_reappearance_times_motive_6_max,output_behavior_reappearance_times_motive_7_mean,output_behavior_reappearance_times_motive_7_std,output_behavior_reappearance_times_motive_7_min,output_behavior_reappearance_times_motive_7_max,output_behavior_reappearance_times_motive_8,output_satisfaction_durations_satisfied_mean,output_satisfaction_durations_satisfied_total_time,output_satisfaction_durations_satisfied_num_periods,output_satisfaction_durations_unsatisfied_mean,output_satisfaction_durations_unsatisfied_total_time,output_satisfaction_durations_unsatisfied_num_periods,output_simultaneous_satisfactions_satisfied_mean,output_simultaneous_satisfactions_satisfied_max,output_simultaneous_satisfactions_satisfied_distribution_7,output_simultaneous_satisfactions_satisfied_distribution_4,output_simultaneous_satisfactions_satisfied_distribution_5,output_simultaneous_satisfactions_satisfied_distribution_6,output_simultaneous_satisfactions_unsatisfied_mean,output_simultaneous_satisfactions_unsatisfied_max,output_simultaneous_satisfactions_unsatisfied_distribution_1,output_simultaneous_satisfactions_unsatisfied_distribution_4,output_simultaneous_satisfactions_unsatisfied_distribution_3,output_simultaneous_satisfactions_unsatisfied_distribution_2,output_markov_chain_transition_probabilities_motive_2_motive_2,output_markov_chain_transition_probabilities_motive_2_motive_4,output_markov_chain_transition_probabilities_motive_2_motive_5,output_markov_chain_transition_probabilities_motive_2_motive_6,output_markov_chain_transition_probabilities_motive_2_motive_7,output_markov_chain_transition_probabilities_motive_4_motive_2,output_markov_chain_transition_probabilities_motive_4_motive_4,output_markov_chain_transition_probabilities_motive_4_motive_5,output_markov_chain_transition_probabilities_motive_4_motive_6,output_markov_chain_transition_probabilities_motive_4_motive_7,output_markov_chain_transition_probabilities_motive_5_motive_2,output_markov_chain_transition_probabilities_motive_5_motive_4,output_markov_chain_transition_probabilities_motive_5_motive_5,output_markov_chain_transition_probabilities_motive_5_motive_6,output_markov_chain_transition_probabilities_motive_5_motive_7,output_markov_chain_transition_probabilities_motive_6_motive_2,output_markov_chain_transition_probabilities_motive_6_motive_4,output_markov_chain_transition_probabilities_motive_6_motive_5,output_markov_chain_transition_probabilities_motive_6_motive_6,output_markov_chain_transition_probabilities_motive_6_motive_7,output_markov_chain_transition_probabilities_motive_7_motive_2,output_markov_chain_transition_probabilities_motive_7_motive_4,output_markov_chain_transition_probabilities_motive_7_motive_5,output_markov_chain_transition_probabilities_motive_7_motive_6,output_markov_chain_transition_probabilities_motive_7_motive_7,output_markov_chain_transition_matrix
-0.06470044404252957,-0.16510015511589038,0.37685889011351015,"[{'dyad': 'motive_2-motive_7', 'interaction': -0.523193698181365, 'strength': 0.523193698181365}, {'dyad': 'motive_5-motive_6', 'interaction': -0.5157288171370804, 'strength': 0.5157288171370804}, {'dyad': 'motive_4-motive_8', 'interaction': 0.4241734967446945, 'strength': 0.4241734967446945}, {'dyad': 'motive_3-motive_4', 'interaction': -0.3844945918136391, 'strength': 0.3844945918136391}, {'dyad': 'motive_3-motive_5', 'interaction': 0.34322905215371147, 'strength': 0.34322905215371147}]",0.21428571428571427,0.2857142857142857,0.2827645455875999,0.2883886290913294,1.99,0.09949874371066199,2.0,100,0,40,0,31,44,44,40,0,0.0,0.2,0.0,0.155,0.22,0.22,0.2,0.0,,4.641025641025641,4.072970184956878,1,13,,6.466666666666667,5.7255761476223705,1,17,4.488372093023256,3.78720055550182,1,13,4.5813953488372094,4.012958997232183,1,11,4.743589743589744,4.15542863177085,1,13,,200.0,200,1,0.0,0,0,5.375,7,8,13,107,72,2.485,4,16,6,101,77,0.5,0.1,0.075,0.175,0.15,0.2,0.5,0.06666666666666667,0.13333333333333333,0.1,0.1590909090909091,0.13636363636363635,0.5,0.09090909090909091,0.11363636363636363,0.045454545454545456,0.11363636363636363,0.20454545454545456,0.5,0.13636363636363635,0.125,0.025,0.2,0.15,0.5,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5, 0.0, 0.1, 0.075, 0.175, 0.15, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.2, 0.0, 0.5, 0.06666666666666667, 0.13333333333333333, 0.1, 0.0], [0.0, 0.1590909090909091, 0.0, 0.13636363636363635, 0.5, 0.09090909090909091, 0.11363636363636363, 0.0], [0.0, 0.045454545454545456, 0.0, 0.11363636363636363, 0.20454545454545456, 0.5, 0.13636363636363635, 0.0], [0.0, 0.125, 0.0, 0.025, 0.2, 0.15, 0.5, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
