step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.43398815936643276,0.5971024212194203,0.1686273761740732,0.4912902820157806,0.2987212201624636,-0.0033055137333639194,0.2986490943006975,0.6516413825879641
1,0.4998680154715406,0.3260460393474195,0.1076441013910301,0.39260107785656917,-0.22677718432644345,0.996694486266636,0.31153513463103294,0.7725912826694022
2,0.5657478715766484,0.054989657475418716,0.04666082660798702,0.2939118736973577,-0.7522755888153505,1.0,0.32442117496136835,0.8935411827508404
3,0.5188306943056313,-0.07714222848488789,0.38012029140987186,0.010919935362056975,0.2477244111846495,0.47450159551109294,0.013885380228883347,0.8414246451025887
4,0.4719135170346142,-0.20927411444519448,0.7135797562117567,-0.27207200297324374,1.0,-0.050996808977814126,-0.29665041450360163,0.7893081074543371
5,0.608940999465214,-0.2722647763760797,0.319315577046291,0.7279279970267563,0.7170080616646992,-0.14968601313702562,-0.4544383357522853,1.0
6,0.7459684818958137,-0.33525543830696497,-0.07494860211917477,1.0,0.4340161233293985,-0.2483752172962371,-0.612226257000969,1.0
7,0.6450380914780665,0.664744561693035,-0.10709374350357968,0.9370093380691147,0.30188423736909187,-0.5194315991682379,-1.0,0.8595054268843453
8,0.5441077010603192,1.0,-0.13923888488798458,0.8740186761382294,0.16975235140878528,-0.7904879810402387,-1.0,0.7190108537686906
9,0.8227627794698705,0.4670367144668084,-0.09026664612740341,0.7162307548895457,-0.14078344332369971,-0.7776019407099033,0.0,0.6829830381833895
10,1.0,-0.06592657106638324,-0.04129440736682225,0.558442833640862,-0.4513192380561847,-0.7647159003795678,1.0,0.6469552225980884
11,1.0,-0.336982952938384,-0.10227768214986534,0.45975362948165055,-0.9768176425450917,0.23528409962043217,1.0,0.7679051226795265
12,1.0,-0.6080393348103847,-0.1632609569329084,0.3610644253224391,-1.0,1.0,1.0,0.8888550227609646
13,0.9530828227289829,-0.7401712207706913,0.17019850786897642,0.07807248698713835,0.0,0.47450159551109294,0.6894642052675151,0.836738485112713
14,0.9061656454579659,-0.8723031067309979,0.5036579726708612,-0.20491945134816236,1.0,-0.050996808977814126,0.37892841053503007,0.7846219474644613
15,0.8052352550402186,0.12769689326900213,0.4715128312864563,-0.2679101132790476,0.8678681140396934,-0.3220531908498149,-0.15403487499816154,0.6441273743488066
16,0.7043048646224714,1.0,0.43936768990205144,-0.3309007752099329,0.7357362280793869,-0.5931095727218156,-0.6869981605313531,0.5036328012331519
17,0.7701847207275793,0.7289436181279992,0.3783844151190084,-0.42958997936914434,0.21023782359047982,0.40689042727818436,-0.6741121202010176,0.62458270131459
18,0.8360645768326871,0.4578872362559985,0.31740114033596534,-0.5282791835283558,-0.31526058089842723,1.0,-0.6612260798706822,0.7455326013960282
19,0.9730920592632868,0.3948965743251132,-0.07686303882950042,0.4717208164716442,-0.598252519233728,0.9013107958407885,-0.8190140011193658,1.0
20,1.0,0.33190591239422795,-0.47112721799496615,1.0,-0.8812444575690288,0.8026215916815771,-0.9768019223680495,1.0
21,0.9530828227289829,0.19977402643392136,-0.13766775319308133,0.7170080616646992,0.1187555424309712,0.27712318719267004,-1.0,0.9478834623517484
22,0.9061656454579659,0.06764214047361476,0.1957917116088035,0.4340161233293985,1.0,-0.24837521729623702,-1.0,0.8957669247034967
23,1.0,-0.46532114505957684,0.24476395036938464,0.27622820208071486,0.6894642052675151,-0.2354891769659016,0.0,0.8597391091181956
24,1.0,-0.9982844305927685,0.2937361891299658,0.11844028083203119,0.37892841053503007,-0.2226031366355662,1.0,0.8237112935328945
25,0.8990696095822528,0.0017155694072314986,0.2615910477455609,0.055449618901145914,0.24679652457472345,-0.49365951850756695,0.4670367144668084,0.6832167204172398
26,0.7981392191645056,1.0,0.229445906361156,-0.007541043029739359,0.11466463861441685,-0.7647159003795677,-0.06592657106638324,0.5427221473015851
27,0.8640190752696134,0.7289436181279992,0.16846263157811292,-0.10623024718895085,-0.4108337658744902,0.23528409962043229,-0.053040530736047836,0.6636720473830232
28,0.9298989313747212,0.4578872362559985,0.10747935679506983,-0.20491945134816233,-0.9363321703633973,1.0,-0.04015449040571244,0.7846219474644613
29,0.8829817541037042,0.3257553502956919,0.44093882159695463,-0.48791138968346304,0.06366782963660267,0.47450159551109294,-0.35069028513819744,0.7325054098162097
30,0.8360645768326871,0.19362346433538533,0.7743982863988395,-0.7709033280187638,1.0,-0.050996808977814126,-0.6612260798706824,0.6803888721679581
31,0.9019444329377949,-0.07743291753661545,0.7134150116157963,-0.8695925321779753,0.47450159551109294,0.9490031910221859,-0.6483400395403469,0.8013387722493962
32,0.9678242890429027,-0.3484892994086162,0.6524317368327532,-0.9682817363371867,-0.050996808977814126,1.0,-0.6354539992100114,0.9222886723308343
33,1.0,-0.4114799613395015,0.2581675576672875,0.03171826366281327,-0.33398874731311484,0.9013107958407885,-0.7932419204586951,1.0
34,1.0,-0.47447062327038675,-0.13609662149817825,1.0,-0.6169806856484156,0.8026215916815771,-0.9510298417073788,1.0
35,1.0,-1.0,-0.08712438273759708,0.8422120787513163,-0.9275164803809006,0.8155076320119126,0.04897015829262119,0.9639721844146989
36,1.0,-1.0,-0.03815214397701592,0.6844241575026326,-1.0,0.828393672342248,1.0,0.9279443688293978
37,0.9530828227289829,-1.0,0.2953073208248689,0.4014322191673319,0.0,0.302895267853341,0.6894642052675151,0.8758278311811462
38,0.9061656454579659,-1.0,0.6287667856267537,0.11844028083203116,1.0,-0.22260313663556608,0.37892841053503007,0.8237112935328945
39,0.8052352550402186,0.0,0.5966216442423488,0.055449618901145886,0.8678681140396934,-0.49365951850756684,-0.15403487499816154,0.6832167204172398
40,0.7043048646224714,1.0,0.5644765028579438,-0.007541043029739387,0.7357362280793869,-0.7647159003795676,-0.6869981605313531,0.5427221473015851
41,0.9829599430320227,0.4670367144668084,0.613448741618525,-0.16532896427842303,0.4252004333469019,-0.7518298600492321,0.3130018394686469,0.506694331716284
42,1.0,-0.06592657106638324,0.6624209803791062,-0.3231168855271067,0.11466463861441688,-0.7389438197188967,1.0,0.47066651613098287
43,1.0,-0.336982952938384,0.6014377055960631,-0.42180608968631816,-0.41083376587449016,0.26105618028110333,1.0,0.591616416212421
44,1.0,-0.6080393348103847,0.54045443081302,-0.5204952938455296,-0.9363321703633972,1.0,1.0,0.7125663162938591
