step,active_behavior
0,
1,motive_6
2,motive_6
3,motive_5
4,motive_5
5,motive_4
6,motive_4
7,motive_2
8,motive_2
9,motive_7
10,motive_7
11,motive_6
12,motive_6
13,motive_5
14,motive_5
15,motive_2
16,motive_2
17,motive_6
18,motive_6
19,motive_4
20,motive_4
21,motive_5
22,motive_5
23,motive_7
24,motive_7
25,motive_2
26,motive_2
27,motive_6
28,motive_6
29,motive_5
30,motive_5
31,motive_6
32,motive_6
33,motive_4
34,motive_4
35,motive_7
36,motive_7
37,motive_5
38,motive_5
39,motive_2
40,motive_2
41,motive_7
42,motive_7
43,motive_6
44,motive_6
45,motive_4
46,motive_4
47,motive_2
48,motive_2
49,motive_7
50,motive_7
51,motive_5
52,motive_5
53,motive_2
54,motive_2
55,motive_6
56,motive_6
57,motive_7
58,motive_7
59,motive_5
60,motive_5
61,motive_4
62,motive_4
63,motive_2
64,motive_2
65,motive_7
66,motive_7
67,motive_6
68,motive_6
69,motive_5
70,motive_5
71,motive_2
72,motive_2
73,motive_7
74,motive_7
75,motive_6
76,motive_6
77,motive_5
78,motive_5
79,motive_4
80,motive_4
81,motive_2
82,motive_2
83,motive_6
84,motive_6
85,motive_5
86,motive_5
87,motive_7
88,motive_7
89,motive_2
90,motive_2
91,motive_4
92,motive_4
93,motive_5
94,motive_5
95,motive_6
96,motive_6
97,motive_7
98,motive_7
99,motive_2
100,motive_2
101,motive_5
102,motive_5
103,motive_4
104,motive_4
105,motive_6
106,motive_6
107,motive_7
108,motive_7
109,motive_5
110,motive_5
111,motive_2
112,motive_2
113,motive_6
114,motive_6
115,motive_7
116,motive_7
117,motive_2
118,motive_2
119,motive_4
120,motive_4
121,motive_7
122,motive_7
123,motive_5
124,motive_5
125,motive_6
126,motive_6
127,motive_2
128,motive_2
129,motive_7
130,motive_7
131,motive_5
132,motive_5
133,motive_4
134,motive_4
135,motive_2
136,motive_2
137,motive_6
138,motive_6
139,motive_5
140,motive_5
141,motive_7
142,motive_7
143,motive_4
144,motive_4
145,motive_6
146,motive_6
147,motive_2
148,motive_2
149,motive_5
150,motive_5
151,motive_7
152,motive_7
153,motive_6
154,motive_6
155,motive_4
156,motive_4
157,motive_2
158,motive_2
159,motive_5
160,motive_5
161,motive_7
162,motive_7
163,motive_2
164,motive_2
165,motive_6
166,motive_6
167,motive_5
168,motive_5
169,motive_4
170,motive_4
171,motive_7
172,motive_7
173,motive_6
174,motive_6
175,motive_5
176,motive_5
177,motive_2
178,motive_2
179,motive_4
180,motive_4
181,motive_6
182,motive_6
183,motive_7
184,motive_7
185,motive_5
186,motive_5
187,motive_2
188,motive_2
189,motive_4
190,motive_4
191,motive_6
192,motive_6
193,motive_7
194,motive_7
195,motive_5
196,motive_5
197,motive_6
198,motive_6
199,motive_4
