seed,pattern,structure,pattern_length,first_occurrence_step,num_occurrences,occurrence_positions,example_1,example_2,example_3
480,motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_3,A→A→B→B→C→C→B→B→D→D→A→A→E→E→C→C→A→A→B→B→D,21,36,2,"[36, 722]",motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_3,motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_7,
481,motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,4,487,"[4, 6, 8, 10, 12, 14, 16, 18, 20, 22]",motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4,motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1,motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4
482,motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,0,490,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18]",motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2,motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3,motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2
483,motive_4→motive_4→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_8,A→A→B→B→C→C→B→B→C→C→B→B→D→D→E→E→B→B→A→A→C,21,26,2,"[26, 946]",motive_4→motive_4→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_8,motive_4→motive_4→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_4→motive_4→motive_8,
484,motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,0,490,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18]",motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4,motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6,motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4
485,motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_1,A→A→B→B→C→C→D→D→A→A→C→C→D→D→E→E→D→D→A→A→C,21,0,3,"[0, 158, 756]",motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_1,motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_1,motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_1
486,motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4,A→A→B→B→A→A→C→C→D→D→E→E→D→D→E→E→D→D→E→E→D,21,14,2,"[14, 508]",motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4,motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4,
487,motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_2,A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→C→C→A→A→B,21,6,487,"[6, 8, 10, 12, 14, 16, 18, 20, 22, 24]",motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_2,motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_8,motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_5
488,motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_2,A→A→B→B→C→C→D→D→C→C→B→B→E→E→D→D→C→C→A→A→D,21,16,2,"[16, 282]",motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_2,motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_1,
489,motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_5,A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→C→C→A→A→B,21,2,2,"[2, 4]",motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_5,motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_6,
490,motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4,A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→C→C→A→A→B,21,18,422,"[18, 20, 22, 24, 26, 28, 30, 32, 52, 54]",motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4,motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5,motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6
491,motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_1,A→A→B→B→C→C→D→D→A→A→B→B→D→D→A→A→E→E→C→C→B,21,42,3,"[42, 298, 770]",motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_1,motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_8,motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_1
492,motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_2,A→A→B→B→C→C→A→A→B→B→A→A→C→C→D→D→B→B→A→A→C,21,10,3,"[10, 178, 376]",motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_2,motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_1→motive_1→motive_2,motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_1→motive_1→motive_2
493,motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_2→motive_2→motive_3,A→A→B→B→C→C→A→A→B→B→A→A→D→D→C→C→A→A→B→B→A,21,6,3,"[6, 270, 480]",motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_2→motive_2→motive_3,motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_2→motive_2→motive_3,motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_2→motive_2→motive_3
494,motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,2,488,"[2, 4, 6, 8, 10, 12, 14, 16, 18, 20]",motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4,motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5,motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4
495,motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_7,A→A→B→B→A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→A,21,6,2,"[6, 952]",motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_7,motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_7,
496,motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_3,A→A→B→B→C→C→D→D→A→A→E→E→B→B→C→C→A→A→B→B→C,21,10,3,"[10, 76, 142]",motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_3,motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_3,motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_3
497,motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_3,A→A→B→B→C→C→D→D→A→A→C→C→B→B→D→D→E→E→A→A→D,21,2,2,"[2, 714]",motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_3,motive_5→motive_5→motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_3,
498,motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_5→motive_5→motive_1,A→A→B→B→C→C→D→D→B→B→D→D→E→E→C→C→D→D→B→B→D,21,42,2,"[42, 86]",motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_5→motive_5→motive_1,motive_2→motive_2→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_1,
499,motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_6,A→A→B→B→C→C→A→A→C→C→A→A→B→B→A→A→C→C→A→A→B,21,0,2,"[0, 294]",motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_6,motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_6,
500,motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_2,A→A→B→B→C→C→A→A→B→B→A→A→D→D→C→C→B→B→A→A→B,21,2,30,"[2, 44, 74, 116, 134, 152, 170, 188, 218, 248]",motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_2,motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_2,motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_2
501,motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_6,A→A→B→B→A→A→C→C→A→A→B→B→C→C→A→A→B→B→C→C→D,21,14,2,"[14, 440]",motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_6,motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_6,
502,motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5,A→A→B→B→C→C→A→A→D→D→A→A→C→C→B→B→A→A→B→B→A,21,14,3,"[14, 702, 934]",motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5,motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5,motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5
503,motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_6,A→A→B→B→C→C→D→D→B→B→C→C→D→D→B→B→C→C→D→D→B,21,20,2,"[20, 956]",motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_6,motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_8,
504,motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_7,A→A→B→B→A→A→C→C→B→B→D→D→A→A→B→B→A→A→C→C→B,21,28,6,"[28, 94, 106, 654, 674, 878]",motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_7,motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_4→motive_4→motive_8,motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_4→motive_4→motive_8
505,motive_2→motive_2→motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3,A→A→B→B→C→C→D→D→C→C→D→D→C→C→D→D→C→C→D→D→C,21,0,3,"[0, 272, 740]",motive_2→motive_2→motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3,motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1,motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1
506,motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_3,A→A→B→B→C→C→D→D→A→A→D→D→B→B→A→A→B→B→C→C→A,21,30,2,"[30, 366]",motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_3,motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_3,
507,motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3,A→A→B→B→A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→B,21,16,5,"[16, 380, 398, 670, 780]",motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3,motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6,motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6
508,motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8,A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→B→B→A→A→B,21,0,2,"[0, 494]",motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8,motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8,
509,motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3,A→A→B→B→C→C→A→A→B→B→C→C→A→A→D→D→A→A→D→D→A,21,12,2,"[12, 806]",motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3,motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3,
510,motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,0,490,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18]",motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5,motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8,motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5
