structural_pattern,num_simulations,simulation_ids
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→D→D→C,10,"90,164,244,617,762,783,803,848,881,891"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→H→H→C,10,"127,229,512,514,563,618,671,806,896,957"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→B→B→D,10,"135,321,651,659,754,788,815,938,947,972"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→C→C→D,10,"146,168,378,554,589,635,752,914,936,994"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→D→D→C,9,"21,26,35,142,221,334,340,371,481"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→B→B→E,9,"104,115,206,303,365,557,682,802,939"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→D→D→E,9,"153,186,203,248,278,290,449,477,723"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→C→C→D,9,"254,298,474,573,663,764,892,926,971"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→B→B→C,8,"3,411,657,703,760,782,847,962"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→H→H→C,8,"60,133,150,267,335,394,609,839"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→D→D→C→C→E,8,"218,323,596,642,698,813,819,855"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→B→B→D,7,"57,312,522,572,746,793,973"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→C→C→B,7,"137,308,398,410,507,805,818"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→G→G→H,6,"14,33,102,243,264,375"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→B→B→D,6,"29,63,355,491,567,842"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→D→D→C,6,"70,136,807,885,951,964"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→A→A→D,6,"113,260,342,381,639,894"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→C→C→B,6,"456,681,710,833,860,955"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→C→C→H,6,"513,581,622,735,799,912"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→D→D→B,5,"6,478,697,859,927"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→B→B→E,5,"7,412,471,528,791"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→A→A→B→B→D,5,"38,147,458,877,919"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→D→D→C,5,"51,306,414,908,979"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→C→C→D,5,"67,126,299,662,761"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→D→D→B,5,"88,134,277,451,917"
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→H→H→B→B→C,5,"97,213,496,668,719"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→C→C→E,5,"177,212,318,408,587"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→D→D→E,5,"291,370,590,774,835"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→D→D→B,5,"297,361,441,579,631"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→C→C→E,5,"504,517,722,749,916"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→D→D→A,4,"0,273,588,883"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→D→D→E,4,"8,301,473,875"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→D→D→G,4,"32,612,623,652"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→D→D→C,4,"61,222,428,437"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→D→D→C→C→B,4,"62,216,251,376"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→B→B→F,4,"73,258,324,893"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→B→B→E,4,"78,152,296,610"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→A→A→D,4,"89,232,500,753"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→D→D→E,4,"92,108,602,943"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→A→A→E,4,"100,198,829,941"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→D→D→C→C→E,4,"121,245,549,577"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→H→H→D,4,"125,204,360,984"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→C→C→H,4,"129,373,538,664"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→D→D→B,4,"158,195,329,332"
A→A→B→B→C→C→D→D→E→E→F→F→C→C→G→G→H→H→B→B→A,4,"189,200,678,844"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→D→D→A,4,"201,205,241,604"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→D→D→C,4,"226,431,961,997"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→C→C→E,4,"292,733,836,870"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→C→C→F,4,"304,654,876,949"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→H→H→C,4,"336,852,880,975"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→C→C→D,4,"400,435,732,993"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→D→D→E,4,"430,696,737,824"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→D→D→E,3,"11,286,327"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→H→H→D,3,"17,96,328"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→D→D→E,3,"42,326,434"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→B→B→A→A→D,3,"50,363,745"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→D→D→B→B→C,3,"74,472,526"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→D→D→A→A→H,3,"77,792,942"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→H→H→B,3,"81,231,393"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→D→D→E,3,"84,197,656"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→E→E→B,3,"110,561,650"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→H→H→E,3,"124,640,653"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→E→E→B,3,"131,271,970"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→E→E→D,3,"143,416,679"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→E→E→D,3,"157,263,707"
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→H→H→D→D→E,3,"167,401,826"
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→B→B→C→C→D,3,"214,742,990"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→H→H→A→A→C,3,"236,285,922"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→D→D→E,3,"252,283,683"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→D→D→H,3,"293,574,772"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→H→H→C,3,"294,341,849"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→B→B→E,3,"367,548,945"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→E→E→D,3,"389,463,482"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→B→B→D,3,"407,837,954"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→C→C→H,3,"446,575,790"
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→H→H→C→C→B,3,"529,591,648"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→H→H→E,3,"546,571,773"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→D→D→B→B→A,3,"569,816,953"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→B→B→H→H→A,3,"684,817,999"
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→G→G→C→C→D,3,"784,903,937"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→H→H→A→A→E,2,"12,20"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→C→C→B→B→D,2,"13,54"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→H→H→A→A→B,2,"30,808"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→H→H→C→C→E,2,"52,149"
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→H→H→C→C→B,2,"53,584"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→E→E→D,2,"56,498"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→C→C→E,2,"101,165"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→B→B→G→G→H,2,"109,553"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→D→D→B,2,"111,349"
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→H→H→B→B→C,2,"114,950"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→D→D→C→C→E,2,"119,986"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→H→H→F,2,"128,224"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→B→B→G→G→D,2,"130,445"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→H→H→A,2,"163,534"
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→C→C→B→B→A,2,"192,851"
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→B→B→C→C→A,2,"194,853"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→A→A→H,2,"219,712"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→B→B→D→D→A,2,"233,740"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→F→F→C,2,"239,759"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→E→E→F,2,"249,280"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→A→A→D→D→E,2,"255,720"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→B→B→A,2,"256,930"
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→C→C→A→A→B,2,"257,831"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→D→D→A→A→E,2,"259,768"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→C→C→D,2,"272,380"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→B→B→D→D→E,2,"282,615"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→B→B→F,2,"284,519"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→D→D→A→A→B,2,"305,468"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→H→H→D,2,"325,743"
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→D→D→G→G→A,2,"338,969"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→C→C→B→B→H,2,"345,965"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→D→D→E,2,"366,755"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→C→C→H→H→B,2,"368,691"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→D→D→F,2,"369,633"
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→H→H→C,2,"387,765"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→D→D→H,2,"405,600"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→E→E→D,2,"406,738"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→D→D→C→C→E,2,"415,978"
A→A→B→B→C→C→D→D→E→E→F→F→C→C→A→A→B→B→G→G→H,2,"418,543"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→F→F→D,2,"422,576"
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→E→E→A,2,"425,901"
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→C→C→H,2,"429,646"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→D→D→B→B→C,2,"438,643"
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→C→C→A→A→D,2,"440,545"
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→B→B→H→H→D,2,"455,621"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→C→C→H,2,"461,981"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→D→D→A,2,"480,689"
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→G→G→H→H→A,2,"499,959"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→D→D→C,2,"566,599"
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→G→G→E→E→D,2,"578,649"
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→D→D→F→F→G,2,"608,716"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→E→E→C,2,"620,868"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→D→D→C→C→B,2,"629,695"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→B→B→C→C→E,2,"636,935"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→E→E→A,2,"661,747"
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→H→H→D,2,"666,946"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→H→H→C→C→A,2,"704,814"
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→G→G→C→C→B,2,"706,776"
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→A→A→G→G→H,2,"725,882"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→B→B→A→A→E,2,"739,932"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→H→H→D,2,"777,873"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→E→E→F→F→G,2,"871,923"
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→D→D→H,2,"890,960"
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→D→D→A→A→C,2,"913,963"
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→H→H→A→A→C,2,"924,958"
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→D→D→A→A→E,1,1
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→G→G→B→B→D,1,2
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→C→C→H→H→D,1,4
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→E→E→A,1,10
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→H→H→E,1,18
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→A→A→H→H→B,1,24
A→A→B→B→C→C→D→D→E→E→A→A→F→F→C→C→B→B→D→D→A,1,25
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→H→H→E,1,28
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→E→E→A→A→D,1,34
A→A→B→B→C→C→D→D→E→E→F→F→A→A→D→D→G→G→B→B→E,1,36
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→D→D→H,1,37
A→A→B→B→C→C→D→D→E→E→B→B→F→F→A→A→G→G→H→H→E,1,40
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→C→C→F,1,44
A→A→B→B→C→C→D→D→E→E→B→B→F→F→G→G→H→H→A→A→B,1,47
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→G→G→C→C→A,1,48
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→D→D→E→E→C,1,49
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→D→D→B→B→C,1,55
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→C→C→G→G→B,1,58
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→A→A→C→C→D,1,59
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→G→G→H→H→E,1,64
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→E→E→C→C→H,1,65
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→A→A→E→E→H,1,68
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→A→A→C→C→H,1,69
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→E→E→C→C,1,72
A→A→B→B→C→C→D→D→E→E→F→F→C→C→D→D→E→E→F→F→C,1,75
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→D→D→A→A→E,1,79
A→A→B→B→C→C→D→D→E→E→A→A→F→F→C→C→G→G→H→H→D,1,80
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→E→E→D→D→C,1,85
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→G→G→E→E→A,1,87
A→A→B→B→C→C→D→D→E→E→F→F→A→A→D→D→G→G→B→B→C,1,93
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→E→E→C→C→D,1,94
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→A→A→B→B→C,1,99
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→F→F→D→D→A,1,103
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→F→F→G→G→A,1,105
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→F→F→G,1,106
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→F→F→E,1,107
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→D→D→E→E→C,1,116
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→C→C→D→D→G,1,118
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→G→G→B→B→A,1,123
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→H→H→D→D→C,1,138
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→B→B→H→H→E,1,140
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→E→E→D,1,141
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→C→C→E,1,144
A→A→B→B→C→C→D→D→E→E→F→F→C→C→B→B→A→A→E→E→D,1,148
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→E→E→F→F→A,1,151
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→E→E→B→B→D,1,155
A→A→B→B→C→C→D→D→E→E→F→F→C→C→G→G→E→E→D→D→F,1,159
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→G→G→C→C→D,1,160
A→A→B→B→C→C→D→D→E→E→A→A→F→F→C→C→D→D→E→E→G,1,162
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→E→E→F,1,172
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→C→C→G→G→H,1,174
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→D→D→C→C→A,1,175
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→E→E→F→F→B,1,176
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→E→E→F,1,178
A→A→B→B→C→C→D→D→E→E→B→B→A→A→F→F→D→D→E→E→B,1,179
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→A→A→D→D→G,1,182
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→H→H→F,1,190
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→B→B→H→H→A,1,191
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→F→F→D→D→G,1,193
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→C→C→F,1,199
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→B→B→D→D→C,1,207
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→D→D→A,1,208
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→F→F→E,1,210
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→D→D→A→A→C,1,223
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→E→E→H→H→F,1,225
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→G→G→E→E→C,1,227
A→A→B→B→C→C→D→D→A→A→E→E→B→B→F→F→A→A→D→D→B,1,230
A→A→B→B→C→C→D→D→A→A→E→E→B→B→F→F→D→D→A→A→C,1,238
A→A→B→B→C→C→D→D→E→E→B→B→F→F→G→G→H→H→C→C→D,1,240
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→B→B→G→G→A,1,242
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→E→E→F→F→G,1,246
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→C→C→H→H→A,1,250
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→E→E→C→C→D,1,265
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→E→E→D,1,270
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→C→C→D→D→B,1,276
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→D→D→F,1,279
A→A→B→B→C→C→D→D→E→E→F→F→D→D→B→B→C→C→E→E→D,1,287
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→C→C→G→G→H,1,288
A→A→B→B→C→C→D→D→A→A→B→B→E→E→F→F→G→G→H→H→A,1,289
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→H→H→D→D→C,1,295
A→A→B→B→C→C→D→D→E→E→B→B→A→A→F→F→G→G→H→H→C,1,302
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→E→E→C,1,310
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→G→G→D→D→C,1,311
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→B→B→H→H→A,1,313
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→C→C→D→D→A,1,314
A→A→B→B→C→C→D→D→A→A→E→E→B→B→F→F→G→G→H→H→C,1,317
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→G→G→H→H→B,1,319
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→D→D→A→A→C,1,330
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→C→C→D→D→F,1,333
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→E→E→G,1,337
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→D→D→E,1,344
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→D→D→B→B→H,1,347
A→A→B→B→C→C→D→D→E→E→B→B→F→F→G→G→C→C→A→A→B,1,348
A→A→B→B→C→C→D→D→E→E→F→F→A→A→D→D→G→G→B→B→H,1,350
A→A→B→B→C→C→D→D→E→E→B→B→F→F→A→A→G→G→H→H→C,1,351
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→G→G→C→C→E,1,352
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→H→H→A→A→F,1,354
A→A→B→B→C→C→D→D→E→E→F→F→D→D→A→A→G→G→E→E→F,1,356
A→A→B→B→C→C→D→D→A→A→B→B→C→C→D→D→E→E→F→F→G,1,357
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→A→A→D→D→B,1,359
A→A→B→B→C→C→D→D→A→A→E→E→F→F→C→C→A→A→D→D→G,1,379
A→A→B→B→C→C→D→D→E→E→B→B→A→A→F→F→G→G→C→C→H,1,382
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→A→A→B→B→F,1,383
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→E→E→G→G→A,1,384
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→A→A→C,1,386
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→G→G→D→D→E,1,390
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→G→G→C→C→A,1,395
A→A→B→B→C→C→D→D→E→E→F→F→C→C→A→A→D→D→B→B→F,1,396
A→A→B→B→C→C→D→D→E→E→B→B→A→A→F→F→G→G→D→D→H,1,399
A→A→B→B→C→C→D→D→E→E→F→F→B→B→D→D→C→C→B→B→D,1,402
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→H→H→C→C→D,1,417
A→A→B→B→C→C→D→D→E→E→B→B→F→F→C→C→G→G→H→H→A,1,419
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→H→H→A→A→D,1,421
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→A→A→C→C→E,1,424
A→A→B→B→C→C→D→D→E→E→F→F→B→B→D→D→C→C→E→E→A,1,427
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→C→C→A→A→B,1,432
