total_behaviors,mean_frequency,median_frequency,std_dev,variance,min_frequency,max_frequency,range,cv,skewness,kurtosis
176,22.0,21.0,9.071147352221454,82.28571428571429,8,36,28,0.4123248796464297,0.029462782549439476,-0.9120370370370372
