total_behaviors,mean_frequency,median_frequency,std_dev,variance,min_frequency,max_frequency,range,cv,skewness,kurtosis
178,22.25,21.0,9.939100275463282,98.78571428571429,8,36,28,0.44670113597587785,-0.019715358782878,-1.3048216411554623
