seed,n_motives,steps,decay_rate,growth_rate,inter_mean,inter_sd,sat_mean,sat_sd,has_pattern,pattern_length,pattern_occurrences
347,8,1000,0.31602302952083833,1,0.2,0.3,0.2,0.3,True,21,2
348,8,1000,0.3776126076270275,1,0.2,0.3,0.2,0.3,True,21,2
349,8,1000,0.34681947445360606,1,0.2,0.3,0.2,0.3,True,21,4
350,8,1000,0.32589162682997136,1,0.2,0.3,0.2,0.3,True,21,2
351,8,1000,0.3201377690241127,1,0.2,0.3,0.2,0.3,True,21,2
352,8,1000,0.3828642468057969,1,0.2,0.3,0.2,0.3,True,21,117
353,8,1000,0.3466247647353468,1,0.2,0.3,0.2,0.3,True,21,32
354,8,1000,0.3582096660437465,1,0.2,0.3,0.2,0.3,True,21,11
355,8,1000,0.4171064321516074,1,0.2,0.3,0.2,0.3,True,21,12
356,8,1000,0.301035937558051,1,0.2,0.3,0.2,0.3,True,21,57
357,8,1000,0.39002118562362476,1,0.2,0.3,0.2,0.3,True,21,9
358,8,1000,0.35968725859682643,1,0.2,0.3,0.2,0.3,True,21,14
359,8,1000,0.3844723942114306,1,0.2,0.3,0.2,0.3,True,21,2
360,8,1000,0.3030544598383864,1,0.2,0.3,0.2,0.3,True,21,2
361,8,1000,0.3229255098623919,1,0.2,0.3,0.2,0.3,True,21,2
362,8,1000,0.36660309647319217,1,0.2,0.3,0.2,0.3,True,21,2
363,8,1000,0.3890701493841178,1,0.2,0.3,0.2,0.3,True,21,2
364,8,1000,0.3763909784433694,1,0.2,0.3,0.2,0.3,True,21,3
365,8,1000,0.33101612967688215,1,0.2,0.3,0.2,0.3,True,21,84
366,8,1000,0.38926516292451474,1,0.2,0.3,0.2,0.3,True,21,2
367,8,1000,0.26016190894951313,1,0.2,0.3,0.2,0.3,True,21,2
368,8,1000,0.3295954632814487,1,0.2,0.3,0.2,0.3,True,21,2
369,8,1000,0.3215298256291591,1,0.2,0.3,0.2,0.3,True,21,15
370,8,1000,0.35141731414439237,1,0.2,0.3,0.2,0.3,True,18,2
371,8,1000,0.3536455307085367,1,0.2,0.3,0.2,0.3,True,21,4
372,8,1000,0.31387127663375225,1,0.2,0.3,0.2,0.3,True,21,13
373,8,1000,0.37330418152739664,1,0.2,0.3,0.2,0.3,True,21,2
374,8,1000,0.32512204773036235,1,0.2,0.3,0.2,0.3,True,21,2
375,8,1000,0.3719610769268513,1,0.2,0.3,0.2,0.3,True,21,71
376,8,1000,0.3516426123907389,1,0.2,0.3,0.2,0.3,True,21,13
377,8,1000,0.39723827173768006,1,0.2,0.3,0.2,0.3,True,21,2
378,8,1000,0.39656617244932646,1,0.2,0.3,0.2,0.3,True,21,88
379,8,1000,0.42257962193409376,1,0.2,0.3,0.2,0.3,True,21,53
380,8,1000,0.3310772581411633,1,0.2,0.3,0.2,0.3,True,21,3
381,8,1000,0.3914407747770506,1,0.2,0.3,0.2,0.3,True,21,120
382,8,1000,0.3737945918872779,1,0.2,0.3,0.2,0.3,True,21,17
383,8,1000,0.4407572287020929,1,0.2,0.3,0.2,0.3,True,21,68
384,8,1000,0.3383685997205652,1,0.2,0.3,0.2,0.3,True,21,5
385,8,1000,0.31780783631588083,1,0.2,0.3,0.2,0.3,True,21,44
386,8,1000,0.2981138732411498,1,0.2,0.3,0.2,0.3,True,21,2
387,8,1000,0.3637396627408559,1,0.2,0.3,0.2,0.3,True,21,2
388,8,1000,0.2962954774818985,1,0.2,0.3,0.2,0.3,True,21,37
389,8,1000,0.30870313573563724,1,0.2,0.3,0.2,0.3,True,21,2
390,8,1000,0.3372295025705032,1,0.2,0.3,0.2,0.3,True,21,4
391,8,1000,0.3207120746369863,1,0.2,0.3,0.2,0.3,True,21,3
392,8,1000,0.32085423292956694,1,0.2,0.3,0.2,0.3,True,21,2
393,8,1000,0.23671557129524654,1,0.2,0.3,0.2,0.3,True,21,2
394,8,1000,0.41660721148957897,1,0.2,0.3,0.2,0.3,True,21,3
395,8,1000,0.29713595788900105,1,0.2,0.3,0.2,0.3,True,21,22
396,8,1000,0.41801941397890285,1,0.2,0.3,0.2,0.3,True,21,9
397,8,1000,0.3309063070253234,1,0.2,0.3,0.2,0.3,True,21,45
398,8,1000,0.36014649867719584,1,0.2,0.3,0.2,0.3,True,21,15
399,8,1000,0.35500078332167523,1,0.2,0.3,0.2,0.3,True,21,9
400,8,1000,0.41718115312529047,1,0.2,0.3,0.2,0.3,True,21,2
401,8,1000,0.3453224591370496,1,0.2,0.3,0.2,0.3,True,20,2
402,8,1000,0.3478604822515753,1,0.2,0.3,0.2,0.3,True,21,4
403,8,1000,0.2812380142364136,1,0.2,0.3,0.2,0.3,True,21,4
404,8,1000,0.41218209033279446,1,0.2,0.3,0.2,0.3,True,21,2
405,8,1000,0.33526897236869185,1,0.2,0.3,0.2,0.3,True,21,47
406,8,1000,0.3608218170954185,1,0.2,0.3,0.2,0.3,True,21,2
407,8,1000,0.39920348597962974,1,0.2,0.3,0.2,0.3,True,21,3
408,8,1000,0.30671698880620546,1,0.2,0.3,0.2,0.3,True,21,6
409,8,1000,0.2647601876292486,1,0.2,0.3,0.2,0.3,True,21,3
410,8,1000,0.34147926447171134,1,0.2,0.3,0.2,0.3,True,21,2
411,8,1000,0.34233430330761816,1,0.2,0.3,0.2,0.3,True,21,2
412,8,1000,0.29663442559758885,1,0.2,0.3,0.2,0.3,True,21,16
413,8,1000,0.3756813194534422,1,0.2,0.3,0.2,0.3,True,21,2
414,8,1000,0.3263887136962884,1,0.2,0.3,0.2,0.3,True,21,2
415,8,1000,0.3151140580711364,1,0.2,0.3,0.2,0.3,True,21,2
416,8,1000,0.35846964798614855,1,0.2,0.3,0.2,0.3,True,21,2
417,8,1000,0.314690298940512,1,0.2,0.3,0.2,0.3,True,21,2
418,8,1000,0.32638892238153744,1,0.2,0.3,0.2,0.3,True,21,25
419,8,1000,0.4212454064913088,1,0.2,0.3,0.2,0.3,True,21,21
420,8,1000,0.2855256384551111,1,0.2,0.3,0.2,0.3,True,21,2
421,8,1000,0.3405865886383782,1,0.2,0.3,0.2,0.3,True,21,2
422,8,1000,0.2512067198064302,1,0.2,0.3,0.2,0.3,True,21,49
423,8,1000,0.3916002519740166,1,0.2,0.3,0.2,0.3,True,21,6
424,8,1000,0.2038562537007742,1,0.2,0.3,0.2,0.3,True,21,2
425,8,1000,0.38819404703282206,1,0.2,0.3,0.2,0.3,True,21,19
426,8,1000,0.2858037359113724,1,0.2,0.3,0.2,0.3,True,21,10
427,8,1000,0.393057286465735,1,0.2,0.3,0.2,0.3,True,21,4
428,8,1000,0.3339880231931243,1,0.2,0.3,0.2,0.3,True,21,2
429,8,1000,0.33933553813245965,1,0.2,0.3,0.2,0.3,True,21,15
430,8,1000,0.33972211046373213,1,0.2,0.3,0.2,0.3,True,21,4
431,8,1000,0.3060154376876905,1,0.2,0.3,0.2,0.3,True,21,6
432,8,1000,0.3369745780145372,1,0.2,0.3,0.2,0.3,True,21,3
433,8,1000,0.3664289954673956,1,0.2,0.3,0.2,0.3,True,21,20
434,8,1000,0.2907668660710132,1,0.2,0.3,0.2,0.3,True,21,3
435,8,1000,0.3115691159060726,1,0.2,0.3,0.2,0.3,True,21,3
436,8,1000,0.25734266767867087,1,0.2,0.3,0.2,0.3,True,21,3
437,8,1000,0.32708296807656473,1,0.2,0.3,0.2,0.3,True,21,8
438,8,1000,0.3420761295105197,1,0.2,0.3,0.2,0.3,True,21,24
439,8,1000,0.3225763307987687,1,0.2,0.3,0.2,0.3,True,21,19
440,8,1000,0.31110405660588814,1,0.2,0.3,0.2,0.3,True,21,4
441,8,1000,0.33981457995833136,1,0.2,0.3,0.2,0.3,True,21,3
442,8,1000,0.3270760010392351,1,0.2,0.3,0.2,0.3,True,21,5
443,8,1000,0.3332883331354899,1,0.2,0.3,0.2,0.3,True,21,3
444,8,1000,0.32558745423780433,1,0.2,0.3,0.2,0.3,True,21,97
445,8,1000,0.34201213762655014,1,0.2,0.3,0.2,0.3,True,21,2
446,8,1000,0.35046401588455206,1,0.2,0.3,0.2,0.3,True,21,3
447,8,1000,0.3783383744246062,1,0.2,0.3,0.2,0.3,True,21,2
448,8,1000,0.3815845945278388,1,0.2,0.3,0.2,0.3,True,20,2
449,8,1000,0.41305426042684257,1,0.2,0.3,0.2,0.3,True,21,16
450,8,1000,0.3042990953739278,1,0.2,0.3,0.2,0.3,True,21,10
451,8,1000,0.2936531446204637,1,0.2,0.3,0.2,0.3,True,21,4
452,8,1000,0.2969393074804287,1,0.2,0.3,0.2,0.3,True,21,2
453,8,1000,0.3250021885446786,1,0.2,0.3,0.2,0.3,True,21,13
454,8,1000,0.3562844090807306,1,0.2,0.3,0.2,0.3,True,21,8
455,8,1000,0.4032047455368037,1,0.2,0.3,0.2,0.3,True,21,6
456,8,1000,0.35541865678201273,1,0.2,0.3,0.2,0.3,True,21,3
457,8,1000,0.28757779776344755,1,0.2,0.3,0.2,0.3,True,21,27
458,8,1000,0.34452299602984987,1,0.2,0.3,0.2,0.3,True,21,20
459,8,1000,0.39201718233812066,1,0.2,0.3,0.2,0.3,True,21,55
460,8,1000,0.3355975644513185,1,0.2,0.3,0.2,0.3,True,21,35
461,8,1000,0.2957135325498158,1,0.2,0.3,0.2,0.3,True,21,2
462,8,1000,0.37866677448011504,1,0.2,0.3,0.2,0.3,True,21,3
463,8,1000,0.4330001669276729,1,0.2,0.3,0.2,0.3,True,21,4
464,8,1000,0.3562237858569447,1,0.2,0.3,0.2,0.3,True,21,3
465,8,1000,0.3254600001602235,1,0.2,0.3,0.2,0.3,True,21,6
466,8,1000,0.3282706878494312,1,0.2,0.3,0.2,0.3,True,21,3
467,8,1000,0.34642465731140876,1,0.2,0.3,0.2,0.3,True,21,13
468,8,1000,0.22360440487276062,1,0.2,0.3,0.2,0.3,True,21,14
469,8,1000,0.322312645741888,1,0.2,0.3,0.2,0.3,True,21,9
470,8,1000,0.3752016769115097,1,0.2,0.3,0.2,0.3,True,21,5
471,8,1000,0.3756525046486034,1,0.2,0.3,0.2,0.3,True,21,2
472,8,1000,0.34203637760477085,1,0.2,0.3,0.2,0.3,True,21,3
473,8,1000,0.3793201636552843,1,0.2,0.3,0.2,0.3,True,21,48
474,8,1000,0.3604228867055616,1,0.2,0.3,0.2,0.3,True,21,2
475,8,1000,0.34412369818742355,1,0.2,0.3,0.2,0.3,True,21,7
476,8,1000,0.36100937242148573,1,0.2,0.3,0.2,0.3,True,21,2
477,8,1000,0.3395064179118806,1,0.2,0.3,0.2,0.3,True,21,2
478,8,1000,0.2368642587789415,1,0.2,0.3,0.2,0.3,True,21,3
479,8,1000,0.3583574909694584,1,0.2,0.3,0.2,0.3,True,21,8
480,8,1000,0.3747645106960776,1,0.2,0.3,0.2,0.3,True,21,2
481,8,1000,0.3899184968052058,1,0.2,0.3,0.2,0.3,True,21,77
482,8,1000,0.46232452984609684,1,0.2,0.3,0.2,0.3,True,21,195
483,8,1000,0.2671873384244548,1,0.2,0.3,0.2,0.3,True,21,3
484,8,1000,0.3653637676002573,1,0.2,0.3,0.2,0.3,True,21,58
485,8,1000,0.4228768883540775,1,0.2,0.3,0.2,0.3,True,21,3
486,8,1000,0.3452797197478648,1,0.2,0.3,0.2,0.3,True,21,2
487,8,1000,0.3718054018518184,1,0.2,0.3,0.2,0.3,True,21,4
488,8,1000,0.31877498635493096,1,0.2,0.3,0.2,0.3,True,21,2
489,8,1000,0.3581960514713157,1,0.2,0.3,0.2,0.3,True,21,239
490,8,1000,0.41243959150900167,1,0.2,0.3,0.2,0.3,True,21,2
491,8,1000,0.3341008575663687,1,0.2,0.3,0.2,0.3,True,21,2
492,8,1000,0.31729950219743763,1,0.2,0.3,0.2,0.3,True,21,6
493,8,1000,0.3644814890127987,1,0.2,0.3,0.2,0.3,True,21,2
494,8,1000,0.41750259141722357,1,0.2,0.3,0.2,0.3,True,21,72
495,8,1000,0.38312729628611575,1,0.2,0.3,0.2,0.3,True,21,20
496,8,1000,0.42949990432910684,1,0.2,0.3,0.2,0.3,True,21,2
497,8,1000,0.3549642976885204,1,0.2,0.3,0.2,0.3,True,21,11
498,8,1000,0.3485656742238912,1,0.2,0.3,0.2,0.3,True,21,3
499,8,1000,0.3825341506984074,1,0.2,0.3,0.2,0.3,True,21,7
500,8,1000,0.39847177118759325,1,0.2,0.3,0.2,0.3,True,21,3
501,8,1000,0.3689724885900792,1,0.2,0.3,0.2,0.3,True,21,7
502,8,1000,0.3555779598565931,1,0.2,0.3,0.2,0.3,True,21,11
503,8,1000,0.39299969287536995,1,0.2,0.3,0.2,0.3,True,21,6
504,8,1000,0.3588351485471574,1,0.2,0.3,0.2,0.3,True,21,12
505,8,1000,0.34074047183719786,1,0.2,0.3,0.2,0.3,True,21,12
506,8,1000,0.3617467947832168,1,0.2,0.3,0.2,0.3,True,21,3
507,8,1000,0.3538598544262313,1,0.2,0.3,0.2,0.3,True,20,2
508,8,1000,0.32151322996196413,1,0.2,0.3,0.2,0.3,True,21,242
509,8,1000,0.38588674067268486,1,0.2,0.3,0.2,0.3,True,21,60
510,8,1000,0.3475745635484028,1,0.2,0.3,0.2,0.3,True,21,72
511,8,1000,0.36982805409008684,1,0.2,0.3,0.2,0.3,True,21,2
512,8,1000,0.36023532164443156,1,0.2,0.3,0.2,0.3,True,21,17
513,8,1000,0.37510725934912853,1,0.2,0.3,0.2,0.3,True,21,6
514,8,1000,0.3626256741805006,1,0.2,0.3,0.2,0.3,True,21,2
515,8,1000,0.3991502252696207,1,0.2,0.3,0.2,0.3,True,21,14
516,8,1000,0.31137202122573104,1,0.2,0.3,0.2,0.3,True,21,3
517,8,1000,0.3013782382344682,1,0.2,0.3,0.2,0.3,True,21,2
518,8,1000,0.2800499166558535,1,0.2,0.3,0.2,0.3,True,21,2
519,8,1000,0.3854023947162069,1,0.2,0.3,0.2,0.3,True,21,3
520,8,1000,0.3243655598967865,1,0.2,0.3,0.2,0.3,True,21,2
521,8,1000,0.2708155450533127,1,0.2,0.3,0.2,0.3,True,21,2
522,8,1000,0.2788676757389211,1,0.2,0.3,0.2,0.3,True,21,7
523,8,1000,0.3306609443229636,1,0.2,0.3,0.2,0.3,True,21,10
524,8,1000,0.39618784136583957,1,0.2,0.3,0.2,0.3,True,21,10
525,8,1000,0.42460887721923785,1,0.2,0.3,0.2,0.3,True,21,11
526,8,1000,0.3063117806289996,1,0.2,0.3,0.2,0.3,True,21,4
527,8,1000,0.32817406656652054,1,0.2,0.3,0.2,0.3,True,21,2
528,8,1000,0.3477857492971113,1,0.2,0.3,0.2,0.3,True,21,2
529,8,1000,0.3181299911287711,1,0.2,0.3,0.2,0.3,True,21,3
530,8,1000,0.3554813162871104,1,0.2,0.3,0.2,0.3,True,21,2
531,8,1000,0.33093447470500525,1,0.2,0.3,0.2,0.3,True,21,11
532,8,1000,0.36896778431655536,1,0.2,0.3,0.2,0.3,True,21,16
533,8,1000,0.3527473164800069,1,0.2,0.3,0.2,0.3,True,21,79
534,8,1000,0.4274906973803578,1,0.2,0.3,0.2,0.3,True,21,2
535,8,1000,0.3405489218752415,1,0.2,0.3,0.2,0.3,True,21,3
536,8,1000,0.26554289267923564,1,0.2,0.3,0.2,0.3,True,21,5
537,8,1000,0.340514666499108,1,0.2,0.3,0.2,0.3,True,21,14
538,8,1000,0.3803635396719308,1,0.2,0.3,0.2,0.3,True,21,120
539,8,1000,0.32460671021116355,1,0.2,0.3,0.2,0.3,True,21,10
540,8,1000,0.397589889317639,1,0.2,0.3,0.2,0.3,True,21,9
541,8,1000,0.2907473315737894,1,0.2,0.3,0.2,0.3,True,21,10
542,8,1000,0.33758625988457364,1,0.2,0.3,0.2,0.3,True,21,5
543,8,1000,0.36734265897838975,1,0.2,0.3,0.2,0.3,True,21,4
544,8,1000,0.30101111050070944,1,0.2,0.3,0.2,0.3,True,21,3
545,8,1000,0.3790016675431626,1,0.2,0.3,0.2,0.3,True,21,2
546,8,1000,0.41868975879412584,1,0.2,0.3,0.2,0.3,True,21,4
547,8,1000,0.28603039555584203,1,0.2,0.3,0.2,0.3,True,21,7
548,8,1000,0.4065775597063487,1,0.2,0.3,0.2,0.3,True,21,3
549,8,1000,0.3753749148131805,1,0.2,0.3,0.2,0.3,True,21,14
550,8,1000,0.30691593994479033,1,0.2,0.3,0.2,0.3,True,21,27
551,8,1000,0.36928762482112204,1,0.2,0.3,0.2,0.3,True,21,13
552,8,1000,0.3220884166368801,1,0.2,0.3,0.2,0.3,True,21,34
553,8,1000,0.3522494287983962,1,0.2,0.3,0.2,0.3,True,21,24
554,8,1000,0.40619420854078286,1,0.2,0.3,0.2,0.3,True,21,52
555,8,1000,0.33857556683119316,1,0.2,0.3,0.2,0.3,True,21,8
556,8,1000,0.355251268195176,1,0.2,0.3,0.2,0.3,True,21,16
557,8,1000,0.4194602113666091,1,0.2,0.3,0.2,0.3,True,21,67
558,8,1000,0.35268250750746255,1,0.2,0.3,0.2,0.3,True,21,3
559,8,1000,0.41073247012769537,1,0.2,0.3,0.2,0.3,True,21,2
560,8,1000,0.37736933689210067,1,0.2,0.3,0.2,0.3,True,21,2
561,8,1000,0.41292861142472326,1,0.2,0.3,0.2,0.3,True,21,106
562,8,1000,0.3093542499809491,1,0.2,0.3,0.2,0.3,True,21,81
563,8,1000,0.3269610473628208,1,0.2,0.3,0.2,0.3,True,21,4
564,8,1000,0.32789192471429435,1,0.2,0.3,0.2,0.3,True,21,5
565,8,1000,0.37238159643522073,1,0.2,0.3,0.2,0.3,True,21,9
566,8,1000,0.3762128312972403,1,0.2,0.3,0.2,0.3,True,21,6
567,8,1000,0.3889840789508644,1,0.2,0.3,0.2,0.3,True,21,2
568,8,1000,0.2704150166433285,1,0.2,0.3,0.2,0.3,True,21,13
569,8,1000,0.35290852223823166,1,0.2,0.3,0.2,0.3,True,21,13
570,8,1000,0.32421675277697315,1,0.2,0.3,0.2,0.3,True,21,10
571,8,1000,0.3596032903334721,1,0.2,0.3,0.2,0.3,True,21,5
572,8,1000,0.38433913536337033,1,0.2,0.3,0.2,0.3,True,21,6
573,8,1000,0.36178241426922536,1,0.2,0.3,0.2,0.3,True,21,2
574,8,1000,0.3826048868011395,1,0.2,0.3,0.2,0.3,True,21,13
575,8,1000,0.3541072096578943,1,0.2,0.3,0.2,0.3,True,21,4
576,8,1000,0.31015403993583757,1,0.2,0.3,0.2,0.3,True,21,41
577,8,1000,0.3411752520879947,1,0.2,0.3,0.2,0.3,True,21,2
578,8,1000,0.4166508083633683,1,0.2,0.3,0.2,0.3,True,21,51
579,8,1000,0.3748079217684528,1,0.2,0.3,0.2,0.3,True,21,3
580,8,1000,0.3902086365931842,1,0.2,0.3,0.2,0.3,True,21,11
581,8,1000,0.30746638254579556,1,0.2,0.3,0.2,0.3,True,21,116
582,8,1000,0.3697726953502421,1,0.2,0.3,0.2,0.3,True,21,2
583,8,1000,0.26076322511353756,1,0.2,0.3,0.2,0.3,True,21,3
584,8,1000,0.26440582730196305,1,0.2,0.3,0.2,0.3,True,21,2
585,8,1000,0.27665031979487015,1,0.2,0.3,0.2,0.3,True,21,3
586,8,1000,0.31969168156103267,1,0.2,0.3,0.2,0.3,True,21,8
587,8,1000,0.35635410090584646,1,0.2,0.3,0.2,0.3,True,21,5
588,8,1000,0.3580388919170074,1,0.2,0.3,0.2,0.3,True,21,7
589,8,1000,0.3930799285175349,1,0.2,0.3,0.2,0.3,True,21,7
590,8,1000,0.30865528700716593,1,0.2,0.3,0.2,0.3,True,21,2
591,8,1000,0.36006832954560203,1,0.2,0.3,0.2,0.3,True,21,2
592,8,1000,0.3501051767044134,1,0.2,0.3,0.2,0.3,True,21,2
593,8,1000,0.37154095976417384,1,0.2,0.3,0.2,0.3,True,21,38
594,8,1000,0.3281281503903766,1,0.2,0.3,0.2,0.3,True,21,2
595,8,1000,0.39331012525340686,1,0.2,0.3,0.2,0.3,True,21,2
596,8,1000,0.39860965859545044,1,0.2,0.3,0.2,0.3,True,21,4
597,8,1000,0.3525550630891673,1,0.2,0.3,0.2,0.3,True,21,122
598,8,1000,0.39084413439403376,1,0.2,0.3,0.2,0.3,True,21,3
599,8,1000,0.32915148682298373,1,0.2,0.3,0.2,0.3,True,21,8
600,8,1000,0.2977485164290564,1,0.2,0.3,0.2,0.3,True,21,4
601,8,1000,0.3325936524953304,1,0.2,0.3,0.2,0.3,True,21,8
602,8,1000,0.42251874569193065,1,0.2,0.3,0.2,0.3,True,21,2
603,8,1000,0.3766310650309474,1,0.2,0.3,0.2,0.3,True,21,3
604,8,1000,0.41344975939292133,1,0.2,0.3,0.2,0.3,True,21,2
605,8,1000,0.346098977625693,1,0.2,0.3,0.2,0.3,True,21,5
606,8,1000,0.32372628891766636,1,0.2,0.3,0.2,0.3,True,21,2
607,8,1000,0.33255806180547726,1,0.2,0.3,0.2,0.3,True,21,19
608,8,1000,0.36764188079877486,1,0.2,0.3,0.2,0.3,True,21,192
609,8,1000,0.361389766829686,1,0.2,0.3,0.2,0.3,True,21,5
610,8,1000,0.30249886324477204,1,0.2,0.3,0.2,0.3,True,21,43
611,8,1000,0.33193331037304136,1,0.2,0.3,0.2,0.3,True,21,122
612,8,1000,0.3767551811600714,1,0.2,0.3,0.2,0.3,True,21,2
613,8,1000,0.3778097624243536,1,0.2,0.3,0.2,0.3,True,21,2
614,8,1000,0.40995391668112957,1,0.2,0.3,0.2,0.3,True,21,9
615,8,1000,0.3865107221656522,1,0.2,0.3,0.2,0.3,True,21,2
616,8,1000,0.3177949580104222,1,0.2,0.3,0.2,0.3,True,21,6
617,8,1000,0.3667550728970493,1,0.2,0.3,0.2,0.3,True,21,6
618,8,1000,0.4108762803423804,1,0.2,0.3,0.2,0.3,True,21,2
619,8,1000,0.3753800680076181,1,0.2,0.3,0.2,0.3,True,21,2
620,8,1000,0.3065989353562788,1,0.2,0.3,0.2,0.3,True,21,17
621,8,1000,0.4035943463918888,1,0.2,0.3,0.2,0.3,True,21,12
622,8,1000,0.30903049003172967,1,0.2,0.3,0.2,0.3,True,21,2
623,8,1000,0.36967936456442846,1,0.2,0.3,0.2,0.3,True,21,2
624,8,1000,0.34511269411287043,1,0.2,0.3,0.2,0.3,True,21,3
625,8,1000,0.30392495284302845,1,0.2,0.3,0.2,0.3,True,21,7
626,8,1000,0.3057698614782633,1,0.2,0.3,0.2,0.3,True,21,106
627,8,1000,0.3678537817033887,1,0.2,0.3,0.2,0.3,True,21,5
628,8,1000,0.32088147243551673,1,0.2,0.3,0.2,0.3,True,21,2
629,8,1000,0.3253844932911029,1,0.2,0.3,0.2,0.3,True,21,245
630,8,1000,0.22244637258481761,1,0.2,0.3,0.2,0.3,True,21,28
631,8,1000,0.35058739691734997,1,0.2,0.3,0.2,0.3,True,21,3
632,8,1000,0.346069021693519,1,0.2,0.3,0.2,0.3,True,21,2
633,8,1000,0.3573838380020578,1,0.2,0.3,0.2,0.3,True,21,2
634,8,1000,0.3774099661349125,1,0.2,0.3,0.2,0.3,True,21,6
635,8,1000,0.36031088931005856,1,0.2,0.3,0.2,0.3,True,21,10
636,8,1000,0.3085761494536913,1,0.2,0.3,0.2,0.3,True,21,5
637,8,1000,0.3468130106393052,1,0.2,0.3,0.2,0.3,True,21,4
638,8,1000,0.36933386568181065,1,0.2,0.3,0.2,0.3,True,21,14
639,8,1000,0.40588706323502854,1,0.2,0.3,0.2,0.3,True,21,60
640,8,1000,0.29770392373268184,1,0.2,0.3,0.2,0.3,True,21,3
641,8,1000,0.3089649884702532,1,0.2,0.3,0.2,0.3,True,21,2
642,8,1000,0.3804120250923288,1,0.2,0.3,0.2,0.3,True,21,24
643,8,1000,0.35858456878056916,1,0.2,0.3,0.2,0.3,True,21,6
644,8,1000,0.34146974747251185,1,0.2,0.3,0.2,0.3,True,21,138
645,8,1000,0.3813027070281256,1,0.2,0.3,0.2,0.3,True,21,8
646,8,1000,0.30990896807094426,1,0.2,0.3,0.2,0.3,True,21,2
647,8,1000,0.34940172035681905,1,0.2,0.3,0.2,0.3,True,21,14
648,8,1000,0.315764200837683,1,0.2,0.3,0.2,0.3,True,21,16
649,8,1000,0.2824739893798562,1,0.2,0.3,0.2,0.3,True,21,245
650,8,1000,0.34301051112591746,1,0.2,0.3,0.2,0.3,True,21,2
651,8,1000,0.29442097587663885,1,0.2,0.3,0.2,0.3,True,21,2
652,8,1000,0.30877090512530314,1,0.2,0.3,0.2,0.3,True,21,5
653,8,1000,0.36317969233805264,1,0.2,0.3,0.2,0.3,True,21,2
654,8,1000,0.39294047156037554,1,0.2,0.3,0.2,0.3,True,21,2
655,8,1000,0.3490935556511877,1,0.2,0.3,0.2,0.3,True,21,16
656,8,1000,0.3746286168815058,1,0.2,0.3,0.2,0.3,True,21,2
657,8,1000,0.3422899511356404,1,0.2,0.3,0.2,0.3,True,21,2
658,8,1000,0.349977166512992,1,0.2,0.3,0.2,0.3,True,20,2
659,8,1000,0.3571076774011533,1,0.2,0.3,0.2,0.3,True,21,6
660,8,1000,0.38686493718403153,1,0.2,0.3,0.2,0.3,True,21,7
661,8,1000,0.38574911252005845,1,0.2,0.3,0.2,0.3,True,21,34
662,8,1000,0.3516352767529422,1,0.2,0.3,0.2,0.3,True,21,18
663,8,1000,0.3395077441044913,1,0.2,0.3,0.2,0.3,True,21,6
664,8,1000,0.28840703838042553,1,0.2,0.3,0.2,0.3,True,21,6
665,8,1000,0.2671774206637175,1,0.2,0.3,0.2,0.3,True,21,3
666,8,1000,0.34864828868951775,1,0.2,0.3,0.2,0.3,True,21,6
667,8,1000,0.3183542480942466,1,0.2,0.3,0.2,0.3,True,21,6
668,8,1000,0.35028255059965324,1,0.2,0.3,0.2,0.3,True,21,4
669,8,1000,0.39929261365584395,1,0.2,0.3,0.2,0.3,True,21,3
670,8,1000,0.30391382234070674,1,0.2,0.3,0.2,0.3,True,21,242
671,8,1000,0.30880417099917956,1,0.2,0.3,0.2,0.3,True,21,13
672,8,1000,0.25927512110659445,1,0.2,0.3,0.2,0.3,True,21,2
673,8,1000,0.39039503160915473,1,0.2,0.3,0.2,0.3,True,21,97
674,8,1000,0.3102757489388298,1,0.2,0.3,0.2,0.3,True,14,2
675,8,1000,0.3760674351468109,1,0.2,0.3,0.2,0.3,True,21,2
676,8,1000,0.322544242156786,1,0.2,0.3,0.2,0.3,True,21,7
677,8,1000,0.379338022949388,1,0.2,0.3,0.2,0.3,True,21,18
678,8,1000,0.29624969411747326,1,0.2,0.3,0.2,0.3,True,21,27
679,8,1000,0.293080002161727,1,0.2,0.3,0.2,0.3,True,21,2
680,8,1000,0.29914871036136753,1,0.2,0.3,0.2,0.3,True,21,2
681,8,1000,0.381826005824163,1,0.2,0.3,0.2,0.3,True,21,26
682,8,1000,0.31331240932991505,1,0.2,0.3,0.2,0.3,True,21,7
683,8,1000,0.36308608855379976,1,0.2,0.3,0.2,0.3,True,21,24
684,8,1000,0.3119305192998226,1,0.2,0.3,0.2,0.3,True,21,12
685,8,1000,0.34696543054238244,1,0.2,0.3,0.2,0.3,True,21,10
686,8,1000,0.25533348419461704,1,0.2,0.3,0.2,0.3,True,21,118
687,8,1000,0.36386983231855036,1,0.2,0.3,0.2,0.3,True,21,7
688,8,1000,0.34895051700816737,1,0.2,0.3,0.2,0.3,True,21,3
689,8,1000,0.3653997536758901,1,0.2,0.3,0.2,0.3,True,21,22
690,8,1000,0.3855767442340588,1,0.2,0.3,0.2,0.3,True,21,10
691,8,1000,0.3488613490788662,1,0.2,0.3,0.2,0.3,True,21,2
692,8,1000,0.3708831802893982,1,0.2,0.3,0.2,0.3,True,21,2
693,8,1000,0.3553352843753433,1,0.2,0.3,0.2,0.3,True,21,4
694,8,1000,0.37560584158920546,1,0.2,0.3,0.2,0.3,True,21,3
