step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.175,0.516,0.448,0.036,0.168,0.393,0.794,-0.098
1,0.015,0.422,0.528,-0.058,0.008,0.313,1.0,-0.178
2,-0.036,0.305,0.431,0.025,-0.043,0.21,0.923,0.822
3,-0.087,0.188,0.334,0.108,-0.094,0.107,0.846,1.0
4,0.003,0.13,0.164,0.05,0.906,0.063,0.696,0.956
5,0.093,0.072,-0.006,-0.008,1.0,0.019,0.546,0.912
6,0.042,-0.045,-0.103,0.992,0.949,-0.084,0.469,1.0
7,-0.009,-0.162,-0.2,1.0,0.898,-0.187,0.392,1.0
8,-0.06,-0.079,-0.297,0.883,0.847,0.813,0.315,0.897
9,-0.111,0.004,-0.394,0.766,0.796,1.0,0.238,0.794
10,-0.271,-0.09,0.606,0.672,0.636,0.92,0.338,0.714
11,-0.431,-0.184,1.0,0.578,0.476,0.84,0.438,0.634
12,-0.482,0.816,0.903,0.461,0.425,0.937,0.361,0.531
13,-0.533,1.0,0.806,0.344,0.374,1.0,0.284,0.428
14,0.467,0.942,0.636,0.286,0.464,0.956,0.134,0.384
15,1.0,0.884,0.466,0.228,0.554,0.912,-0.016,0.34
16,0.84,0.79,0.546,0.134,0.394,0.832,0.984,0.26
17,0.68,0.696,0.626,0.04,0.234,0.752,1.0,0.18
18,0.67,0.679,0.606,0.023,0.224,0.749,1.0,0.177
19,0.66,0.662,0.586,0.006,0.214,0.746,1.0,0.174
20,0.65,0.645,0.566,-0.011,0.204,0.743,1.0,0.171
21,0.599,0.528,0.469,0.989,0.153,0.64,0.923,0.268
22,0.548,0.411,0.372,1.0,0.102,0.537,0.846,0.365
23,0.538,0.394,0.352,0.983,0.092,0.534,0.846,0.362
24,0.528,0.377,0.332,0.966,0.082,0.531,0.846,0.359
25,0.518,0.36,0.312,0.949,0.072,0.528,0.846,0.356
26,0.508,0.343,0.292,0.932,0.062,0.525,0.846,0.353
27,0.498,0.326,0.272,0.915,0.052,0.522,0.846,0.35
28,0.488,0.309,0.252,0.898,0.042,0.519,0.846,0.347
29,0.478,0.292,0.232,0.881,0.032,0.516,0.846,0.344
30,0.468,0.275,0.212,0.864,0.022,0.513,0.846,0.341
31,0.458,0.258,0.192,0.847,0.012,0.51,0.846,0.338
32,0.448,0.241,0.172,0.83,0.002,0.507,0.846,0.335
33,0.438,0.224,0.152,0.813,-0.008,0.504,0.846,0.332
34,0.528,0.166,-0.018,0.755,0.992,0.46,0.696,0.288
35,0.618,0.108,-0.188,0.697,1.0,0.416,0.546,0.244
36,0.458,0.014,0.812,0.603,0.84,0.336,0.646,0.164
37,0.298,-0.08,1.0,0.509,0.68,0.256,0.746,0.084
38,0.247,0.92,0.903,0.392,0.629,0.353,0.669,-0.019
39,0.196,1.0,0.806,0.275,0.578,0.45,0.592,-0.122
40,0.145,0.883,0.709,0.358,0.527,0.347,0.515,0.878
41,0.094,0.766,0.612,0.441,0.476,0.244,0.438,1.0
42,0.084,0.749,0.592,0.424,0.466,0.241,0.438,0.997
43,0.074,0.732,0.572,0.407,0.456,0.238,0.438,0.994
44,0.064,0.715,0.552,0.39,0.446,0.235,0.438,0.991
45,0.054,0.698,0.532,0.373,0.436,0.232,0.438,0.988
46,0.044,0.681,0.512,0.356,0.426,0.229,0.438,0.985
47,0.034,0.664,0.492,0.339,0.416,0.226,0.438,0.982
48,0.024,0.647,0.472,0.322,0.406,0.223,0.438,0.979
49,0.014,0.63,0.452,0.305,0.396,0.22,0.438,0.976
50,0.004,0.613,0.432,0.288,0.386,0.217,0.438,0.973
51,-0.006,0.596,0.412,0.271,0.376,0.214,0.438,0.97
52,0.994,0.538,0.242,0.213,0.466,0.17,0.288,0.926
53,1.0,0.48,0.072,0.155,0.556,0.126,0.138,0.882
54,0.99,0.463,0.052,0.138,0.546,0.123,0.138,0.879
55,0.98,0.446,0.032,0.121,0.536,0.12,0.138,0.876
56,0.97,0.429,0.012,0.104,0.526,0.117,0.138,0.873
57,0.96,0.412,-0.008,0.087,0.516,0.114,0.138,0.87
58,0.8,0.318,0.992,-0.007,0.356,0.034,0.238,0.79
59,0.64,0.224,1.0,-0.101,0.196,-0.046,0.338,0.71
60,0.589,0.107,0.903,0.899,0.145,-0.149,0.261,0.807
61,0.538,-0.01,0.806,1.0,0.094,-0.252,0.184,0.904
62,0.487,0.073,0.709,0.883,0.043,0.748,0.107,0.801
63,0.436,0.156,0.612,0.766,-0.008,1.0,0.03,0.698
64,0.526,0.098,0.442,0.708,0.992,0.956,-0.12,0.654
65,0.616,0.04,0.272,0.65,1.0,0.912,-0.27,0.61
66,0.456,-0.054,0.352,0.556,0.84,0.832,0.73,0.53
67,0.296,-0.148,0.432,0.462,0.68,0.752,1.0,0.45
68,0.245,0.852,0.335,0.345,0.629,0.849,0.923,0.347
69,0.194,1.0,0.238,0.228,0.578,0.946,0.846,0.244
70,0.184,0.983,0.218,0.211,0.568,0.943,0.846,0.241
71,0.174,0.966,0.198,0.194,0.558,0.94,0.846,0.238
72,0.164,0.949,0.178,0.177,0.548,0.937,0.846,0.235
73,0.154,0.932,0.158,0.16,0.538,0.934,0.846,0.232
74,0.144,0.915,0.138,0.143,0.528,0.931,0.846,0.229
75,0.134,0.898,0.118,0.126,0.518,0.928,0.846,0.226
76,0.124,0.881,0.098,0.109,0.508,0.925,0.846,0.223
77,0.114,0.864,0.078,0.092,0.498,0.922,0.846,0.22
78,0.104,0.847,0.058,0.075,0.488,0.919,0.846,0.217
79,0.094,0.83,0.038,0.058,0.478,0.916,0.846,0.214
80,0.084,0.813,0.018,0.041,0.468,0.913,0.846,0.211
81,0.074,0.796,-0.002,0.024,0.458,0.91,0.846,0.208
82,-0.086,0.702,0.998,-0.07,0.298,0.83,0.946,0.128
83,-0.246,0.608,1.0,-0.164,0.138,0.75,1.0,0.048
84,-0.297,0.491,0.903,0.836,0.087,0.647,0.923,0.145
85,-0.348,0.374,0.806,1.0,0.036,0.544,0.846,0.242
86,0.652,0.316,0.636,0.942,0.126,0.5,0.696,0.198
87,1.0,0.258,0.466,0.884,0.216,0.456,0.546,0.154
88,0.99,0.241,0.446,0.867,0.206,0.453,0.546,0.151
89,0.98,0.224,0.426,0.85,0.196,0.45,0.546,0.148
90,0.97,0.207,0.406,0.833,0.186,0.447,0.546,0.145
91,0.96,0.19,0.386,0.816,0.176,0.444,0.546,0.142
92,0.95,0.173,0.366,0.799,0.166,0.441,0.546,0.139
93,0.94,0.156,0.346,0.782,0.156,0.438,0.546,0.136
94,0.93,0.139,0.326,0.765,0.146,0.435,0.546,0.133
95,0.92,0.122,0.306,0.748,0.136,0.432,0.546,0.13
96,0.91,0.105,0.286,0.731,0.126,0.429,0.546,0.127
97,0.9,0.088,0.266,0.714,0.116,0.426,0.546,0.124
98,0.89,0.071,0.246,0.697,0.106,0.423,0.546,0.121
99,0.88,0.054,0.226,0.68,0.096,0.42,0.546,0.118
100,0.87,0.037,0.206,0.663,0.086,0.417,0.546,0.115
101,0.86,0.02,0.186,0.646,0.076,0.414,0.546,0.112
102,0.85,0.003,0.166,0.629,0.066,0.411,0.546,0.109
103,0.84,-0.014,0.146,0.612,0.056,0.408,0.546,0.106
104,0.789,0.986,0.049,0.495,0.005,0.505,0.469,0.003
105,0.738,1.0,-0.048,0.378,-0.046,0.602,0.392,-0.1
106,0.578,0.906,0.952,0.284,-0.206,0.522,0.492,-0.18
107,0.418,0.812,1.0,0.19,-0.366,0.442,0.592,-0.26
108,0.367,0.695,0.903,0.273,-0.417,0.339,0.515,0.74
109,0.316,0.578,0.806,0.356,-0.468,0.236,0.438,1.0
110,0.406,0.52,0.636,0.298,0.532,0.192,0.288,0.956
111,0.496,0.462,0.466,0.24,1.0,0.148,0.138,0.912
112,0.486,0.445,0.446,0.223,0.99,0.145,0.138,0.909
113,0.476,0.428,0.426,0.206,0.98,0.142,0.138,0.906
114,0.466,0.411,0.406,0.189,0.97,0.139,0.138,0.903
115,0.456,0.394,0.386,0.172,0.96,0.136,0.138,0.9
116,0.446,0.377,0.366,0.155,0.95,0.133,0.138,0.897
117,0.436,0.36,0.346,0.138,0.94,0.13,0.138,0.894
118,0.426,0.343,0.326,0.121,0.93,0.127,0.138,0.891
119,0.416,0.326,0.306,0.104,0.92,0.124,0.138,0.888
120,0.406,0.309,0.286,0.087,0.91,0.121,0.138,0.885
121,0.396,0.292,0.266,0.07,0.9,0.118,0.138,0.882
122,0.386,0.275,0.246,0.053,0.89,0.115,0.138,0.879
123,0.376,0.258,0.226,0.036,0.88,0.112,0.138,0.876
124,0.366,0.241,0.206,0.019,0.87,0.109,0.138,0.873
125,0.356,0.224,0.186,0.002,0.86,0.106,0.138,0.87
126,0.346,0.207,0.166,-0.015,0.85,0.103,0.138,0.867
127,0.295,0.09,0.069,0.985,0.799,-0.0,0.061,0.964
128,0.244,-0.027,-0.028,1.0,0.748,-0.103,-0.016,1.0
129,0.193,0.056,-0.125,0.883,0.697,0.897,-0.093,0.897
130,0.142,0.139,-0.222,0.766,0.646,1.0,-0.17,0.794
131,-0.018,0.045,-0.142,0.672,0.486,0.92,0.83,0.714
132,-0.178,-0.049,-0.062,0.578,0.326,0.84,1.0,0.634
133,-0.229,0.951,-0.159,0.461,0.275,0.937,0.923,0.531
134,-0.28,1.0,-0.256,0.344,0.224,1.0,0.846,0.428
135,-0.44,0.906,0.744,0.25,0.064,0.92,0.946,0.348
136,-0.6,0.812,1.0,0.156,-0.096,0.84,1.0,0.268
137,0.4,0.754,0.83,0.098,-0.006,0.796,0.85,0.224
138,1.0,0.696,0.66,0.04,0.084,0.752,0.7,0.18
139,0.99,0.679,0.64,0.023,0.074,0.749,0.7,0.177
140,0.98,0.662,0.62,0.006,0.064,0.746,0.7,0.174
141,0.97,0.645,0.6,-0.011,0.054,0.743,0.7,0.171
142,0.919,0.528,0.503,0.989,0.003,0.64,0.623,0.268
143,0.868,0.411,0.406,1.0,-0.048,0.537,0.546,0.365
144,0.958,0.353,0.236,0.942,0.952,0.493,0.396,0.321
145,1.0,0.295,0.066,0.884,1.0,0.449,0.246,0.277
146,0.99,0.278,0.046,0.867,0.99,0.446,0.246,0.274
147,0.98,0.261,0.026,0.85,0.98,0.443,0.246,0.271
148,0.97,0.244,0.006,0.833,0.97,0.44,0.246,0.268
149,0.96,0.227,-0.014,0.816,0.96,0.437,0.246,0.265
150,0.8,0.133,0.986,0.722,0.8,0.357,0.346,0.185
151,0.64,0.039,1.0,0.628,0.64,0.277,0.446,0.105
152,0.63,0.022,0.98,0.611,0.63,0.274,0.446,0.102
153,0.62,0.005,0.96,0.594,0.62,0.271,0.446,0.099
154,0.61,-0.012,0.94,0.577,0.61,0.268,0.446,0.096
155,0.559,0.988,0.843,0.46,0.559,0.365,0.369,-0.007
156,0.508,1.0,0.746,0.343,0.508,0.462,0.292,-0.11
157,0.457,0.883,0.649,0.426,0.457,0.359,0.215,0.89
158,0.406,0.766,0.552,0.509,0.406,0.256,0.138,1.0
159,0.396,0.749,0.532,0.492,0.396,0.253,0.138,0.997
160,0.386,0.732,0.512,0.475,0.386,0.25,0.138,0.994
161,0.376,0.715,0.492,0.458,0.376,0.247,0.138,0.991
162,0.366,0.698,0.472,0.441,0.366,0.244,0.138,0.988
163,0.356,0.681,0.452,0.424,0.356,0.241,0.138,0.985
164,0.346,0.664,0.432,0.407,0.346,0.238,0.138,0.982
165,0.336,0.647,0.412,0.39,0.336,0.235,0.138,0.979
166,0.326,0.63,0.392,0.373,0.326,0.232,0.138,0.976
167,0.316,0.613,0.372,0.356,0.316,0.229,0.138,0.973
168,0.306,0.596,0.352,0.339,0.306,0.226,0.138,0.97
169,0.296,0.579,0.332,0.322,0.296,0.223,0.138,0.967
170,0.286,0.562,0.312,0.305,0.286,0.22,0.138,0.964
171,0.276,0.545,0.292,0.288,0.276,0.217,0.138,0.961
172,0.266,0.528,0.272,0.271,0.266,0.214,0.138,0.958
173,0.256,0.511,0.252,0.254,0.256,0.211,0.138,0.955
174,0.246,0.494,0.232,0.237,0.246,0.208,0.138,0.952
175,0.236,0.477,0.212,0.22,0.236,0.205,0.138,0.949
176,0.226,0.46,0.192,0.203,0.226,0.202,0.138,0.946
177,0.216,0.443,0.172,0.186,0.216,0.199,0.138,0.943
178,0.206,0.426,0.152,0.169,0.206,0.196,0.138,0.94
179,0.196,0.409,0.132,0.152,0.196,0.193,0.138,0.937
180,0.186,0.392,0.112,0.135,0.186,0.19,0.138,0.934
181,0.176,0.375,0.092,0.118,0.176,0.187,0.138,0.931
182,0.166,0.358,0.072,0.101,0.166,0.184,0.138,0.928
183,0.156,0.341,0.052,0.084,0.156,0.181,0.138,0.925
184,0.146,0.324,0.032,0.067,0.146,0.178,0.138,0.922
185,0.136,0.307,0.012,0.05,0.136,0.175,0.138,0.919
186,0.126,0.29,-0.008,0.033,0.126,0.172,0.138,0.916
187,-0.034,0.196,0.992,-0.061,-0.034,0.092,0.238,0.836
188,-0.194,0.102,1.0,-0.155,-0.194,0.012,0.338,0.756
189,-0.245,-0.015,0.903,0.845,-0.245,-0.091,0.261,0.853
190,-0.296,-0.132,0.806,1.0,-0.296,-0.194,0.184,0.95
191,-0.347,-0.049,0.709,0.883,-0.347,0.806,0.107,0.847
192,-0.398,0.034,0.612,0.766,-0.398,1.0,0.03,0.744
193,0.602,-0.024,0.442,0.708,-0.308,0.956,-0.12,0.7
194,1.0,-0.082,0.272,0.65,-0.218,0.912,-0.27,0.656
195,1.0,-0.14,0.102,0.592,0.782,0.868,-0.42,0.612
196,1.0,-0.198,-0.068,0.534,1.0,0.824,-0.57,0.568
197,0.84,-0.292,0.012,0.44,0.84,0.744,0.43,0.488
198,0.68,-0.386,0.092,0.346,0.68,0.664,1.0,0.408
199,0.629,0.614,-0.005,0.229,0.629,0.761,0.923,0.305
200,0.578,1.0,-0.102,0.112,0.578,0.858,0.846,0.202
201,0.418,0.906,0.898,0.018,0.418,0.778,0.946,0.122
202,0.258,0.812,1.0,-0.076,0.258,0.698,1.0,0.042
203,0.207,0.695,0.903,0.924,0.207,0.595,0.923,0.139
204,0.156,0.578,0.806,1.0,0.156,0.492,0.846,0.236
205,0.146,0.561,0.786,0.983,0.146,0.489,0.846,0.233
206,0.136,0.544,0.766,0.966,0.136,0.486,0.846,0.23
207,0.126,0.527,0.746,0.949,0.126,0.483,0.846,0.227
208,0.116,0.51,0.726,0.932,0.116,0.48,0.846,0.224
209,0.106,0.493,0.706,0.915,0.106,0.477,0.846,0.221
210,0.096,0.476,0.686,0.898,0.096,0.474,0.846,0.218
211,0.086,0.459,0.666,0.881,0.086,0.471,0.846,0.215
212,0.076,0.442,0.646,0.864,0.076,0.468,0.846,0.212
213,0.066,0.425,0.626,0.847,0.066,0.465,0.846,0.209
214,0.056,0.408,0.606,0.83,0.056,0.462,0.846,0.206
215,0.046,0.391,0.586,0.813,0.046,0.459,0.846,0.203
216,0.036,0.374,0.566,0.796,0.036,0.456,0.846,0.2
217,0.026,0.357,0.546,0.779,0.026,0.453,0.846,0.197
218,0.016,0.34,0.526,0.762,0.016,0.45,0.846,0.194
219,0.006,0.323,0.506,0.745,0.006,0.447,0.846,0.191
220,-0.004,0.306,0.486,0.728,-0.004,0.444,0.846,0.188
221,0.996,0.248,0.316,0.67,0.086,0.4,0.696,0.144
222,1.0,0.19,0.146,0.612,0.176,0.356,0.546,0.1
223,0.99,0.173,0.126,0.595,0.166,0.353,0.546,0.097
224,0.98,0.156,0.106,0.578,0.156,0.35,0.546,0.094
225,0.97,0.139,0.086,0.561,0.146,0.347,0.546,0.091
226,0.96,0.122,0.066,0.544,0.136,0.344,0.546,0.088
227,0.95,0.105,0.046,0.527,0.126,0.341,0.546,0.085
228,0.94,0.088,0.026,0.51,0.116,0.338,0.546,0.082
229,0.93,0.071,0.006,0.493,0.106,0.335,0.546,0.079
230,0.92,0.054,-0.014,0.476,0.096,0.332,0.546,0.076
231,0.76,-0.04,0.986,0.382,-0.064,0.252,0.646,-0.004
232,0.6,-0.134,1.0,0.288,-0.224,0.172,0.746,-0.084
233,0.549,0.866,0.903,0.171,-0.275,0.269,0.669,-0.187
234,0.498,1.0,0.806,0.054,-0.326,0.366,0.592,-0.29
235,0.447,0.883,0.709,0.137,-0.377,0.263,0.515,0.71
236,0.396,0.766,0.612,0.22,-0.428,0.16,0.438,1.0
237,0.486,0.708,0.442,0.162,0.572,0.116,0.288,0.956
238,0.576,0.65,0.272,0.104,1.0,0.072,0.138,0.912
239,0.566,0.633,0.252,0.087,0.99,0.069,0.138,0.909
240,0.556,0.616,0.232,0.07,0.98,0.066,0.138,0.906
241,0.546,0.599,0.212,0.053,0.97,0.063,0.138,0.903
242,0.536,0.582,0.192,0.036,0.96,0.06,0.138,0.9
243,0.526,0.565,0.172,0.019,0.95,0.057,0.138,0.897
244,0.516,0.548,0.152,0.002,0.94,0.054,0.138,0.894
245,0.506,0.531,0.132,-0.015,0.93,0.051,0.138,0.891
246,0.455,0.414,0.035,0.985,0.879,-0.052,0.061,0.988
247,0.404,0.297,-0.062,1.0,0.828,-0.155,-0.016,1.0
248,0.353,0.38,-0.159,0.883,0.777,0.845,-0.093,0.897
