step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.559,0.016,0.122,0.181,0.041,0.448,0.601,0.404
1,0.549,-0.142,-0.198,0.023,0.031,0.586,1.0,0.542
2,0.539,-0.018,0.802,0.147,0.021,0.442,0.7,0.398
3,0.529,0.106,1.0,0.271,0.011,0.298,0.4,0.254
4,0.519,0.089,0.98,0.254,0.001,0.295,0.4,0.251
5,0.509,0.072,0.96,0.237,-0.009,0.292,0.4,0.248
6,0.299,-0.086,0.94,0.361,0.991,0.43,0.4,0.104
7,0.089,-0.244,0.92,0.485,1.0,0.568,0.4,-0.04
8,0.22,0.756,1.0,0.468,0.849,0.365,0.259,-0.043
9,0.351,1.0,1.0,0.451,0.698,0.162,0.118,-0.046
10,0.482,0.983,0.839,0.234,0.547,0.159,0.259,0.954
11,0.613,0.966,0.678,0.017,0.396,0.156,0.4,1.0
12,0.603,0.949,0.658,0.0,0.386,0.153,0.4,0.997
13,0.593,0.932,0.638,-0.017,0.376,0.15,0.4,0.994
14,0.442,0.915,0.759,0.983,0.507,0.147,0.259,0.791
15,0.291,0.898,0.88,1.0,0.638,0.144,0.118,0.588
16,0.281,0.881,0.86,0.983,0.628,0.141,0.118,0.585
17,0.271,0.864,0.84,0.966,0.618,0.138,0.118,0.582
18,0.261,0.847,0.82,0.949,0.608,0.135,0.118,0.579
19,0.251,0.83,0.8,0.932,0.598,0.132,0.118,0.576
20,0.241,0.813,0.78,0.915,0.588,0.129,0.118,0.573
21,0.231,0.796,0.76,0.898,0.578,0.126,0.118,0.57
22,0.221,0.779,0.74,0.881,0.568,0.123,0.118,0.567
23,0.211,0.762,0.72,0.864,0.558,0.12,0.118,0.564
24,0.201,0.745,0.7,0.847,0.548,0.117,0.118,0.561
25,0.191,0.728,0.68,0.83,0.538,0.114,0.118,0.558
26,0.181,0.711,0.66,0.813,0.528,0.111,0.118,0.555
27,0.171,0.694,0.64,0.796,0.518,0.108,0.118,0.552
28,0.161,0.677,0.62,0.779,0.508,0.105,0.118,0.549
29,0.151,0.66,0.6,0.762,0.498,0.102,0.118,0.546
30,0.141,0.643,0.58,0.745,0.488,0.099,0.118,0.543
31,0.131,0.626,0.56,0.728,0.478,0.096,0.118,0.54
32,0.121,0.609,0.54,0.711,0.468,0.093,0.118,0.537
33,0.111,0.592,0.52,0.694,0.458,0.09,0.118,0.534
34,0.101,0.575,0.5,0.677,0.448,0.087,0.118,0.531
35,0.091,0.558,0.48,0.66,0.438,0.084,0.118,0.528
36,0.081,0.541,0.46,0.643,0.428,0.081,0.118,0.525
37,0.071,0.524,0.44,0.626,0.418,0.078,0.118,0.522
38,0.061,0.507,0.42,0.609,0.408,0.075,0.118,0.519
39,0.051,0.49,0.4,0.592,0.398,0.072,0.118,0.516
40,0.041,0.473,0.38,0.575,0.388,0.069,0.118,0.513
41,0.031,0.456,0.36,0.558,0.378,0.066,0.118,0.51
42,0.021,0.439,0.34,0.541,0.368,0.063,0.118,0.507
43,0.011,0.422,0.32,0.524,0.358,0.06,0.118,0.504
44,0.001,0.405,0.3,0.507,0.348,0.057,0.118,0.501
45,-0.009,0.388,0.28,0.49,0.338,0.054,0.118,0.498
46,0.991,0.512,0.26,0.332,0.128,-0.09,0.118,0.636
47,1.0,0.636,0.24,0.174,-0.082,-0.234,0.118,0.774
48,0.849,0.419,0.079,0.157,0.049,0.766,0.259,0.771
49,0.698,0.202,-0.082,0.14,0.18,1.0,0.4,0.768
50,0.688,0.326,0.918,0.264,0.17,0.856,0.1,0.624
51,0.678,0.45,1.0,0.388,0.16,0.712,-0.2,0.48
52,0.668,0.292,0.68,0.23,0.15,0.85,0.8,0.618
