step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.762,0.533,0.385,0.688,0.01,0.068,-0.078,0.19
1,1.0,0.683,0.465,0.698,-0.01,0.078,0.002,0.34
2,0.78,0.551,0.545,0.99,0.99,0.37,0.082,0.208
3,0.56,0.419,0.625,1.0,1.0,0.662,0.162,0.076
4,0.44,0.328,0.605,1.0,1.0,0.713,0.142,-0.015
5,0.561,0.337,0.544,0.951,1.0,0.864,0.363,0.985
6,0.682,0.346,0.483,0.902,1.0,1.0,0.584,1.0
7,0.562,0.255,0.463,0.953,1.0,1.0,0.564,0.909
8,0.442,0.164,0.443,1.0,1.0,1.0,0.544,0.818
9,0.322,0.073,0.423,1.0,1.0,1.0,0.524,0.727
10,0.202,-0.018,0.403,1.0,1.0,1.0,0.504,0.636
11,0.323,0.982,0.624,1.0,1.0,0.951,0.443,0.645
12,0.444,1.0,0.845,1.0,1.0,0.902,0.382,0.654
13,0.324,0.909,0.825,1.0,1.0,0.953,0.362,0.563
14,0.204,0.818,0.805,1.0,1.0,1.0,0.342,0.472
15,0.084,0.727,0.785,1.0,1.0,1.0,0.322,0.381
16,-0.036,0.636,0.765,1.0,1.0,1.0,0.302,0.29
17,0.964,0.786,0.845,1.0,0.98,1.0,0.382,0.44
18,1.0,0.936,0.925,1.0,0.96,1.0,0.462,0.59
19,0.88,0.845,0.905,1.0,1.0,1.0,0.442,0.499
20,0.76,0.754,0.885,1.0,1.0,1.0,0.422,0.408
21,0.64,0.663,0.865,1.0,1.0,1.0,0.402,0.317
22,0.52,0.572,0.845,1.0,1.0,1.0,0.382,0.226
23,0.4,0.481,0.825,1.0,1.0,1.0,0.362,0.135
24,0.28,0.39,0.805,1.0,1.0,1.0,0.342,0.044
25,0.16,0.299,0.785,1.0,1.0,1.0,0.322,-0.047
26,0.281,0.308,0.724,0.951,1.0,1.0,0.543,0.953
27,0.402,0.317,0.663,0.902,1.0,1.0,0.764,1.0
28,0.282,0.226,0.643,0.953,1.0,1.0,0.744,0.909
29,0.162,0.135,0.623,1.0,1.0,1.0,0.724,0.818
30,0.042,0.044,0.603,1.0,1.0,1.0,0.704,0.727
31,-0.078,-0.047,0.583,1.0,1.0,1.0,0.684,0.636
32,0.922,0.103,0.663,1.0,0.98,1.0,0.764,0.786
33,1.0,0.253,0.743,1.0,0.96,1.0,0.844,0.936
34,0.88,0.162,0.723,1.0,1.0,1.0,0.824,0.845
35,0.76,0.071,0.703,1.0,1.0,1.0,0.804,0.754
36,0.64,-0.02,0.683,1.0,1.0,1.0,0.784,0.663
37,0.761,0.98,0.904,1.0,1.0,0.951,0.723,0.672
38,0.882,1.0,1.0,1.0,1.0,0.902,0.662,0.681
39,0.762,0.909,0.98,1.0,1.0,0.953,0.642,0.59
40,0.642,0.818,0.96,1.0,1.0,1.0,0.622,0.499
41,0.522,0.727,0.94,1.0,1.0,1.0,0.602,0.408
42,0.402,0.636,0.92,1.0,1.0,1.0,0.582,0.317
43,0.282,0.545,0.9,1.0,1.0,1.0,0.562,0.226
44,0.162,0.454,0.88,1.0,1.0,1.0,0.542,0.135
45,0.042,0.363,0.86,1.0,1.0,1.0,0.522,0.044
46,-0.078,0.272,0.84,1.0,1.0,1.0,0.502,-0.047
47,0.922,0.422,0.92,1.0,0.98,1.0,0.582,0.103
48,1.0,0.572,1.0,1.0,0.96,1.0,0.662,0.253
49,0.88,0.481,0.98,1.0,1.0,1.0,0.642,0.162
