step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.075,-0.013,0.316,0.21,0.996,0.367,0.375,0.365
1,-0.145,-0.181,0.286,0.324,1.0,0.495,0.365,0.211
2,0.855,-0.067,0.256,0.156,0.78,0.341,0.355,0.339
3,1.0,0.047,0.226,-0.012,0.56,0.187,0.345,0.467
4,0.839,0.02,0.337,0.988,0.681,0.174,0.194,0.254
5,0.678,-0.007,0.448,1.0,0.802,0.161,0.043,0.041
6,0.799,0.993,0.559,0.973,0.641,-0.052,-0.108,0.028
7,0.92,1.0,0.67,0.946,0.48,-0.265,-0.259,0.015
8,0.759,0.773,0.499,0.919,0.601,0.735,-0.128,0.002
9,0.598,0.546,0.328,0.892,0.722,1.0,0.003,-0.011
10,0.719,0.519,0.157,0.665,0.561,0.987,0.134,0.989
11,0.84,0.492,-0.014,0.438,0.4,0.974,0.265,1.0
12,0.82,0.606,0.986,0.552,0.38,0.82,0.055,0.846
13,0.8,0.72,1.0,0.666,0.36,0.666,-0.155,0.692
14,0.78,0.552,0.77,0.498,0.34,0.794,0.845,0.82
15,0.76,0.384,0.54,0.33,0.32,0.922,1.0,0.948
16,0.74,0.357,0.51,0.303,0.3,0.909,0.99,0.935
17,0.72,0.33,0.48,0.276,0.28,0.896,0.98,0.922
18,0.7,0.303,0.45,0.249,0.26,0.883,0.97,0.909
19,0.68,0.276,0.42,0.222,0.24,0.87,0.96,0.896
20,0.66,0.249,0.39,0.195,0.22,0.857,0.95,0.883
21,0.64,0.222,0.36,0.168,0.2,0.844,0.94,0.87
22,0.62,0.195,0.33,0.141,0.18,0.831,0.93,0.857
23,0.6,0.168,0.3,0.114,0.16,0.818,0.92,0.844
24,0.58,0.141,0.27,0.087,0.14,0.805,0.91,0.831
25,0.56,0.114,0.24,0.06,0.12,0.792,0.9,0.818
26,0.54,0.087,0.21,0.033,0.1,0.779,0.89,0.805
27,0.52,0.06,0.18,0.006,0.08,0.766,0.88,0.792
28,0.5,0.033,0.15,-0.021,0.06,0.753,0.87,0.779
29,0.339,0.006,0.261,0.979,0.181,0.74,0.719,0.566
30,0.178,-0.021,0.372,1.0,0.302,0.727,0.568,0.353
31,0.299,0.979,0.483,0.973,0.141,0.514,0.417,0.34
32,0.42,1.0,0.594,0.946,-0.02,0.301,0.266,0.327
33,0.2,0.832,0.564,1.0,0.98,0.429,0.256,0.173
34,-0.02,0.664,0.534,1.0,1.0,0.557,0.246,0.019
35,0.98,0.778,0.504,0.832,0.78,0.403,0.236,0.147
36,1.0,0.892,0.474,0.664,0.56,0.249,0.226,0.275
37,0.98,0.865,0.444,0.637,0.54,0.236,0.216,0.262
38,0.96,0.838,0.414,0.61,0.52,0.223,0.206,0.249
39,0.94,0.811,0.384,0.583,0.5,0.21,0.196,0.236
40,0.92,0.784,0.354,0.556,0.48,0.197,0.186,0.223
41,0.9,0.757,0.324,0.529,0.46,0.184,0.176,0.21
42,0.88,0.73,0.294,0.502,0.44,0.171,0.166,0.197
43,0.86,0.703,0.264,0.475,0.42,0.158,0.156,0.184
44,0.84,0.676,0.234,0.448,0.4,0.145,0.146,0.171
45,0.82,0.649,0.204,0.421,0.38,0.132,0.136,0.158
46,0.8,0.622,0.174,0.394,0.36,0.119,0.126,0.145
47,0.78,0.595,0.144,0.367,0.34,0.106,0.116,0.132
48,0.76,0.568,0.114,0.34,0.32,0.093,0.106,0.119
49,0.74,0.541,0.084,0.313,0.3,0.08,0.096,0.106
50,0.72,0.514,0.054,0.286,0.28,0.067,0.086,0.093
51,0.7,0.487,0.024,0.259,0.26,0.054,0.076,0.08
52,0.68,0.46,-0.006,0.232,0.24,0.041,0.066,0.067
53,0.66,0.574,0.994,0.346,0.22,-0.113,-0.144,-0.087
54,0.64,0.688,1.0,0.46,0.2,-0.267,-0.354,-0.241
55,0.62,0.52,0.77,0.292,0.18,-0.139,0.646,-0.113
56,0.6,0.352,0.54,0.124,0.16,-0.011,1.0,0.015
57,0.439,0.125,0.369,0.097,0.281,0.989,1.0,0.002
58,0.278,-0.102,0.198,0.07,0.402,1.0,1.0,-0.011
59,0.399,0.898,0.309,0.043,0.241,0.787,0.849,-0.024
60,0.52,1.0,0.42,0.016,0.08,0.574,0.698,-0.037
61,0.641,0.973,0.249,-0.211,-0.081,0.561,0.829,0.963
62,0.762,0.946,0.078,-0.438,-0.242,0.548,0.96,1.0
63,0.601,0.919,0.189,0.562,-0.121,0.535,0.809,0.787
64,0.44,0.892,0.3,1.0,-0.0,0.522,0.658,0.574
65,0.42,0.865,0.27,0.973,-0.02,0.509,0.648,0.561
66,0.2,0.697,0.24,1.0,0.98,0.637,0.638,0.407
67,-0.02,0.529,0.21,1.0,1.0,0.765,0.628,0.253
68,0.98,0.643,0.18,0.832,0.78,0.611,0.618,0.381
69,1.0,0.757,0.15,0.664,0.56,0.457,0.608,0.509
70,0.98,0.73,0.12,0.637,0.54,0.444,0.598,0.496
71,0.96,0.703,0.09,0.61,0.52,0.431,0.588,0.483
72,0.94,0.676,0.06,0.583,0.5,0.418,0.578,0.47
73,0.92,0.649,0.03,0.556,0.48,0.405,0.568,0.457
74,0.9,0.622,0.0,0.529,0.46,0.392,0.558,0.444
75,0.88,0.595,-0.03,0.502,0.44,0.379,0.548,0.431
76,0.86,0.709,0.97,0.616,0.42,0.225,0.338,0.277
77,0.84,0.823,1.0,0.73,0.4,0.071,0.128,0.123
78,0.82,0.796,0.97,0.703,0.38,0.058,0.118,0.11
79,0.8,0.769,0.94,0.676,0.36,0.045,0.108,0.097
80,0.78,0.742,0.91,0.649,0.34,0.032,0.098,0.084
81,0.76,0.715,0.88,0.622,0.32,0.019,0.088,0.071
82,0.74,0.688,0.85,0.595,0.3,0.006,0.078,0.058
83,0.72,0.661,0.82,0.568,0.28,-0.007,0.068,0.045
84,0.559,0.434,0.649,0.541,0.401,0.993,0.199,0.032
85,0.398,0.207,0.478,0.514,0.522,1.0,0.33,0.019
86,0.378,0.18,0.448,0.487,0.502,0.987,0.32,0.006
87,0.358,0.153,0.418,0.46,0.482,0.974,0.31,-0.007
88,0.479,0.126,0.247,0.233,0.321,0.961,0.441,0.993
89,0.6,0.099,0.076,0.006,0.16,0.948,0.572,1.0
90,0.58,0.072,0.046,-0.021,0.14,0.935,0.562,0.987
91,0.419,0.045,0.157,0.979,0.261,0.922,0.411,0.774
92,0.258,0.018,0.268,1.0,0.382,0.909,0.26,0.561
93,0.238,-0.009,0.238,0.973,0.362,0.896,0.25,0.548
94,0.359,0.991,0.349,0.946,0.201,0.683,0.099,0.535
95,0.48,1.0,0.46,0.919,0.04,0.47,-0.052,0.522
96,0.46,0.832,0.23,0.751,0.02,0.598,0.948,0.65
97,0.44,0.664,0.0,0.583,0.0,0.726,1.0,0.778
98,0.42,0.637,-0.03,0.556,-0.02,0.713,0.99,0.765
99,0.4,0.751,0.97,0.67,-0.04,0.559,0.78,0.611
