step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.138,0.148,0.225,0.693,0.432,-0.042,0.287,0.977
1,0.087,0.031,0.164,0.776,0.381,-0.145,0.246,1.0
2,0.036,0.114,0.103,0.659,0.33,0.855,0.205,0.897
3,-0.015,0.197,0.042,0.542,0.279,1.0,0.164,0.794
4,0.985,0.139,-0.078,0.484,0.369,0.956,0.064,0.75
5,1.0,0.081,-0.198,0.426,0.459,0.912,-0.036,0.706
6,0.89,0.023,-0.118,0.368,0.349,0.868,0.964,0.662
7,0.78,-0.035,-0.038,0.31,0.239,0.824,1.0,0.618
8,0.729,0.965,-0.099,0.193,0.188,0.921,0.959,0.515
9,0.678,1.0,-0.16,0.076,0.137,1.0,0.918,0.412
10,0.568,0.942,0.84,0.018,0.027,0.956,1.0,0.368
11,0.458,0.884,1.0,-0.04,-0.083,0.912,1.0,0.324
12,0.548,0.826,0.88,-0.098,0.917,0.868,0.9,0.28
13,0.638,0.768,0.76,-0.156,1.0,0.824,0.8,0.236
14,0.587,0.651,0.699,0.844,0.949,0.721,0.759,0.333
15,0.536,0.534,0.638,1.0,0.898,0.618,0.718,0.43
16,0.526,0.517,0.618,0.983,0.888,0.615,0.718,0.427
17,0.516,0.5,0.598,0.966,0.878,0.612,0.718,0.424
18,0.506,0.483,0.578,0.949,0.868,0.609,0.718,0.421
19,0.496,0.466,0.558,0.932,0.858,0.606,0.718,0.418
20,0.486,0.449,0.538,0.915,0.848,0.603,0.718,0.415
21,0.476,0.432,0.518,0.898,0.838,0.6,0.718,0.412
22,0.466,0.415,0.498,0.881,0.828,0.597,0.718,0.409
23,0.456,0.398,0.478,0.864,0.818,0.594,0.718,0.406
24,0.446,0.381,0.458,0.847,0.808,0.591,0.718,0.403
25,0.436,0.364,0.438,0.83,0.798,0.588,0.718,0.4
26,0.426,0.347,0.418,0.813,0.788,0.585,0.718,0.397
27,0.416,0.33,0.398,0.796,0.778,0.582,0.718,0.394
28,0.406,0.313,0.378,0.779,0.768,0.579,0.718,0.391
29,0.396,0.296,0.358,0.762,0.758,0.576,0.718,0.388
30,0.386,0.279,0.338,0.745,0.748,0.573,0.718,0.385
31,0.376,0.262,0.318,0.728,0.738,0.57,0.718,0.382
32,0.366,0.245,0.298,0.711,0.728,0.567,0.718,0.379
33,0.356,0.228,0.278,0.694,0.718,0.564,0.718,0.376
34,0.346,0.211,0.258,0.677,0.708,0.561,0.718,0.373
35,0.336,0.194,0.238,0.66,0.698,0.558,0.718,0.37
36,0.326,0.177,0.218,0.643,0.688,0.555,0.718,0.367
37,0.316,0.16,0.198,0.626,0.678,0.552,0.718,0.364
38,0.306,0.143,0.178,0.609,0.668,0.549,0.718,0.361
39,0.296,0.126,0.158,0.592,0.658,0.546,0.718,0.358
40,0.286,0.109,0.138,0.575,0.648,0.543,0.718,0.355
41,0.276,0.092,0.118,0.558,0.638,0.54,0.718,0.352
42,0.266,0.075,0.098,0.541,0.628,0.537,0.718,0.349
43,0.256,0.058,0.078,0.524,0.618,0.534,0.718,0.346
44,0.246,0.041,0.058,0.507,0.608,0.531,0.718,0.343
