,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
motive_1,0.0,-0.141,-0.25,-0.141,-0.0,-0.141,-0.25,-0.141
motive_2,-0.141,0.0,-0.177,-0.2,-0.141,-0.0,-0.177,-0.2
motive_3,-0.25,-0.177,0.0,-0.177,-0.25,-0.177,-0.0,-0.177
motive_4,-0.141,-0.2,-0.177,0.0,-0.141,-0.2,-0.177,-0.0
motive_5,-0.0,-0.141,-0.25,-0.141,0.0,-0.141,-0.25,-0.141
motive_6,-0.141,-0.0,-0.177,-0.2,-0.141,0.0,-0.177,-0.2
motive_7,-0.25,-0.177,-0.0,-0.177,-0.25,-0.177,0.0,-0.177
motive_8,-0.141,-0.2,-0.177,-0.0,-0.141,-0.2,-0.177,0.0
