seed,pattern,structure,pattern_length,first_occurrence_step,num_occurrences,occurrence_positions,example_1,example_2,example_3
180,motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_6,A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→H→H→E,21,28,2,"[28, 166]",motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_6,motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_6,
181,motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_8,A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→C→C→B→B→E,21,16,2,"[16, 20]",motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_8,motive_6→motive_6→motive_5→motive_5→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_1,
182,motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_6→motive_6→motive_2→motive_2→motive_3,A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→D→D→A,21,44,2,"[44, 92]",motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_6→motive_6→motive_2→motive_2→motive_3,motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_3,
183,motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_8,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→B→B→C,21,16,8,"[16, 84, 86, 152, 154, 156, 158, 160]",motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_8,motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_1,motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_4
184,motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_2,A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→B→B→C,21,38,2,"[38, 114]",motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_2,motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_1,
185,motive_1→motive_1→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_4,A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→C→C→D,21,10,4,"[10, 86, 114, 140]",motive_1→motive_1→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_4,motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_2,motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_5
186,motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_1→motive_1→motive_7,A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→C→C→D,21,28,2,"[28, 130]",motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_1→motive_1→motive_7,motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_1,
187,motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_5,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→A→A→D,21,0,2,"[0, 26]",motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_5,motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_2→motive_2→motive_5,
188,motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_1,A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→H→H→A→A→C,21,10,2,"[10, 118]",motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_1,motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_1,
189,motive_2→motive_2→motive_8→motive_8→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_8,A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→C→C→B,21,6,2,"[6, 10]",motive_2→motive_2→motive_8→motive_8→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_8,motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_5,
190,motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_5,A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→D→D→E,21,22,2,"[22, 140]",motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_5,motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_4,
191,motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_6→motive_6→motive_2,A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→H→H→A,21,10,2,"[10, 162]",motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_6→motive_6→motive_2,motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_1→motive_1→motive_6→motive_6→motive_3,
192,motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_1,A→A→B→B→C→C→D→D→E→E→F→F→C→C→G→G→D→D→B→B→A,21,30,2,"[30, 112]",motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_1,motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_1,
193,motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_1,A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→C→C→D→D→E,21,12,2,"[12, 116]",motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_1,motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_8,
194,motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_6,A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→C→C→D,21,26,3,"[26, 106, 132]",motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_6,motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_4,motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_4
195,motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_1,A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→C→C→D,21,0,2,"[0, 64]",motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_1,motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_5,
196,motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_2,A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→H→H→C→C→B,21,6,2,"[6, 122]",motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_2,motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_7→motive_7→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_6,
197,motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_2,A→A→B→B→C→C→A→A→B→B→D→D→E→E→C→C→A→A→B→B→F,21,34,2,"[34, 164]",motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_2,motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_2,
198,motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_4,A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→C→C→B→B→H,21,18,2,"[18, 106]",motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_4,motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_4,
199,motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8,A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→C→C,20,60,2,"[60, 176]",motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8,motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2,
200,motive_4→motive_4→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1,A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→H→H,20,12,2,"[12, 118]",motive_4→motive_4→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1,motive_4→motive_4→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7,
201,motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_7→motive_7→motive_8,A→A→B→B→C→C→D→D→E→E→B→B→A→A→F→F→G→G→H→H→B,21,114,2,"[114, 182]",motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_7→motive_7→motive_8,motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_2→motive_2→motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_8,
202,motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_4,A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→H→H→D,21,16,2,"[16, 166]",motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_4,motive_6→motive_6→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_1→motive_1→motive_3,
203,motive_4→motive_4→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_3,A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→G→G→D,21,54,2,"[54, 126]",motive_4→motive_4→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_3,motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_7,
204,motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_2,A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→D→D→B→B→C,21,32,2,"[32, 40]",motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_2,motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_6,
205,motive_2→motive_2→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_4→motive_4→motive_1→motive_1→motive_8,A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→H→H→D→D→B,21,0,2,"[0, 84]",motive_2→motive_2→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_4→motive_4→motive_1→motive_1→motive_8,motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_8,
206,motive_8→motive_8→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_7,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→E→E→D→D→F,21,122,2,"[122, 148]",motive_8→motive_8→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_7,motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_2→motive_2→motive_4,
207,motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_1→motive_1→motive_3→motive_3→motive_5,A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→G→G→D→D→C,21,20,2,"[20, 174]",motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_1→motive_1→motive_3→motive_3→motive_5,motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_5,
208,motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5,A→A→B→B→C→C→D→D→B→B→C→C→D→D→E→E→F→F→G→G,20,14,2,"[14, 76]",motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5,motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7,
209,motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8,A→A→B→B→C→C→D→D→E→E→B→B→F→F→A→A→C→C→B→B,20,156,2,"[156, 182]",motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8,motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_8→motive_8,
210,motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_2→motive_2→motive_8,A→A→B→B→C→C→D→D→E→E→F→F→C→C→G→G→A→A→B→B→D,21,0,2,"[0, 78]",motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_2→motive_2→motive_8,motive_3→motive_3→motive_4→motive_4→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_7,
211,motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_7,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→E→E→D→D→C,21,36,2,"[36, 88]",motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_7,motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_6,
212,motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_8→motive_8→motive_5,A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→B→B→E,21,40,3,"[40, 96, 114]",motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_8→motive_8→motive_5,motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_4,motive_5→motive_5→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_1
213,motive_4→motive_4→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_1,A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→C→C→E,21,0,2,"[0, 74]",motive_4→motive_4→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_1,motive_5→motive_5→motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_8→motive_8→motive_1,
214,motive_7→motive_7→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_7→motive_7→motive_6→motive_6→motive_4→motive_4→motive_5,A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→C→C→D,21,12,11,"[12, 14, 44, 62, 64, 66, 138, 140, 142, 174]",motive_7→motive_7→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_7→motive_7→motive_6→motive_6→motive_4→motive_4→motive_5,motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_7→motive_7→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_8,motive_4→motive_4→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_8→motive_8→motive_7
