input_mean_congruence,input_mean_conflict,input_mean_initial_satisfaction,input_network_top_dyads,input_network_density,input_network_positive_ratio,output_mean_satisfaction_over_time,output_final_mean_satisfaction,output_behavior_rhythm_mean_duration,output_behavior_rhythm_std_duration,output_behavior_rhythm_median_duration,output_behavior_rhythm_switch_count,output_behavior_frequencies_motive_1,output_behavior_frequencies_motive_2,output_behavior_frequencies_motive_3,output_behavior_frequencies_motive_4,output_behavior_frequencies_motive_5,output_behavior_frequencies_motive_6,output_behavior_frequencies_motive_7,output_behavior_frequencies_motive_8,output_dominant_behaviors_motive_1,output_dominant_behaviors_motive_2,output_dominant_behaviors_motive_3,output_dominant_behaviors_motive_4,output_dominant_behaviors_motive_5,output_dominant_behaviors_motive_6,output_dominant_behaviors_motive_7,output_dominant_behaviors_motive_8,output_behavior_reappearance_times_motive_1_mean,output_behavior_reappearance_times_motive_1_std,output_behavior_reappearance_times_motive_1_min,output_behavior_reappearance_times_motive_1_max,output_behavior_reappearance_times_motive_2_mean,output_behavior_reappearance_times_motive_2_std,output_behavior_reappearance_times_motive_2_min,output_behavior_reappearance_times_motive_2_max,output_behavior_reappearance_times_motive_3_mean,output_behavior_reappearance_times_motive_3_std,output_behavior_reappearance_times_motive_3_min,output_behavior_reappearance_times_motive_3_max,output_behavior_reappearance_times_motive_4_mean,output_behavior_reappearance_times_motive_4_std,output_behavior_reappearance_times_motive_4_min,output_behavior_reappearance_times_motive_4_max,output_behavior_reappearance_times_motive_5,output_behavior_reappearance_times_motive_6,output_behavior_reappearance_times_motive_7_mean,output_behavior_reappearance_times_motive_7_std,output_behavior_reappearance_times_motive_7_min,output_behavior_reappearance_times_motive_7_max,output_behavior_reappearance_times_motive_8_mean,output_behavior_reappearance_times_motive_8_std,output_behavior_reappearance_times_motive_8_min,output_behavior_reappearance_times_motive_8_max,output_satisfaction_durations_satisfied_mean,output_satisfaction_durations_satisfied_total_time,output_satisfaction_durations_satisfied_num_periods,output_satisfaction_durations_unsatisfied_mean,output_satisfaction_durations_unsatisfied_total_time,output_satisfaction_durations_unsatisfied_num_periods,output_simultaneous_satisfactions_satisfied_mean,output_simultaneous_satisfactions_satisfied_max,output_simultaneous_satisfactions_satisfied_distribution_8,output_simultaneous_satisfactions_satisfied_distribution_7,output_simultaneous_satisfactions_satisfied_distribution_6,output_simultaneous_satisfactions_unsatisfied_mean,output_simultaneous_satisfactions_unsatisfied_max,output_simultaneous_satisfactions_unsatisfied_distribution_0,output_simultaneous_satisfactions_unsatisfied_distribution_1,output_simultaneous_satisfactions_unsatisfied_distribution_2,output_markov_chain_transition_probabilities_motive_1_motive_1,output_markov_chain_transition_probabilities_motive_1_motive_3,output_markov_chain_transition_probabilities_motive_1_motive_4,output_markov_chain_transition_probabilities_motive_1_motive_7,output_markov_chain_transition_probabilities_motive_2_motive_2,output_markov_chain_transition_probabilities_motive_2_motive_8,output_markov_chain_transition_probabilities_motive_3_motive_1,output_markov_chain_transition_probabilities_motive_3_motive_3,output_markov_chain_transition_probabilities_motive_3_motive_4,output_markov_chain_transition_probabilities_motive_3_motive_7,output_markov_chain_transition_probabilities_motive_4_motive_1,output_markov_chain_transition_probabilities_motive_4_motive_2,output_markov_chain_transition_probabilities_motive_4_motive_3,output_markov_chain_transition_probabilities_motive_4_motive_4,output_markov_chain_transition_probabilities_motive_4_motive_7,output_markov_chain_transition_probabilities_motive_7_motive_1,output_markov_chain_transition_probabilities_motive_7_motive_3,output_markov_chain_transition_probabilities_motive_7_motive_4,output_markov_chain_transition_probabilities_motive_7_motive_7,output_markov_chain_transition_probabilities_motive_8_motive_4,output_markov_chain_transition_probabilities_motive_8_motive_8,output_markov_chain_transition_matrix
0.15526229763108404,-0.13439040737779134,0.21112557633274154,"[{'dyad': 'motive_1-motive_8', 'interaction': 0.5933051612123627, 'strength': 0.5933051612123627}, {'dyad': 'motive_2-motive_6', 'interaction': 0.5694207213926552, 'strength': 0.5694207213926552}, {'dyad': 'motive_3-motive_8', 'interaction': 0.5191086043277922, 'strength': 0.5191086043277922}, {'dyad': 'motive_4-motive_5', 'interaction': 0.4393301471372943, 'strength': 0.4393301471372943}, {'dyad': 'motive_1-motive_5', 'interaction': 0.4276356126353365, 'strength': 0.4276356126353365}]",0.2857142857142857,0.75,0.6328434408060297,0.5818249236243878,1.9931506849315068,0.0824766751972075,2.0,146,46,2,92,52,0,0,94,4,0.07666666666666666,0.0033333333333333335,0.15333333333333332,0.08666666666666667,0.0,0.0,0.15666666666666668,0.006666666666666667,11.866666666666667,11.261734620681962,1,29,1.0,0.0,1,1,5.967032967032967,6.404755358069141,1,17,11.686274509803921,11.02135217510908,1,28,,,6.021505376344086,5.935094268029886,1,16,7.666666666666667,9.428090415820632,1,21,600.0,600,1,0.0,0,0,7.57,8,386,170,44,0.43,2,386,170,44,0.5,0.30434782608695654,0.06521739130434782,0.13043478260869565,0.5,0.5,0.08695652173913043,0.5,0.010869565217391304,0.40217391304347827,0.0196078431372549,0.0196078431372549,0.37254901960784315,0.5098039215686274,0.0784313725490196,0.14893617021276595,0.13829787234042554,0.2127659574468085,0.5,0.5,0.5,"[[0.5, 0.0, 0.30434782608695654, 0.06521739130434782, 0.0, 0.0, 0.13043478260869565, 0.0], [0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5], [0.08695652173913043, 0.0, 0.5, 0.010869565217391304, 0.0, 0.0, 0.40217391304347827, 0.0], [0.0196078431372549, 0.0196078431372549, 0.37254901960784315, 0.5098039215686274, 0.0, 0.0, 0.0784313725490196, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.14893617021276595, 0.0, 0.13829787234042554, 0.2127659574468085, 0.0, 0.0, 0.5, 0.0], [0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5]]"
