step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.031,0.043,0.196,-0.007,0.143,0.262,0.142,0.333
1,-0.12,0.026,0.317,0.993,0.274,0.259,0.001,0.13
2,-0.271,0.009,0.438,1.0,0.405,0.256,-0.14,-0.073
3,-0.14,-0.008,0.277,0.783,0.254,0.253,0.001,0.927
4,-0.009,-0.025,0.116,0.566,0.103,0.25,0.142,1.0
5,0.122,0.975,0.237,0.549,-0.048,0.047,0.001,0.997
6,0.253,1.0,0.358,0.532,-0.199,-0.156,-0.14,0.994
7,0.543,0.842,0.338,0.656,0.801,-0.018,-0.14,0.85
8,0.833,0.684,0.318,0.78,1.0,0.12,-0.14,0.706
9,0.823,0.526,-0.002,0.622,0.99,0.258,0.86,0.844
10,0.813,0.368,-0.322,0.464,0.98,0.396,1.0,0.982
11,0.803,0.492,0.678,0.588,0.97,0.252,0.7,0.838
12,0.793,0.616,1.0,0.712,0.96,0.108,0.4,0.694
13,0.783,0.599,0.98,0.695,0.95,0.105,0.4,0.691
14,0.773,0.582,0.96,0.678,0.94,0.102,0.4,0.688
15,0.763,0.565,0.94,0.661,0.93,0.099,0.4,0.685
16,0.753,0.548,0.92,0.644,0.92,0.096,0.4,0.682
17,0.743,0.531,0.9,0.627,0.91,0.093,0.4,0.679
18,0.733,0.514,0.88,0.61,0.9,0.09,0.4,0.676
19,0.723,0.497,0.86,0.593,0.89,0.087,0.4,0.673
20,0.713,0.48,0.84,0.576,0.88,0.084,0.4,0.67
21,0.703,0.463,0.82,0.559,0.87,0.081,0.4,0.667
22,0.693,0.446,0.8,0.542,0.86,0.078,0.4,0.664
23,0.683,0.429,0.78,0.525,0.85,0.075,0.4,0.661
24,0.673,0.412,0.76,0.508,0.84,0.072,0.4,0.658
25,0.663,0.395,0.74,0.491,0.83,0.069,0.4,0.655
26,0.653,0.378,0.72,0.474,0.82,0.066,0.4,0.652
27,0.643,0.361,0.7,0.457,0.81,0.063,0.4,0.649
28,0.633,0.344,0.68,0.44,0.8,0.06,0.4,0.646
29,0.623,0.327,0.66,0.423,0.79,0.057,0.4,0.643
30,0.613,0.31,0.64,0.406,0.78,0.054,0.4,0.64
31,0.603,0.293,0.62,0.389,0.77,0.051,0.4,0.637
32,0.593,0.276,0.6,0.372,0.76,0.048,0.4,0.634
33,0.583,0.259,0.58,0.355,0.75,0.045,0.4,0.631
34,0.573,0.242,0.56,0.338,0.74,0.042,0.4,0.628
35,0.563,0.225,0.54,0.321,0.73,0.039,0.4,0.625
36,0.553,0.208,0.52,0.304,0.72,0.036,0.4,0.622
37,0.543,0.191,0.5,0.287,0.71,0.033,0.4,0.619
38,0.533,0.174,0.48,0.27,0.7,0.03,0.4,0.616
39,0.523,0.157,0.46,0.253,0.69,0.027,0.4,0.613
