step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.177,0.044,0.101,0.202,0.104,0.379,0.271,0.187
1,0.157,0.017,0.071,0.175,0.084,0.366,0.261,0.174
2,0.137,-0.01,0.041,0.148,0.064,0.353,0.251,0.161
3,0.258,0.99,0.152,0.121,-0.097,0.14,0.1,0.148
4,0.379,1.0,0.263,0.094,-0.258,-0.073,-0.051,0.135
5,0.159,0.832,0.233,0.208,0.742,0.055,-0.061,-0.019
6,-0.061,0.664,0.203,0.322,1.0,0.183,-0.071,-0.173
7,0.06,0.637,0.032,0.095,0.839,0.17,0.06,0.827
8,0.181,0.61,-0.139,-0.132,0.678,0.157,0.191,1.0
9,0.02,0.583,-0.028,0.868,0.799,0.144,0.04,0.787
10,-0.141,0.556,0.083,1.0,0.92,0.131,-0.111,0.574
11,0.859,0.67,0.053,0.832,0.7,-0.023,-0.121,0.702
12,1.0,0.784,0.023,0.664,0.48,-0.177,-0.131,0.83
13,0.839,0.557,-0.148,0.637,0.601,0.823,-0.0,0.817
14,0.678,0.33,-0.319,0.61,0.722,1.0,0.131,0.804
15,0.658,0.444,0.681,0.724,0.702,0.846,-0.079,0.65
16,0.638,0.558,1.0,0.838,0.682,0.692,-0.289,0.496
17,0.618,0.39,0.77,0.67,0.662,0.82,0.711,0.624
18,0.598,0.222,0.54,0.502,0.642,0.948,1.0,0.752
19,0.578,0.195,0.51,0.475,0.622,0.935,0.99,0.739
20,0.558,0.168,0.48,0.448,0.602,0.922,0.98,0.726
21,0.538,0.141,0.45,0.421,0.582,0.909,0.97,0.713
22,0.518,0.114,0.42,0.394,0.562,0.896,0.96,0.7
23,0.498,0.087,0.39,0.367,0.542,0.883,0.95,0.687
24,0.478,0.06,0.36,0.34,0.522,0.87,0.94,0.674
25,0.458,0.033,0.33,0.313,0.502,0.857,0.93,0.661
26,0.438,0.006,0.3,0.286,0.482,0.844,0.92,0.648
27,0.418,-0.021,0.27,0.259,0.462,0.831,0.91,0.635
28,0.539,0.979,0.381,0.232,0.301,0.618,0.759,0.622
29,0.66,1.0,0.492,0.205,0.14,0.405,0.608,0.609
30,0.64,0.973,0.462,0.178,0.12,0.392,0.598,0.596
31,0.62,0.946,0.432,0.151,0.1,0.379,0.588,0.583
32,0.6,0.919,0.402,0.124,0.08,0.366,0.578,0.57
33,0.58,0.892,0.372,0.097,0.06,0.353,0.568,0.557
34,0.56,0.865,0.342,0.07,0.04,0.34,0.558,0.544
35,0.54,0.838,0.312,0.043,0.02,0.327,0.548,0.531
36,0.52,0.811,0.282,0.016,0.0,0.314,0.538,0.518
37,0.5,0.784,0.252,-0.011,-0.02,0.301,0.528,0.505
38,0.28,0.616,0.222,0.103,0.98,0.429,0.518,0.351
39,0.06,0.448,0.192,0.217,1.0,0.557,0.508,0.197
40,0.04,0.421,0.162,0.19,0.98,0.544,0.498,0.184
41,0.02,0.394,0.132,0.163,0.96,0.531,0.488,0.171
42,0.0,0.367,0.102,0.136,0.94,0.518,0.478,0.158
43,-0.02,0.34,0.072,0.109,0.92,0.505,0.468,0.145
44,0.98,0.454,0.042,-0.059,0.7,0.351,0.458,0.273
45,1.0,0.568,0.012,-0.227,0.48,0.197,0.448,0.401
46,0.839,0.541,0.123,0.773,0.601,0.184,0.297,0.188
47,0.678,0.514,0.234,1.0,0.722,0.171,0.146,-0.025
48,0.799,0.487,0.063,0.773,0.561,0.158,0.277,0.975
49,0.92,0.46,-0.108,0.546,0.4,0.145,0.408,1.0
