step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.24,0.148,0.571,0.509,0.41,0.088,0.283,0.244
1,0.22,0.121,0.541,0.482,0.39,0.075,0.273,0.231
2,0.2,0.094,0.511,0.455,0.37,0.062,0.263,0.218
3,0.18,0.067,0.481,0.428,0.35,0.049,0.253,0.205
4,0.16,0.04,0.451,0.401,0.33,0.036,0.243,0.192
5,0.14,0.013,0.421,0.374,0.31,0.023,0.233,0.179
6,0.12,-0.014,0.391,0.347,0.29,0.01,0.223,0.166
7,0.214,0.986,0.475,0.42,0.356,0.077,0.299,0.253
8,0.308,1.0,0.559,0.493,0.422,0.144,0.375,0.34
9,0.288,0.973,0.529,0.466,0.402,0.131,0.365,0.327
10,0.268,0.946,0.499,0.439,0.382,0.118,0.355,0.314
11,0.248,0.919,0.469,0.412,0.362,0.105,0.345,0.301
12,0.228,0.892,0.439,0.385,0.342,0.092,0.335,0.288
13,0.208,0.865,0.409,0.358,0.322,0.079,0.325,0.275
14,0.188,0.838,0.379,0.331,0.302,0.066,0.315,0.262
15,0.168,0.811,0.349,0.304,0.282,0.053,0.305,0.249
16,0.148,0.784,0.319,0.277,0.262,0.04,0.295,0.236
17,0.128,0.757,0.289,0.25,0.242,0.027,0.285,0.223
18,0.108,0.73,0.259,0.223,0.222,0.014,0.275,0.21
19,0.088,0.703,0.229,0.196,0.202,0.001,0.265,0.197
20,0.068,0.676,0.199,0.169,0.182,-0.012,0.255,0.184
21,0.134,0.729,0.255,0.242,0.276,0.988,0.359,0.271
22,0.2,0.782,0.311,0.315,0.37,1.0,0.463,0.358
23,0.18,0.755,0.281,0.288,0.35,0.987,0.453,0.345
24,0.16,0.728,0.251,0.261,0.33,0.974,0.443,0.332
25,0.14,0.701,0.221,0.234,0.31,0.961,0.433,0.319
26,0.12,0.674,0.191,0.207,0.29,0.948,0.423,0.306
27,0.1,0.647,0.161,0.18,0.27,0.935,0.413,0.293
28,0.08,0.62,0.131,0.153,0.25,0.922,0.403,0.28
29,0.06,0.593,0.101,0.126,0.23,0.909,0.393,0.267
30,0.04,0.566,0.071,0.099,0.21,0.896,0.383,0.254
31,0.02,0.539,0.041,0.072,0.19,0.883,0.373,0.241
32,0.0,0.512,0.011,0.045,0.17,0.87,0.363,0.228
33,-0.02,0.485,-0.019,0.018,0.15,0.857,0.353,0.215
34,0.98,0.572,0.051,0.049,0.21,0.93,0.443,0.344
35,1.0,0.659,0.121,0.08,0.27,1.0,0.533,0.473
36,0.98,0.632,0.091,0.053,0.25,0.987,0.523,0.46
37,0.96,0.605,0.061,0.026,0.23,0.974,0.513,0.447
38,0.94,0.578,0.031,-0.001,0.21,0.961,0.503,0.434
39,0.978,0.651,0.143,0.999,0.332,1.0,0.551,0.421
40,1.0,0.724,0.255,1.0,0.454,1.0,0.599,0.408
41,0.98,0.697,0.225,0.973,0.434,0.987,0.589,0.395
42,0.96,0.67,0.195,0.946,0.414,0.974,0.579,0.382
43,0.94,0.643,0.165,0.919,0.394,0.961,0.569,0.369
44,0.92,0.616,0.135,0.892,0.374,0.948,0.559,0.356
45,0.9,0.589,0.105,0.865,0.354,0.935,0.549,0.343
46,0.88,0.562,0.075,0.838,0.334,0.922,0.539,0.33
47,0.86,0.535,0.045,0.811,0.314,0.909,0.529,0.317
48,0.84,0.508,0.015,0.784,0.294,0.896,0.519,0.304
49,0.82,0.481,-0.015,0.757,0.274,0.883,0.509,0.291
50,0.9,0.568,0.985,0.872,0.354,0.956,0.579,0.336
51,0.98,0.655,1.0,0.987,0.434,1.0,0.649,0.381
52,0.96,0.628,0.97,0.96,0.414,0.987,0.639,0.368
53,0.94,0.601,0.94,0.933,0.394,0.974,0.629,0.355
54,0.92,0.574,0.91,0.906,0.374,0.961,0.619,0.342
55,0.9,0.547,0.88,0.879,0.354,0.948,0.609,0.329
56,0.88,0.52,0.85,0.852,0.334,0.935,0.599,0.316
