structural_pattern,num_simulations,simulation_ids
A→A→B→B→C→C→D→D→C→C→D→D→E→E→A→A→B→B→C→C→D,1,404
A→A→B→B→C→C→D→D→B→B→A→A→B→B→A→A→C→C→D→D→B,1,406
A→A→B→B→A→A→B→B→A→A→B→B→C→C→D→D→B→B→A→A→B,1,407
A→A→B→B→C→C→D→D→B→B→A→A→C→C→B→B→A→A→C→C→B,1,408
A→A→B→B→C→C→A→A→B→B→D→D→C→C→B→B→D→D→A→A→B,1,409
A→A→B→B→C→C→D→D→B→B→C→C→A→A→C→C→B→B→D→D→C,1,410
A→A→B→B→C→C→D→D→C→C→E→E→B→B→A→A→C→C→B→B→A,1,413
A→A→B→B→C→C→D→D→B→B→C→C→A→A→B→B→A→A→E→E→B,1,415
A→A→B→B→C→C→B→B→D→D→A→A→B→B→C→C→D→D→B→B→A,1,416
A→A→B→B→C→C→A→A→D→D→C→C→B→B→A→A→D→D→C→C→A,1,421
A→A→B→B→C→C→D→D→B→B→C→C→A→A→E→E→D→D→C→C→B,1,424
A→A→B→B→C→C→D→D→E→E→F→F→B→B→F→F→D→D→E→E→D,1,428
A→A→B→B→C→C→D→D→B→B→A→A→B→B→A→A→C→C→B→B→D,1,432
A→A→B→B→A→A→C→C→D→D→E→E→A→A→C→C→B→B→A→A→D,1,434
A→A→B→B→C→C→D→D→A→A→B→B→C→C→A→A→B→B→D→D→E,1,435
A→A→B→B→A→A→B→B→A→A→C→C→B→B→A→A→D→D→A→A→B,1,436
A→A→B→B→A→A→C→C→D→D→A→A→E→E→B→B→A→A→D→D→C,1,440
A→A→B→B→C→C→A→A→C→C→A→A→C→C→A→A→C→C→A→A→C,1,442
A→A→B→B→A→A→C→C→D→D→B→B→A→A→C→C→B→B→A→A→D,1,443
A→A→B→B→C→C→D→D→C→C→B→B→A→A→C→C→D→D→C→C→B,1,445
A→A→B→B→C→C→A→A→D→D→C→C→A→A→B→B→E→E→C→C→A,1,446
A→A→B→B→C→C→A→A→B→B→A→A→D→D→B→B→A→A→B→B→A,1,447
A→A→B→B→C→C→A→A→D→D→B→B→A→A→C→C→B→B→E→E→B,1,448
A→A→B→B→C→C→A→A→C→C→A→A→C→C→B→B→A→A→C→C→A,1,450
A→A→B→B→C→C→B→B→A→A→C→C→B→B→C→C→B→B→C→C→B,1,451
A→A→B→B→C→C→D→D→E→E→C→C→B→B→A→A→D→D→B→B→A,1,452
A→A→B→B→C→C→D→D→B→B→A→A→B→B→A→A→E→E→B→B→A,1,461
A→A→B→B→A→A→B→B→C→C→D→D→C→C→B→B→A→A→B→B→C,1,463
A→A→B→B→C→C→D→D→A→A→C→C→B→B→A→A→D→D→C→C→A,1,466
A→A→B→B→C→C→A→A→C→C→B→B→D→D→E→E→F→F→D→D→E,1,471
A→A→B→B→C→C→D→D→B→B→D→D→C→C→E→E→A→A→C→C→E,1,472
A→A→B→B→C→C→D→D→A→A→C→C→E→E→B→B→D→D→C→C→A,1,477
A→A→B→B→C→C→D→D→C→C→D→D→C→C→D→D→C→C→E→E→D,1,478
A→A→B→B→C→C→B→B→A→A→D→D→B→B→A→A→C→C→B→B→A,1,479
A→A→B→B→A→A→B→B→C→C→D→D→A→A→B→B→C→C→E→E→A,1,480
A→A→B→B→C→C→D→D→E→E→D→D→C→C→B→B→A→A→E→E→D,1,483
A→A→B→B→C→C→A→A→B→B→D→D→C→C→A→A→B→B→A→A→B,1,485
A→A→B→B→A→A→C→C→D→D→B→B→A→A→B→B→A→A→C→C→D,1,488
A→A→B→B→C→C→D→D→A→A→C→C→B→B→C→C→A→A→B→B→C,1,490
A→A→B→B→C→C→A→A→B→B→C→C→A→A→D→D→C→C→B→B→A,1,491
A→A→B→B→C→C→A→A→C→C→B→B→A→A→D→D→C→C→A→A→B,1,493
A→A→B→B→C→C→D→D→E→E→B→B→D→D→C→C→A→A→B→B→C,1,496
A→A→B→B→C→C→B→B→A→A→D→D→B→B→A→A→E→E→D→D→B,1,497
A→A→B→B→C→C→A→A→C→C→B→B→A→A→C→C→A→A→B→B→D,1,498
A→A→B→B→A→A→C→C→A→A→B→B→D→D→A→A→B→B→A→A→C,1,499
A→A→B→B→C→C→D→D→C→C→D→D→B→B→A→A→D→D→C→C→B,1,500
A→A→B→B→A→A→B→B→A→A→B→B→C→C→D→D→A→A→B→B→A,1,504
A→A→B→B→C→C→D→D→B→B→A→A→C→C→B→B→C→C→D→D→B,1,506
A→A→B→B→C→C→B→B→A→A→D→D→B→B→A→A→C→C→B→B→D,1,507
A→A→B→B→C→C→A→A→B→B→D→D→B→B→A→A→D→D→B→B→A,1,511
A→A→B→B→C→C→A→A→B→B→C→C→D→D→B→B→C→C→A→A→B,1,514
A→A→B→B→C→C→D→D→A→A→E→E→B→B→C→C→B→B→C→C→A,1,517
A→A→B→B→A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→D,1,519
A→A→B→B→C→C→D→D→B→B→A→A→B→B→D→D→C→C→B→B→A,1,523
A→A→B→B→C→C→D→D→E→E→B→B→C→C→D→D→E→E→B→B→C,1,524
A→A→B→B→C→C→B→B→A→A→D→D→A→A→D→D→A→A→D→D→A,1,525
A→A→B→B→C→C→A→A→D→D→C→C→A→A→B→B→A→A→B→B→C,1,528
A→A→B→B→A→A→C→C→A→A→B→B→D→D→C→C→A→A→B→B→D,1,529
A→A→B→B→A→A→B→B→C→C→A→A→D→D→A→A→C→C→D→D→A,1,530
A→A→B→B→A→A→C→C→A→A→B→B→D→D→A→A→E→E→C→C→A,1,534
A→A→B→B→C→C→D→D→B→B→C→C→B→B→C→C→D→D→A→A→B,1,535
A→A→B→B→C→C→D→D→C→C→B→B→D→D→C→C→D→D→B→B→A,1,536
A→A→B→B→C→C→D→D→E→E→D→D→E→E→D→D→F→F→G→G→D,1,543
A→A→B→B→C→C→A→A→C→C→A→A→B→B→A→A→B→B→C→C→A,1,546
A→A→B→B→C→C→D→D→B→B→A→A→B→B→C→C→D→D→A→A→B,1,548
A→A→B→B→C→C→B→B→A→A→B→B→A→A→C→C→B→B→A→A→B,1,558
A→A→B→B→C→C→A→A→D→D→C→C→D→D→E→E→D→D→C→C→A,1,560
A→A→B→B→A→A→C→C→B→B→A→A→C→C→A→A→B→B→D→D→A,1,563
A→A→B→B→C→C→B→B→C→C→B→B→C→C→D→D→B→B→C→C→B,1,568
A→A→B→B→C→C→D→D→B→B→E→E→C→C→D→D→B→B→C→C→D,1,570
A→A→B→B→C→C→A→A→B→B→D→D→A→A→B→B→E→E→C→C→F,1,573
A→A→B→B→C→C→A→A→C→C→A→A→C→C→A→A→B→B→A→A→C,1,574
A→A→B→B→A→A→B→B→A→A→C→C→D→D→A→A→C→C→D→D→A,1,575
A→A→B→B→A→A→B→B→A→A→B→B→C→C→B→B→A→A→D→D→B,1,582
A→A→B→B→C→C→B→B→A→A→D→D→E→E→B→B→C→C→A→A→B,1,583
A→A→B→B→A→A→C→C→D→D→B→B→A→A→E→E→B→B→A→A→D,1,584
A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→C→C→D→D→C,1,587
A→A→B→B→C→C→D→D→B→B→C→C→A→A→B→B→D→D→C→C→B,1,588
A→A→B→B→A→A→C→C→A→A→B→B→C→C→A→A→B→B→C→C→A,1,589
A→A→B→B→C→C→D→D→E→E→A→A→B→B→D→D→C→C→B→B→A,1,590
A→A→B→B→C→C→A→A→D→D→E→E→F→F→B→B→C→C→A→A→D,1,591
A→A→B→B→C→C→A→A→B→B→C→C→B→B→A→A→D→D→B→B→C,1,592
A→A→B→B→C→C→A→A→D→D→B→B→E→E→A→A→C→C→B→B→D,1,594
A→A→B→B→C→C→A→A→D→D→E→E→A→A→B→B→C→C→A→A→B,1,595
A→A→B→B→C→C→D→D→A→A→B→B→C→C→A→A→D→D→C→C→D,1,596
A→A→B→B→C→C→B→B→A→A→C→C→B→B→A→A→D→D→A→A→B,1,598
A→A→B→B→C→C→B→B→A→A→B→B→C→C→B→B→A→A→C→C→B,1,602
A→A→B→B→C→C→D→D→A→A→B→B→E→E→A→A→B→B→A→A→B,1,603
A→A→B→B→C→C→D→D→A→A→B→B→E→E→B→B→E→E→B→B→A,1,604
A→A→B→B→C→C→D→D→C→C→D→D→B→B→C→C→D→D→A→A→B,1,612
A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→C→C→B→B→A,1,613
A→A→B→B→C→C→A→A→D→D→E→E→F→F→D→D→E→E→D→D→E,1,615
A→A→B→B→A→A→C→C→A→A→B→B→D→D→A→A→C→C→B→B→A,1,622
A→A→B→B→A→A→B→B→C→C→D→D→B→B→A→A→E→E→C→C→B,1,623
A→A→B→B→C→C→D→D→C→C→B→B→A→A→D→D→C→C→B→B→A,1,624
A→A→B→B→A→A→C→C→B→B→A→A→C→C→A→A→B→B→A→A→C,1,627
A→A→B→B→C→C→A→A→D→D→B→B→A→A→C→C→E→E→A→A→C,1,628
A→A→B→B→C→C→A→A→C→C→B→B→A→A→C→C→A→A→C→C→B,1,631
A→A→B→B→A→A→B→B→C→C→D→D→A→A→B→B→A→A→B→B→A,1,636
A→A→B→B→C→C→B→B→A→A→C→C→B→B→D→D→A→A→B→B→C,1,638
A→A→B→B→C→C→A→A→B→B→D→D→A→A→B→B→E→E→A→A→B,1,641
A→A→B→B→C→C→B→B→A→A→B→B→C→C→A→A→B→B→C→C→B,1,645
A→A→B→B→A→A→C→C→D→D→E→E→A→A→C→C→B→B→A→A→B,1,646
A→A→B→B→A→A→C→C→D→D→A→A→B→B→C→C→A→A→B→B→A,1,647
A→A→B→B→C→C→D→D→B→B→C→C→D→D→A→A→B→B→C→C→B,1,653
A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→A→A→C→C→A,1,656
A→A→B→B→C→C→D→D→E→E→D→D→E→E→F→F→G→G→E→E→F,1,658
A→A→B→B→C→C→B→B→C→C→B→B→A→A→B→B→C→C→B→B→C,1,659
A→A→B→B→C→C→D→D→E→E→F→F→D→D→E→E→F→F→D→D→E,1,660
A→A→B→B→C→C→B→B→C→C→B→B→C→C→B→B→A→A→C→C→B,1,664
A→A→B→B→C→C→D→D→B→B→C→C→A→A→B→B→C→C→D→D→A,1,665
A→A→B→B→C→C→B→B→C→C→D→D→A→A→B→B→C→C→B→B→C,1,666
A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→C→C→B→B→A,1,667
A→A→B→B→C→C→D→D→C→C→D→D→C→C→D→D→B→B→C→C→D,1,668
A→A→B→B→C→C→B→B→D→D→C→C→B→B→C→C→A→A→B→B→C,1,672
A→A→B→B→C→C→B→B→A→A→D→D→E→E→F→F→B→B→D→D→A,1,674
A→A→B→B→C→C→D→D→E→E→A→A→C→C→B→B→D→D→C→C→B,1,675
A→A→B→B→C→C→D→D→E→E→F→F→C→C→E→E→D→D→C→C→B,1,680
A→A→B→B→C→C→D→D→A→A→D→D→A→A→E→E→B→B→C→C→B,1,682
A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→C,1,684
A→A→B→B→C→C→D→D→A→A→D→D→C→C→B→B→A→A→D→D→C,1,687
A→A→B→B→C→C→D→D→B→B→C→C→D→D→B→B→C→C→B→B→A,1,688
A→A→B→B→C→C→B→B→D→D→A→A→B→B→C→C→E→E→C→C→B,1,692
A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→C→C→D→D→A,1,693
A→A→B→B→C→C→D→D→E→E→A→A→C→C→E→E→A→A→B→B→C,1,699
A→A→B→B→C→C→B→B→A→A→D→D→C→C→B→B→A→A→E→E→A,1,703
A→A→B→B→C→C→D→D→C→C→B→B→A→A→E→E→B→B→C→C→A,1,708
A→A→B→B→C→C→D→D→C→C→D→D→C→C→B→B→A→A→D→D→C,1,712
A→A→B→B→C→C→D→D→A→A→B→B→E→E→D→D→A→A→B→B→C,1,713
A→A→B→B→C→C→D→D→E→E→D→D→C→C→E→E→D→D→E→E→C,1,716
A→A→B→B→C→C→A→A→B→B→D→D→A→A→B→B→C→C→A→A→E,1,717
A→A→B→B→C→C→A→A→B→B→A→A→D→D→B→B→A→A→B→B→C,1,720
A→A→B→B→C→C→D→D→C→C→D→D→B→B→A→A→C→C→D→D→B,1,721
A→A→B→B→C→C→D→D→A→A→C→C→E→E→A→A→C→C→D→D→C,1,723
A→A→B→B→C→C→D→D→A→A→E→E→B→B→A→A→D→D→C→C→A,1,727
A→A→B→B→C→C→D→D→B→B→A→A→E→E→C→C→B→B→D→D→A,1,728
A→A→B→B→C→C→D→D→E→E→D→D→B→B→C→C→F→F→B→B→A,1,729
A→A→B→B→C→C→A→A→D→D→E→E→C→C→A→A→D→D→E→E→D,1,735
A→A→B→B→C→C→B→B→A→A→C→C→D→D→B→B→C→C→B→B→A,1,737
A→A→B→B→A→A→C→C→D→D→A→A→C→C→D→D→A→A→D→D→C,1,738
A→A→B→B→A→A→C→C→D→D→B→B→A→A→C→C→A→A→B→B→D,1,739
A→A→B→B→C→C→D→D→C→C→B→B→A→A→C→C→D→D→B→B→C,1,748
A→A→B→B→C→C→A→A→C→C→A→A→C→C→A→A→C→C→A→A→B,1,752
A→A→B→B→C→C→D→D→B→B→D→D→B→B→C→C→A→A→D→D→B,1,753
A→A→B→B→C→C→D→D→C→C→B→B→A→A→B→B→C→C→D→D→C,1,755
A→A→B→B→A→A→C→C→B→B→A→A→D→D→B→B→A→A→C→C→A,1,761
A→A→B→B→C→C→A→A→B→B→D→D→A→A→C→C→B→B→A→A→D,1,766
A→A→B→B→C→C→D→D→E→E→B→B→C→C→D→D→B→B→E→E→C,1,768
A→A→B→B→C→C→B→B→A→A→D→D→A→A→B→B→C→C→B→B→A,1,769
A→A→B→B→C→C→B→B→C→C→D→D→B→B→C→C→B→B→C→C→D,1,772
A→A→B→B→C→C→B→B→A→A→D→D→B→B→A→A→B→B→C→C→A,1,773
A→A→B→B→A→A→C→C→D→D→E→E→F→F→A→A→C→C→B→B→A,1,774
A→A→B→B→C→C→A→A→B→B→D→D→C→C→B→B→A→A→B→B→A,1,777
A→A→B→B→C→C→D→D→A→A→B→B→C→C→D→D→E→E→B→B→A,1,779
A→A→B→B→A→A→C→C→D→D→A→A→B→B→A→A→C→C→D→D→A,1,786
A→A→B→B→A→A→C→C→D→D→B→B→A→A→C→C→D→D→C→C→D,1,787
A→A→B→B→A→A→B→B→A→A→C→C→D→D→E→E→D→D→E→E→A,1,788
A→A→B→B→C→C→D→D→A→A→B→B→D→D→A→A→D→D→B→B→C,1,789
A→A→B→B→C→C→A→A→B→B→C→C→D→D→B→B→A→A→C→C→B,1,790
A→A→B→B→C→C→A→A→D→D→B→B→A→A→B→B→A→A→D→D→C,1,791
A→A→B→B→C→C→D→D→E→E→C→C→E→E→D→D→C→C→E→E→C,1,793
A→A→B→B→A→A→B→B→C→C→B→B→A→A→B→B→C→C→A→A→B,1,794
A→A→B→B→C→C→D→D→A→A→B→B→C→C→E→E→B→B→A→A→D,1,796
A→A→B→B→C→C→A→A→C→C→A→A→B→B→C→C→A→A→D→D→B,1,797
A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→B→B→C→C→A,1,798
A→A→B→B→C→C→D→D→B→B→A→A→E→E→B→B→D→D→C→C→A,1,801
A→A→B→B→C→C→A→A→B→B→D→D→A→A→D→D→A→A→B→B→A,1,803
A→A→B→B→C→C→D→D→E→E→D→D→E→E→C→C→B→B→A→A→D,1,805
A→A→B→B→C→C→A→A→B→B→D→D→B→B→C→C→A→A→B→B→D,1,806
A→A→B→B→C→C→D→D→A→A→B→B→E→E→C→C→B→B→A→A→D,1,813
A→A→B→B→A→A→B→B→C→C→A→A→B→B→D→D→A→A→B→B→A,1,816
A→A→B→B→C→C→A→A→D→D→B→B→A→A→D→D→B→B→A→A→C,1,818
A→A→B→B→C→C→D→D→B→B→A→A→C→C→B→B→D→D→A→A→E,1,821
A→A→B→B→C→C→A→A→C→C→B→B→A→A→C→C→D→D→B→B→A,1,823
A→A→B→B→A→A→C→C→D→D→E→E→A→A→C→C→A→A→B→B→E,1,824
A→A→B→B→C→C→A→A→C→C→A→A→B→B→D→D→B→B→A→A→C,1,825
A→A→B→B→C→C→A→A→B→B→C→C→B→B→A→A→C→C→B→B→A,1,826
A→A→B→B→C→C→D→D→A→A→B→B→A→A→B→B→D→D→C→C→B,1,832
A→A→B→B→C→C→D→D→B→B→A→A→B→B→C→C→A→A→B→B→D,1,833
A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→C→C→D→D→A,1,835
A→A→B→B→C→C→D→D→E→E→C→C→D→D→B→B→C→C→E→E→F,1,837
A→A→B→B→C→C→D→D→A→A→D→D→A→A→C→C→B→B→A→A→D,1,838
A→A→B→B→C→C→A→A→B→B→D→D→B→B→D→D→B→B→D→D→B,1,839
A→A→B→B→C→C→D→D→A→A→B→B→A→A→C→C→D→D→A→A→C,1,840
A→A→B→B→A→A→C→C→B→B→A→A→D→D→B→B→A→A→C→C→B,1,842
A→A→B→B→A→A→C→C→B→B→A→A→D→D→E→E→A→A→B→B→A,1,848
A→A→B→B→C→C→D→D→E→E→D→D→E→E→F→F→D→D→E→E→D,1,849
A→A→B→B→C→C→D→D→E→E→D→D→C→C→B→B→A→A→D→D→B,1,855
A→A→B→B→C→C→A→A→B→B→D→D→E→E→B→B→D→D→E→E→C,1,857
A→A→B→B→C→C→B→B→A→A→D→D→E→E→C→C→B→B→A→A→D,1,858
A→A→B→B→C→C→D→D→A→A→B→B→A→A→B→B→D→D→C→C→A,1,859
A→A→B→B→C→C→A→A→D→D→E→E→B→B→A→A→C→C→A→A→B,1,860
A→A→B→B→C→C→D→D→B→B→C→C→B→B→D→D→C→C→B→B→E,1,864
A→A→B→B→C→C→B→B→A→A→D→D→B→B→C→C→B→B→A→A→D,1,871
A→A→B→B→C→C→A→A→C→C→B→B→A→A→C→C→D→D→A→A→C,1,874
A→A→B→B→C→C→A→A→B→B→A→A→B→B→A→A→D→D→B→B→A,1,875
A→A→B→B→C→C→A→A→B→B→A→A→C→C→A→A→C→C→B→B→A,1,877
A→A→B→B→C→C→A→A→B→B→A→A→B→B→A→A→C→C→A→A→B,1,879
A→A→B→B→C→C→D→D→E→E→A→A→D→D→E→E→D→D→E→E→D,1,881
A→A→B→B→A→A→C→C→D→D→E→E→F→F→D→D→C→C→A→A→E,1,886
A→A→B→B→C→C→A→A→B→B→D→D→E→E→A→A→B→B→C→C→A,1,887
A→A→B→B→C→C→A→A→B→B→D→D→E→E→D→D→E→E→D→D→E,1,888
A→A→B→B→C→C→A→A→B→B→D→D→A→A→B→B→A→A→B→B→A,1,892
A→A→B→B→C→C→B→B→D→D→C→C→B→B→C→C→A→A→D→D→B,1,894
A→A→B→B→C→C→D→D→A→A→B→B→E→E→C→C→A→A→B→B→D,1,895
A→A→B→B→C→C→D→D→C→C→D→D→B→B→C→C→D→D→B→B→C,1,896
A→A→B→B→C→C→D→D→B→B→A→A→C→C→B→B→C→C→D→D→A,1,900
A→A→B→B→C→C→B→B→A→A→D→D→E→E→A→A→B→B→D→D→F,1,903
A→A→B→B→C→C→D→D→A→A→B→B→C→C→A→A→B→B→C→C→A,1,906
A→A→B→B→C→C→B→B→A→A→D→D→B→B→E→E→A→A→B→B→C,1,907
A→A→B→B→C→C→A→A→B→B→C→C→A→A→C→C→B→B→C→C→A,1,910
A→A→B→B→C→C→B→B→D→D→A→A→B→B→C→C→D→D→B→B→C,1,913
A→A→B→B→C→C→B→B→A→A→B→B→C→C→B→B→A→A→D→D→B,1,915
A→A→B→B→C→C→D→D→C→C→B→B→A→A→D→D→B→B→C→C→D,1,917
A→A→B→B→C→C→D→D→E→E→C→C→A→A→B→B→A→A→C→C→E,1,919
A→A→B→B→C→C→A→A→B→B→D→D→B→B→C→C→A→A→B→B→C,1,921
A→A→B→B→C→C→B→B→A→A→C→C→D→D→B→B→E→E→A→A→B,1,922
A→A→B→B→C→C→D→D→A→A→C→C→D→D→C→C→A→A→B→B→D,1,923
A→A→B→B→C→C→A→A→B→B→A→A→D→D→B→B→A→A→C→C→B,1,924
A→A→B→B→C→C→D→D→A→A→C→C→B→B→A→A→E→E→D→D→A,1,928
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→E→E→B,1,931
A→A→B→B→C→C→D→D→A→A→B→B→D→D→A→A→B→B→C→C→D,1,932
A→A→B→B→C→C→A→A→D→D→A→A→B→B→C→C→A→A→D→D→E,1,934
A→A→B→B→C→C→D→D→E→E→B→B→A→A→C→C→B→B→D→D→A,1,936
A→A→B→B→C→C→B→B→A→A→B→B→C→C→B→B→C→C→A→A→B,1,938
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→D→D→E→E→B,1,940
A→A→B→B→C→C→D→D→E→E→B→B→A→A→C→C→F→F→B→B→A,1,941
A→A→B→B→C→C→D→D→C→C→A→A→B→B→D→D→C→C→B→B→A,1,943
A→A→B→B→C→C→D→D→A→A→B→B→C→C→D→D→A→A→B→B→A,1,944
A→A→B→B→C→C→D→D→E→E→D→D→B→B→C→C→B→B→C→C→A,1,947
A→A→B→B→A→A→C→C→D→D→E→E→B→B→A→A→C→C→D→D→E,1,949
A→A→B→B→C→C→D→D→A→A→B→B→D→D→C→C→A→A→B→B→D,1,950
A→A→B→B→C→C→D→D→A→A→E→E→F→F→D→D→E→E→A→A→G,1,955
A→A→B→B→C→C→D→D→B→B→D→D→B→B→C→C→B→B→D→D→A,1,956
A→A→B→B→C→C→A→A→B→B→D→D→C→C→A→A→B→B→C→C→D,1,957
A→A→B→B→C→C→D→D→A→A→C→C→D→D→A→A→B→B→C→C→D,1,958
A→A→B→B→A→A→C→C→D→D→C→C→A→A→B→B→A→A→C→C→D,1,960
A→A→B→B→C→C→D→D→B→B→A→A→C→C→D→D→E→E→A→A→C,1,964
A→A→B→B→A→A→B→B→C→C→B→B→D→D→A→A→B→B→C→C→B,1,965
A→A→B→B→A→A→B→B→C→C→A→A→B→B→A→A→B→B→C→C→B,1,966
A→A→B→B→C→C→D→D→E→E→A→A→B→B→D→D→C→C→A→A→B,1,967
A→A→B→B→A→A→C→C→D→D→C→C→D→D→A→A→B→B→C→C→A,1,968
A→A→B→B→C→C→D→D→C→C→B→B→D→D→C→C→D→D→B→B→C,1,970
A→A→B→B→C→C→A→A→D→D→C→C→A→A→C→C→D→D→A→A→C,1,972
A→A→B→B→C→C→D→D→A→A→B→B→C→C→D→D→C→C→A→A→D,1,974
A→A→B→B→C→C→D→D→A→A→E→E→C→C→D→D→A→A→B→B→C,1,975
A→A→B→B→C→C→A→A→B→B→C→C→D→D→B→B→A→A→B→B→C,1,976
A→A→B→B→C→C→D→D→B→B→A→A→C→C→B→B→D→D→A→A→B,1,977
A→A→B→B→A→A→B→B→C→C→B→B→A→A→D→D→A→A→B→B→A,1,979
A→A→B→B→C→C→D→D→C→C→D→D→C→C→A→A→B→B→C→C→D,1,980
A→A→B→B→C→C→A→A→C→C→B→B→D→D→E→E→A→A→C→C→B,1,986
A→A→B→B→C→C→A→A→B→B→A→A→C→C→A→A→B→B→D→D→A,1,992
A→A→B→B→C→C→B→B→A→A→D→D→B→B→C→C→B→B→A→A→C,1,995
A→A→B→B→C→C→D→D→E→E→C→C→D→D→B→B→C→C→A→A→D,1,996
A→A→B→B→A→A→C→C→B→B→A→A→D→D→C→C→A→A→B→B→A,1,997
