step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.467,0.444,0.861,0.175,0.026,-0.166,0.189,0.34
1,0.537,0.658,1.0,0.403,0.116,-0.22,0.069,0.272
2,0.466,0.531,0.939,0.49,0.347,0.78,0.29,0.345
3,0.395,0.404,0.878,0.577,0.578,1.0,0.511,0.418
4,0.365,0.377,0.858,0.564,0.568,0.987,0.491,0.391
5,0.335,0.35,0.838,0.551,0.558,0.974,0.471,0.364
6,0.305,0.323,0.818,0.538,0.548,0.961,0.451,0.337
7,0.275,0.296,0.798,0.525,0.538,0.948,0.431,0.31
8,0.245,0.269,0.778,0.512,0.528,0.935,0.411,0.283
9,0.215,0.242,0.758,0.499,0.518,0.922,0.391,0.256
10,0.185,0.215,0.738,0.486,0.508,0.909,0.371,0.229
11,0.155,0.188,0.718,0.473,0.498,0.896,0.351,0.202
12,0.125,0.161,0.698,0.46,0.488,0.883,0.331,0.175
13,0.095,0.134,0.678,0.447,0.478,0.87,0.311,0.148
14,0.065,0.107,0.658,0.434,0.468,0.857,0.291,0.121
15,0.035,0.08,0.638,0.421,0.458,0.844,0.271,0.094
16,0.005,0.053,0.618,0.408,0.448,0.831,0.251,0.067
17,-0.025,0.026,0.598,0.395,0.438,0.818,0.231,0.04
18,0.975,0.24,0.678,0.341,0.328,0.764,0.311,0.254
19,1.0,0.454,0.758,0.287,0.218,0.71,0.391,0.468
20,0.97,0.427,0.738,0.274,0.208,0.697,0.371,0.441
21,0.94,0.4,0.718,0.261,0.198,0.684,0.351,0.414
22,0.91,0.373,0.698,0.248,0.188,0.671,0.331,0.387
23,0.88,0.346,0.678,0.235,0.178,0.658,0.311,0.36
24,0.85,0.319,0.658,0.222,0.168,0.645,0.291,0.333
25,0.82,0.292,0.638,0.209,0.158,0.632,0.271,0.306
26,0.79,0.265,0.618,0.196,0.148,0.619,0.251,0.279
27,0.76,0.238,0.598,0.183,0.138,0.606,0.231,0.252
28,0.73,0.211,0.578,0.17,0.128,0.593,0.211,0.225
29,0.7,0.184,0.558,0.157,0.118,0.58,0.191,0.198
30,0.67,0.157,0.538,0.144,0.108,0.567,0.171,0.171
31,0.64,0.13,0.518,0.131,0.098,0.554,0.151,0.144
32,0.61,0.103,0.498,0.118,0.088,0.541,0.131,0.117
33,0.58,0.076,0.478,0.105,0.078,0.528,0.111,0.09
34,0.55,0.049,0.458,0.092,0.068,0.515,0.091,0.063
35,0.52,0.022,0.438,0.079,0.058,0.502,0.071,0.036
36,0.49,-0.005,0.418,0.066,0.048,0.489,0.051,0.009
37,0.701,0.995,0.639,0.153,-0.003,0.376,-0.01,0.082
38,0.912,1.0,0.86,0.24,-0.054,0.263,-0.071,0.155
39,0.782,0.932,0.94,0.468,0.946,0.491,0.009,0.087
40,0.652,0.864,1.0,0.696,1.0,0.719,0.089,0.019
41,0.622,0.837,0.98,0.683,0.99,0.706,0.069,-0.008
42,0.833,0.91,0.919,0.57,0.939,0.793,0.29,0.992
43,1.0,0.983,0.858,0.457,0.888,0.88,0.511,1.0
44,0.97,0.956,0.838,0.444,0.878,0.867,0.491,0.973
45,0.94,0.929,0.818,0.431,0.868,0.854,0.471,0.946
46,0.91,0.902,0.798,0.418,0.858,0.841,0.451,0.919
47,0.88,0.875,0.778,0.405,0.848,0.828,0.431,0.892
48,0.85,0.848,0.758,0.392,0.838,0.815,0.411,0.865
49,0.82,0.821,0.738,0.379,0.828,0.802,0.391,0.838
