structural_pattern,num_simulations,simulation_ids
A→A→B→B→C→C→D→D→A→A→E→E→F→F→C→C→B→B→D→D→A,1,176
A→A→B→B→C→C→D→D→E→E→B→B→A→A→F→F→G→G→D→D→A,1,178
A→A→B→B→C→C→A→A→D→D→E→E→C→C→A→A→B→B→D→D→E,1,179
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→C→C→B→B→E,1,181
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→B→B→C,1,184
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→H→H→A,1,191
A→A→B→B→C→C→D→D→E→E→F→F→C→C→G→G→D→D→B→B→A,1,192
A→A→B→B→C→C→A→A→B→B→D→D→E→E→C→C→A→A→B→B→F,1,197
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→C→C→B→B→H,1,198
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→C→C,1,199
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→H→H,1,200
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→H→H→D→D→B,1,205
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→E→E→D→D→F,1,206
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→G→G→D→D→C,1,207
A→A→B→B→C→C→D→D→B→B→C→C→D→D→E→E→F→F→G→G,1,208
A→A→B→B→C→C→D→D→E→E→B→B→F→F→A→A→C→C→B→B,1,209
A→A→B→B→C→C→D→D→E→E→F→F→C→C→G→G→A→A→B→B→D,1,210
A→A→B→B→C→C→D→D→E→E→F→F→C→C→B→B→E→E→D→D→C,1,216
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→B→B→A→A→E,1,221
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→E→E→D→D,1,222
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→E→E→F→F→D,1,225
A→A→B→B→C→C→D→D→E→E→F→F→A→A→D→D→C→C→G→G→B,1,227
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→D→D→E,1,229
A→A→B→B→C→C→D→D→E→E→C→C→D→D→B→B→F→F→C→C→D,1,230
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→A→A,1,231
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→H→H→E,1,239
A→A→B→B→C→C→D→D→A→A→E→E→F→F→C→C→D→D→G→G→H,1,242
A→A→B→B→C→C→D→D→A→A→B→B→E→E→F→F→G→G→D→D,1,249
A→A→B→B→C→C→D→D→E→E→F→F→C→C→B→B→E→E→A→A→F,1,251
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→E→E→C→C→A,1,255
A→A→B→B→C→C→D→D→A→A→E→E→F→F→D→D→A→A→C→C→B,1,257
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→H→H→E→E→A,1,261
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→D→D→C→C,1,271
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→F→F→G→G→E,1,273
A→A→B→B→C→C→D→D→E→E→C→C→B→B→F→F→E→E→D→D→C,1,275
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→D→D→C→C→H,1,277
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→A→A→B→B→C,1,280
A→A→B→B→C→C→D→D→E→E→B→B→A→A→F→F→G→G→D→D,1,283
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→G→G→B→B→D,1,284
A→A→B→B→C→C→D→D→E→E→A→A→F→F→C→C→G→G→H→H→B,1,285
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→A→A→E→E→F,1,287
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→D→D→F,1,289
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→D→D→A,1,291
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→E→E,1,296
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→H→H→G,1,297
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→D→D→C→C→B,1,298
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→C→C→G→G→E,1,299
A→A→B→B→C→C→D→D→E→E→F→F→D→D→E→E→C→C→B→B→G,1,300
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→F→F→B,1,302
A→A→B→B→C→C→D→D→A→A→E→E→F→F→C→C→G→G→E→E→F,1,305
A→A→B→B→C→C→D→D→E→E→B→B→F→F→G→G→A→A→H→H→F,1,313
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→D→D→E,1,316
A→A→B→B→C→C→A→A→D→D→E→E→F→F→G→G→H→H→C→C→A,1,317
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→G→G→E→E→D,1,318
A→A→B→B→C→C→D→D→E→E→B→B→F→F→G→G→D→D→E→E,1,327
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→H→H→D→D→C,1,328
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→B→B→E→E→G,1,329
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→A→A→E,1,332
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→E→E→D→D→A,1,338
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→C→C,1,341
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→C→C→A→A→D,1,344
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→E→E→C→C→A,1,347
A→A→B→B→C→C→D→D→A→A→E→E→F→F→D→D→A→A→E→E→B,1,348
A→A→B→B→C→C→D→D→A→A→E→E→F→F→C→C→A→A→D→D→G,1,351
A→A→B→B→C→C→D→D→E→E→A→A→F→F→C→C→B→B→A→A→E,1,352
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→A→A→E→E→D,1,354
A→A→B→B→C→C→D→D→E→E→B→B→C→C→F→F→G→G→A→A→B,1,361
A→A→B→B→C→C→D→D→E→E→F→F→B→B→D→D→C→C→A→A→E,1,366
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→H→H→D,1,368
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→D→D→E→E→B,1,369
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→C→C→B→B→A,1,370
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→D→D→H→H→F,1,373
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→D→D→E→E→F,1,374
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→C→C→A→A→E,1,375
A→A→B→B→C→C→D→D→E→E→B→B→F→F→A→A→G→G→H→H→C,1,376
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→E→E→F→F,1,378
A→A→B→B→C→C→D→D→E→E→F→F→D→D→E→E→B→B→C→C,1,379
A→A→B→B→C→C→D→D→E→E→B→B→C→C→F→F→A→A→D→D→B,1,380
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→D→D→A→A,1,381
A→A→B→B→C→C→D→D→A→A→E→E→F→F→A→A→B→B→D→D→C,1,383
A→A→B→B→C→C→A→A→D→D→E→E→F→F→A→A→B→B→D→D→A,1,384
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→A→A→B,1,385
A→A→B→B→C→C→A→A→D→D→B→B→E→E→C→C→F→F→A→A→C,1,386
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→D→D→H→H→B,1,390
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→H→H→D→D→B,1,391
A→A→B→B→C→C→D→D→E→E→C→C→F→F→B→B→A→A→G→G→H,1,393
A→A→B→B→C→C→D→D→A→A→E→E→B→B→D→D→F→F→C→C→A,1,396
A→A→B→B→C→C→D→D→E→E→F→F→C→C→A→A→B→B→G→G→H,1,397
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→A→A,1,398
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→C→C,1,399
A→A→B→B→C→C→D→D→E→E→B→B→F→F→G→G→H→H→A→A,1,401
A→A→B→B→C→C→A→A→D→D→E→E→F→F→C→C→A→A→B→B→C,1,402
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→C→C→B,1,403
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→H→H→D→D→A,1,405
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→B→B,1,407
A→A→B→B→C→C→D→D→E→E→B→B→C→C→D→D→F→F→G→G→H,1,408
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→H→H,1,409
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→A→A,1,412
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→H→H→B→B→D,1,413
A→A→B→B→C→C→D→D→E→E→A→A→B→B→D→D→E→E→F→F→A,1,417
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→C→C,1,418
A→A→B→B→C→C→D→D→E→E→F→F→B→B→D→D→C→C→E→E→A,1,420
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→D→D→G→G→H,1,422
A→A→B→B→C→C→D→D→E→E→F→F→G→G→E→E→C→C→D→D,1,423
A→A→B→B→C→C→D→D→E→E→B→B→F→F→A→A→D→D→C→C→B,1,427
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→C→C→D→D→A,1,428
A→A→B→B→C→C→D→D→E→E→B→B→A→A→F→F→G→G→H→H→E,1,429
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→D→D→C→C,1,430
A→A→B→B→C→C→D→D→A→A→E→E→C→C→D→D→A→A→B→B→C,1,433
A→A→B→B→C→C→D→D→E→E→B→B→C→C→A→A→D→D→F→F→G,1,437
A→A→B→B→C→C→D→D→B→B→E→E→A→A→F→F→G→G→C→C→B,1,440
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→C→C→G→G,1,442
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→B→B→E→E→A,1,443
A→A→B→B→C→C→A→A→B→B→D→D→E→E→F→F→C→C→A→A→B,1,444
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→B→B→C→C→D,1,447
A→A→B→B→C→C→A→A→D→D→B→B→E→E→A→A→B→B→C→C→A,1,450
A→A→B→B→C→C→D→D→A→A→B→B→C→C→E→E→D→D→A→A→B,1,451
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→C→C→G→G→D,1,452
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→D→D→H,1,453
A→A→B→B→C→C→D→D→E→E→F→F→G→G→E→E→F→F→G→G,1,455
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→D→D→C,1,456
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→D→D→G→G→E,1,457
A→A→B→B→C→C→A→A→D→D→E→E→F→F→G→G→C→C→A→A→D,1,458
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→C→C→B→B→D,1,460
A→A→B→B→C→C→D→D→A→A→E→E→F→F→C→C→A→A→D→D→B,1,462
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→C→C→D→D→G,1,466
A→A→B→B→C→C→D→D→E→E→F→F→C→C→G→G→H→H→A→A→F,1,468
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→E→E→F,1,469
A→A→B→B→C→C→D→D→E→E→A→A→F→F→D→D→C→C→B→B→A,1,476
A→A→B→B→C→C→D→D→E→E→F→F→C→C→B→B→A→A→G→G→D,1,478
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→A→A→D→D→H,1,481
A→A→B→B→C→C→D→D→E→E→F→F→C→C→D→D→E→E→D→D→G,1,482
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→D→D→A→A→C,1,485
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→H→H→D→D→C,1,486
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→F→F,1,487
A→A→B→B→C→C→D→D→E→E→B→B→F→F→C→C→A→A→D→D→B,1,488
A→A→B→B→C→C→D→D→E→E→F→F→D→D→E→E→G→G→D→D→E,1,489
A→A→B→B→C→C→D→D→E→E→A→A→B→B→D→D→E→E→C→C→F,1,491
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→H→H→C→C→A,1,494
A→A→B→B→C→C→D→D→E→E→B→B→A→A→C→C→D→D→B→B→F,1,497
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→G→G→H→H,1,499
A→A→B→B→C→C→A→A→D→D→B→B→C→C→A→A→E→E→D→D→C,1,506
A→A→B→B→C→C→D→D→E→E→F→F→B→B→D→D→E→E,1,509
A→A→B→B→C→C→D→D→E→E→B→B→C→C→A→A→F→F→B→B→C,1,511
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→C→C→B,1,513
A→A→B→B→C→C→D→D→A→A→E→E→F→F→C→C→A→A→B→B,1,515
A→A→B→B→C→C→D→D→E→E→F→F→G→G→E→E→D→D→B→B→C,1,517
A→A→B→B→C→C→D→D→E→E→F→F→C→C→G→G→H→H→D→D→A,1,518
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→C→C→A→A→B,1,523
A→A→B→B→C→C→D→D→E→E→F→F→B→B→D→D→E→E→F→F→B,1,524
A→A→B→B→C→C→D→D→B→B→E→E→F→F→G→G→B→B→C→C→A,1,525
A→A→B→B→C→C→D→D→E→E→F→F→C→C→D→D→B→B→A→A→G,1,527
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→D→D→A→A→B,1,529
A→A→B→B→C→C→D→D→E→E→B→B→A→A→C→C→F→F→G→G→C,1,530
A→A→B→B→C→C→D→D→A→A→E→E→B→B→F→F→C→C→A→A→B,1,532
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→D→D→G→G,1,533
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→D→D→C,1,538
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→E→E→A,1,539
A→A→B→B→C→C→D→D→E→E→F→F→C→C→B→B→G→G→A→A→F,1,541
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→G→G→B→B→A,1,542
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→D→D→G→G→E,1,546
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→C→C→A→A→E,1,550
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→C→C→A→A→E,1,552
A→A→B→B→C→C→D→D→E→E→B→B→F→F→C→C→A→A→B→B→D,1,553
A→A→B→B→C→C→D→D→E→E→F→F→C→C→G→G→B→B→D→D→C,1,555
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→C→C→A→A→B,1,556
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→H→H→A→A→E,1,559
A→A→B→B→C→C→D→D→A→A→E→E→D→D→C→C→F→F→A→A→D,1,562
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→G→G→A→A→B,1,563
A→A→B→B→C→C→D→D→A→A→E→E→B→B→C→C→A→A→D→D→E,1,565
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→F→F→E→E→B,1,567
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→C→C→G→G→H,1,572
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→E→E→H,1,574
A→A→B→B→C→C→D→D→A→A→B→B→E→E→C→C→F→F→G→G→A,1,578
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→C→C→D→D→B,1,579
A→A→B→B→C→C→A→A→D→D→E→E→F→F→G→G→B→B→C→C→A,1,580
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→C→C→B→B→A,1,581
A→A→B→B→C→C→D→D→E→E→A→A→C→C→D→D→F→F→G→G→E,1,582
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→C→C→D,1,584
A→A→B→B→C→C→D→D→E→E→F→F→A→A→D→D→B→B→C→C→G,1,586
A→A→B→B→C→C→D→D→B→B→A→A→C→C→D→D→B→B→E→E→F,1,588
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→D→D→E,1,590
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→B→B→A,1,593
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→D→D→E→E→C,1,594
A→A→B→B→C→C→A→A→B→B→D→D→C→C→A→A→B→B→E→E→C,1,597
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→F→F→D→D→E,1,598
A→A→B→B→C→C→D→D→A→A→B→B→C→C→E→E→F→F→D→D→A,1,599
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→E→E→F→F→G,1,601
A→A→B→B→C→C→D→D→A→A→B→B→E→E→C→C→D→D→A→A→B,1,602
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→E→E→D,1,604
A→A→B→B→C→C→D→D→E→E→C→C→F→F→A→A→B→B→C→C→E,1,605
A→A→B→B→C→C→D→D→B→B→E→E→F→F→D→D→C→C→B→B→A,1,606
A→A→B→B→C→C→D→D→E→E→C→C→A→A→D→D→C→C→E→E→F,1,608
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→D→D→E→E→F,1,610
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→F→F→A→A→B,1,611
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→D→D→E→E→B,1,612
A→A→B→B→C→C→A→A→B→B→C→C→D→D→E→E→F→F→A→A→B,1,613
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→C→C→B→B→H,1,616
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→H→H→B→B→A,1,619
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→E→E→B→B→A,1,620
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→H→H→D→D,1,623
A→A→B→B→C→C→D→D→A→A→E→E→B→B→C→C→F→F→A→A→D,1,625
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→D→D→C→C,1,628
A→A→B→B→C→C→D→D→B→B→E→E→F→F→C→C→B→B→D→D→G,1,629
A→A→B→B→C→C→D→D→A→A→E→E→B→B→F→F→C→C→G→G→B,1,630
A→A→B→B→C→C→D→D→E→E→A→A→B→B→E→E→D→D→C→C,1,631
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→E→E→F→F→D,1,633
A→A→B→B→C→C→D→D→E→E→A→A→C→C→B→B→D→D→E→E→A,1,638
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→H→H→C→C→A,1,639
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→D→D→C→C→G,1,640
A→A→B→B→C→C→A→A→D→D→E→E→B→B→C→C→F→F→A→A→C,1,642
A→A→B→B→C→C→D→D→E→E→B→B→C→C→D→D→B→B→A→A→F,1,644
A→A→B→B→C→C→D→D→E→E→B→B→A→A→C→C→F→F→D→D→B,1,646
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→A→A→C→C→E,1,647
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→C→C→D→D→H,1,648
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→D→D→C→C→E,1,652
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→D→D→E,1,655
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→B→B→D,1,658
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→G→G→E→E→D,1,660
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→D→D→F→F→G,1,662
A→A→B→B→C→C→D→D→A→A→E→E→B→B→D→D→C→C→A→A→B,1,663
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→B→B→A→A,1,666
A→A→B→B→C→C→D→D→E→E→B→B→C→C→F→F→G→G→B→B→C,1,667
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→B→B→A→A→H,1,668
A→A→B→B→C→C→D→D→E→E→A→A→C→C→D→D→B→B→F→F→A,1,669
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→H→H→A,1,670
A→A→B→B→C→C→D→D→E→E→F→F→G→G→E→E→F→F→A→A→C,1,671
A→A→B→B→C→C→D→D→E→E→F→F→G→G→E→E→F→F→G→G→E,1,673
A→A→B→B→C→C→A→A→D→D→E→E→F→F→A→A→B→B→C→C→A,1,676
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→H→H→A→A→B,1,678
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→A→A→D,1,681
A→A→B→B→C→C→D→D→E→E→F→F→A→A→D→D→E→E→C→C→F,1,683
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→E→E→A→A,1,685
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→F→F→B→B→A,1,688
A→A→B→B→C→C→D→D→E→E→F→F→A→A→D→D→B→B→C→C→E,1,689
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→D→D→F→F→C,1,690
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→F→F→A→A→D,1,692
A→A→B→B→C→C→D→D→E→E→B→B→D→D→E→E→C→C→B→B→F,1,694
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→F→F→E→E→G,1,698
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→G→G→C→C→H,1,699
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→D→D→B→B→C,1,700
A→A→B→B→C→C→A→A→D→D→E→E→F→F→G→G→A→A→C→C→B,1,706
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→D→D→E→E→B,1,708
A→A→B→B→C→C→D→D→A→A→E→E→F→F→C→C→B→B→G→G→D,1,711
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→A→A→H→H→E,1,714
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→A→A→C→C→D,1,715
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→E→E→D→D→F,1,716
A→A→B→B→C→C→D→D→E→E→F→F→D→D→E→E→A→A→B→B→C,1,718
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→D→D,1,727
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→B→B→C→C→D,1,729
A→A→B→B→C→C→D→D→A→A→B→B→E→E→F→F→G→G→A→A→B,1,730
A→A→B→B→C→C→A→A→D→D→E→E→B→B→F→F→A→A→C→C→B,1,731
A→A→B→B→C→C→D→D→A→A→B→B→E→E→A→A→B→B→F→F,1,732
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→D→D→B→B→E,1,733
A→A→B→B→C→C→D→D→A→A→B→B→C→C→E→E→B→B→A→A→C,1,734
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→B→B→H→H→E,1,735
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→E→E→A→A→H,1,737
A→A→B→B→C→C→A→A→D→D→E→E→F→F→G→G→C→C→A→A,1,738
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→D→D→A→A→C,1,739
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→G→G→D→D→C,1,740
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→E→E→A→A→B,1,741
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→G→G→C→C→F,1,745
A→A→B→B→C→C→D→D→E→E→F→F→C→C→B→B→A→A→D→D→G,1,746
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→D→D→A→A→B,1,747
A→A→B→B→C→C→D→D→A→A→E→E→B→B→A→A→F→F→C→C→E,1,748
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→E→E→D→D→B,1,750
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→F→F→A,1,753
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→D→D→E→E→F,1,757
A→A→B→B→C→C→D→D→A→A→B→B→C→C→E→E→F→F→A→A→B,1,758
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→H→H,1,760
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→F→F→B,1,763
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→C→C→B→B→E,1,764
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→H→H→A,1,765
A→A→B→B→C→C→D→D→E→E→F→F→C→C→B→B→A→A→C→C,1,766
A→A→B→B→C→C→D→D→E→E→F→F→C→C→D→D→B→B→A→A→E,1,770
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→B→B→E,1,774
A→A→B→B→C→C→D→D→E→E→B→B→C→C→F→F→D→D→E→E→A,1,779
A→A→B→B→C→C→D→D→A→A→B→B→E→E→D→D→F→F→A→A→B,1,780
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→H→H→A→A→D,1,781
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→B→B→G,1,782
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→C→C→D→D→E,1,784
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→E→E→D,1,785
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→E→E→D→D→F,1,786
A→A→B→B→C→C→D→D→E→E→B→B→C→C→D→D→F→F→E→E→B,1,789
A→A→B→B→C→C→D→D→E→E→B→B→F→F→G→G→H→H→B→B→F,1,794
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→F→F→D→D→G,1,797
A→A→B→B→C→C→D→D→E→E→B→B→D→D→C→C→F→F→B→B→C,1,798
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→B→B→E→E→A,1,799
A→A→B→B→C→C→D→D→E→E→A→A→C→C→B→B→D→D→E→E→C,1,801
A→A→B→B→C→C→D→D→E→E→A→A→F→F→C→C→B→B→A→A→G,1,804
A→A→B→B→C→C→D→D→E→E→F→F→C→C→G→G→A→A→H→H→B,1,808
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→E→E→D→D→A,1,810
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→D→D→B→B→A,1,811
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→E→E→G,1,813
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→B→B→E→E→D,1,814
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→D→D→B→B→C,1,815
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→D→D→G→G→E,1,818
A→A→B→B→C→C→D→D→A→A→B→B→E→E→D→D→A→A→B→B→C,1,820
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→D→D→A→A→G,1,822
A→A→B→B→C→C→D→D→B→B→A→A→E→E→F→F→G→G→A→A→E,1,825
A→A→B→B→C→C→D→D→B→B→E→E→F→F→A→A→C→C→B→B→D,1,828
A→A→B→B→C→C→D→D→E→E→F→F→C→C→B→B→A→A→E→E→C,1,830
A→A→B→B→C→C→D→D→A→A→B→B→E→E→A→A→B→B→C→C→D,1,831
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→D→D→C→C,1,834
A→A→B→B→C→C→D→D→B→B→E→E→F→F→A→A→G→G→C→C→E,1,836
