step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.256,0.371,-0.333,0.123,0.27,0.457,0.623,0.853
1,0.377,0.38,-0.394,0.074,0.309,0.608,0.844,1.0
2,0.357,0.53,0.606,0.366,0.489,0.618,0.724,0.868
3,0.337,0.68,1.0,0.658,0.669,0.628,0.604,0.736
4,0.217,0.589,0.98,0.709,0.749,0.679,0.584,0.645
5,0.097,0.498,0.96,0.76,0.829,0.73,0.564,0.554
6,-0.023,0.407,0.94,0.811,0.909,0.781,0.544,0.463
7,0.977,0.557,1.0,0.821,0.889,0.791,0.624,0.613
8,1.0,0.707,1.0,0.831,0.869,0.801,0.704,0.763
9,0.88,0.616,0.98,0.882,0.949,0.852,0.684,0.672
10,0.76,0.525,0.96,0.933,1.0,0.903,0.664,0.581
11,0.64,0.434,0.94,0.984,1.0,0.954,0.644,0.49
12,0.52,0.343,0.92,1.0,1.0,1.0,0.624,0.399
13,0.4,0.252,0.9,1.0,1.0,1.0,0.604,0.308
14,0.28,0.161,0.88,1.0,1.0,1.0,0.584,0.217
15,0.16,0.07,0.86,1.0,1.0,1.0,0.564,0.126
16,0.04,-0.021,0.84,1.0,1.0,1.0,0.544,0.035
17,0.161,0.979,1.0,1.0,1.0,0.951,0.483,0.044
18,0.282,1.0,1.0,1.0,1.0,0.902,0.422,0.053
19,0.162,0.909,0.98,1.0,1.0,0.953,0.402,-0.038
20,0.283,0.918,0.919,0.951,1.0,1.0,0.623,0.962
21,0.404,0.927,0.858,0.902,1.0,1.0,0.844,1.0
22,0.284,0.836,0.838,0.953,1.0,1.0,0.824,0.909
23,0.164,0.745,0.818,1.0,1.0,1.0,0.804,0.818
24,0.044,0.654,0.798,1.0,1.0,1.0,0.784,0.727
25,-0.076,0.563,0.778,1.0,1.0,1.0,0.764,0.636
26,0.924,0.713,0.858,1.0,0.98,1.0,0.844,0.786
27,1.0,0.863,0.938,1.0,0.96,1.0,0.924,0.936
28,0.88,0.772,0.918,1.0,1.0,1.0,0.904,0.845
29,0.76,0.681,0.898,1.0,1.0,1.0,0.884,0.754
30,0.64,0.59,0.878,1.0,1.0,1.0,0.864,0.663
31,0.52,0.499,0.858,1.0,1.0,1.0,0.844,0.572
32,0.4,0.408,0.838,1.0,1.0,1.0,0.824,0.481
33,0.28,0.317,0.818,1.0,1.0,1.0,0.804,0.39
34,0.16,0.226,0.798,1.0,1.0,1.0,0.784,0.299
35,0.04,0.135,0.778,1.0,1.0,1.0,0.764,0.208
36,-0.08,0.044,0.758,1.0,1.0,1.0,0.744,0.117
37,0.92,0.194,0.838,1.0,0.98,1.0,0.824,0.267
38,1.0,0.344,0.918,1.0,0.96,1.0,0.904,0.417
39,0.88,0.253,0.898,1.0,1.0,1.0,0.884,0.326
40,0.76,0.162,0.878,1.0,1.0,1.0,0.864,0.235
41,0.64,0.071,0.858,1.0,1.0,1.0,0.844,0.144
42,0.52,-0.02,0.838,1.0,1.0,1.0,0.824,0.053
43,0.641,0.98,1.0,1.0,1.0,0.951,0.763,0.062
44,0.762,1.0,1.0,1.0,1.0,0.902,0.702,0.071
45,0.642,0.909,0.98,1.0,1.0,0.953,0.682,-0.02
46,0.763,0.918,0.919,0.951,1.0,1.0,0.903,0.98
47,0.884,0.927,0.858,0.902,1.0,1.0,1.0,1.0
48,0.764,0.836,0.838,0.953,1.0,1.0,0.98,0.909
49,0.644,0.745,0.818,1.0,1.0,1.0,0.96,0.818
