total_behaviors,mean_frequency,median_frequency,std_dev,variance,min_frequency,max_frequency,range,cv,skewness,kurtosis
170,21.25,19.0,9.437766079503591,89.07142857142857,8,36,28,0.4441301684472278,0.18135503840031084,-1.073016297654869
