step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.259,0.383,0.292,0.265,0.081,0.949,0.105,0.398
1,0.325,0.436,0.348,0.338,0.175,1.0,0.209,0.485
2,0.305,0.409,0.318,0.311,0.155,0.987,0.199,0.472
3,0.285,0.382,0.288,0.284,0.135,0.974,0.189,0.459
4,0.265,0.355,0.258,0.257,0.115,0.961,0.179,0.446
5,0.245,0.328,0.228,0.23,0.095,0.948,0.169,0.433
6,0.225,0.301,0.198,0.203,0.075,0.935,0.159,0.42
7,0.205,0.274,0.168,0.176,0.055,0.922,0.149,0.407
8,0.185,0.247,0.138,0.149,0.035,0.909,0.139,0.394
9,0.165,0.22,0.108,0.122,0.015,0.896,0.129,0.381
10,0.145,0.193,0.078,0.095,-0.005,0.883,0.119,0.368
11,0.205,0.252,0.148,0.21,0.995,0.984,0.209,0.413
12,0.265,0.311,0.218,0.325,1.0,1.0,0.299,0.458
13,0.245,0.284,0.188,0.298,0.98,0.987,0.289,0.445
14,0.225,0.257,0.158,0.271,0.96,0.974,0.279,0.432
15,0.205,0.23,0.128,0.244,0.94,0.961,0.269,0.419
16,0.185,0.203,0.098,0.217,0.92,0.948,0.259,0.406
17,0.165,0.176,0.068,0.19,0.9,0.935,0.249,0.393
18,0.145,0.149,0.038,0.163,0.88,0.922,0.239,0.38
19,0.125,0.122,0.008,0.136,0.86,0.909,0.229,0.367
20,0.105,0.095,-0.022,0.109,0.84,0.896,0.219,0.354
21,0.185,0.182,0.978,0.224,0.92,0.969,0.289,0.399
22,0.265,0.269,1.0,0.339,1.0,1.0,0.359,0.444
23,0.245,0.242,0.97,0.312,0.98,0.987,0.349,0.431
24,0.225,0.215,0.94,0.285,0.96,0.974,0.339,0.418
25,0.205,0.188,0.91,0.258,0.94,0.961,0.329,0.405
26,0.185,0.161,0.88,0.231,0.92,0.948,0.319,0.392
27,0.165,0.134,0.85,0.204,0.9,0.935,0.309,0.379
28,0.145,0.107,0.82,0.177,0.88,0.922,0.299,0.366
29,0.125,0.08,0.79,0.15,0.86,0.909,0.289,0.353
30,0.105,0.053,0.76,0.123,0.84,0.896,0.279,0.34
31,0.085,0.026,0.73,0.096,0.82,0.883,0.269,0.327
32,0.065,-0.001,0.7,0.069,0.8,0.87,0.259,0.314
33,0.159,0.999,0.784,0.142,0.866,0.937,0.335,0.401
34,0.253,1.0,0.868,0.215,0.932,1.0,0.411,0.488
35,0.233,0.973,0.838,0.188,0.912,0.987,0.401,0.475
36,0.213,0.946,0.808,0.161,0.892,0.974,0.391,0.462
37,0.193,0.919,0.778,0.134,0.872,0.961,0.381,0.449
38,0.173,0.892,0.748,0.107,0.852,0.948,0.371,0.436
39,0.153,0.865,0.718,0.08,0.832,0.935,0.361,0.423
40,0.133,0.838,0.688,0.053,0.812,0.922,0.351,0.41
41,0.113,0.811,0.658,0.026,0.792,0.909,0.341,0.397
42,0.093,0.784,0.628,-0.001,0.772,0.896,0.331,0.384
43,0.131,0.857,0.74,0.999,0.894,0.983,0.379,0.371
44,0.169,0.93,0.852,1.0,1.0,1.0,0.427,0.358
45,0.149,0.903,0.822,0.973,0.98,0.987,0.417,0.345
46,0.129,0.876,0.792,0.946,0.96,0.974,0.407,0.332
47,0.109,0.849,0.762,0.919,0.94,0.961,0.397,0.319
48,0.089,0.822,0.732,0.892,0.92,0.948,0.387,0.306
49,0.069,0.795,0.702,0.865,0.9,0.935,0.377,0.293
50,0.049,0.768,0.672,0.838,0.88,0.922,0.367,0.28
51,0.029,0.741,0.642,0.811,0.86,0.909,0.357,0.267
52,0.009,0.714,0.612,0.784,0.84,0.896,0.347,0.254
53,-0.011,0.687,0.582,0.757,0.82,0.883,0.337,0.241
54,0.989,0.774,0.652,0.788,0.88,0.956,0.427,0.37
55,1.0,0.861,0.722,0.819,0.94,1.0,0.517,0.499
56,0.98,0.834,0.692,0.792,0.92,0.987,0.507,0.486
57,0.96,0.807,0.662,0.765,0.9,0.974,0.497,0.473
58,0.94,0.78,0.632,0.738,0.88,0.961,0.487,0.46
59,0.92,0.753,0.602,0.711,0.86,0.948,0.477,0.447
60,0.9,0.726,0.572,0.684,0.84,0.935,0.467,0.434
61,0.88,0.699,0.542,0.657,0.82,0.922,0.457,0.421
62,0.86,0.672,0.512,0.63,0.8,0.909,0.447,0.408
63,0.84,0.645,0.482,0.603,0.78,0.896,0.437,0.395
64,0.82,0.618,0.452,0.576,0.76,0.883,0.427,0.382
65,0.8,0.591,0.422,0.549,0.74,0.87,0.417,0.369
66,0.78,0.564,0.392,0.522,0.72,0.857,0.407,0.356
67,0.76,0.537,0.362,0.495,0.7,0.844,0.397,0.343
68,0.74,0.51,0.332,0.468,0.68,0.831,0.387,0.33
69,0.72,0.483,0.302,0.441,0.66,0.818,0.377,0.317
70,0.7,0.456,0.272,0.414,0.64,0.805,0.367,0.304
71,0.68,0.429,0.242,0.387,0.62,0.792,0.357,0.291
72,0.66,0.402,0.212,0.36,0.6,0.779,0.347,0.278
73,0.64,0.375,0.182,0.333,0.58,0.766,0.337,0.265
74,0.62,0.348,0.152,0.306,0.56,0.753,0.327,0.252
75,0.6,0.321,0.122,0.279,0.54,0.74,0.317,0.239
76,0.58,0.294,0.092,0.252,0.52,0.727,0.307,0.226
77,0.56,0.267,0.062,0.225,0.5,0.714,0.297,0.213
78,0.54,0.24,0.032,0.198,0.48,0.701,0.287,0.2
79,0.52,0.213,0.002,0.171,0.46,0.688,0.277,0.187
80,0.5,0.186,-0.028,0.144,0.44,0.675,0.267,0.174
81,0.58,0.273,0.972,0.259,0.52,0.748,0.337,0.219
82,0.66,0.36,1.0,0.374,0.6,0.821,0.407,0.264
83,0.64,0.333,0.97,0.347,0.58,0.808,0.397,0.251
84,0.62,0.306,0.94,0.32,0.56,0.795,0.387,0.238
85,0.6,0.279,0.91,0.293,0.54,0.782,0.377,0.225
86,0.58,0.252,0.88,0.266,0.52,0.769,0.367,0.212
87,0.56,0.225,0.85,0.239,0.5,0.756,0.357,0.199
88,0.54,0.198,0.82,0.212,0.48,0.743,0.347,0.186
89,0.52,0.171,0.79,0.185,0.46,0.73,0.337,0.173
90,0.5,0.144,0.76,0.158,0.44,0.717,0.327,0.16
91,0.48,0.117,0.73,0.131,0.42,0.704,0.317,0.147
92,0.46,0.09,0.7,0.104,0.4,0.691,0.307,0.134
93,0.44,0.063,0.67,0.077,0.38,0.678,0.297,0.121
94,0.42,0.036,0.64,0.05,0.36,0.665,0.287,0.108
95,0.4,0.009,0.61,0.023,0.34,0.652,0.277,0.095
