step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.331,0.125,0.076,0.062,0.332,0.102,0.956,0.075
1,0.311,-0.043,-0.154,-0.106,0.312,0.23,1.0,0.203
2,0.432,0.957,-0.043,-0.133,0.151,0.017,0.849,0.19
3,0.553,1.0,0.068,-0.16,-0.01,-0.196,0.698,0.177
4,0.392,0.773,-0.103,-0.187,0.111,0.804,0.829,0.164
5,0.231,0.546,-0.274,-0.214,0.232,1.0,0.96,0.151
6,0.07,0.519,-0.163,0.786,0.353,0.987,0.809,-0.062
7,-0.091,0.492,-0.052,1.0,0.474,0.974,0.658,-0.275
8,0.03,0.465,-0.223,0.773,0.313,0.961,0.789,0.725
9,0.151,0.438,-0.394,0.546,0.152,0.948,0.92,1.0
10,0.131,0.552,0.606,0.66,0.132,0.794,0.71,0.846
11,0.111,0.666,1.0,0.774,0.112,0.64,0.5,0.692
12,0.091,0.639,0.97,0.747,0.092,0.627,0.49,0.679
13,0.071,0.612,0.94,0.72,0.072,0.614,0.48,0.666
14,0.051,0.585,0.91,0.693,0.052,0.601,0.47,0.653
15,0.031,0.558,0.88,0.666,0.032,0.588,0.46,0.64
16,0.011,0.531,0.85,0.639,0.012,0.575,0.45,0.627
17,-0.009,0.504,0.82,0.612,-0.008,0.562,0.44,0.614
18,-0.229,0.336,0.79,0.726,0.992,0.69,0.43,0.46
19,-0.449,0.168,0.76,0.84,1.0,0.818,0.42,0.306
20,0.551,0.282,0.73,0.672,0.78,0.664,0.41,0.434
21,1.0,0.396,0.7,0.504,0.56,0.51,0.4,0.562
22,0.98,0.369,0.67,0.477,0.54,0.497,0.39,0.549
23,0.96,0.342,0.64,0.45,0.52,0.484,0.38,0.536
24,0.94,0.315,0.61,0.423,0.5,0.471,0.37,0.523
25,0.92,0.288,0.58,0.396,0.48,0.458,0.36,0.51
26,0.9,0.261,0.55,0.369,0.46,0.445,0.35,0.497
27,0.88,0.234,0.52,0.342,0.44,0.432,0.34,0.484
28,0.86,0.207,0.49,0.315,0.42,0.419,0.33,0.471
29,0.84,0.18,0.46,0.288,0.4,0.406,0.32,0.458
30,0.82,0.153,0.43,0.261,0.38,0.393,0.31,0.445
31,0.8,0.126,0.4,0.234,0.36,0.38,0.3,0.432
32,0.78,0.099,0.37,0.207,0.34,0.367,0.29,0.419
33,0.76,0.072,0.34,0.18,0.32,0.354,0.28,0.406
34,0.74,0.045,0.31,0.153,0.3,0.341,0.27,0.393
35,0.72,0.018,0.28,0.126,0.28,0.328,0.26,0.38
36,0.7,-0.009,0.25,0.099,0.26,0.315,0.25,0.367
37,0.821,0.991,0.361,0.072,0.099,0.102,0.099,0.354
38,0.942,1.0,0.472,0.045,-0.062,-0.111,-0.052,0.341
39,0.922,0.832,0.242,-0.123,-0.082,0.017,0.948,0.469
40,0.902,0.664,0.012,-0.291,-0.102,0.145,1.0,0.597
41,0.741,0.637,0.123,0.709,0.019,0.132,0.849,0.384
42,0.58,0.61,0.234,1.0,0.14,0.119,0.698,0.171
43,0.56,0.583,0.204,0.973,0.12,0.106,0.688,0.158
44,0.54,0.556,0.174,0.946,0.1,0.093,0.678,0.145
45,0.52,0.529,0.144,0.919,0.08,0.08,0.668,0.132
46,0.5,0.502,0.114,0.892,0.06,0.067,0.658,0.119
47,0.48,0.475,0.084,0.865,0.04,0.054,0.648,0.106
