step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,-0.132,0.035,0.309,0.631,0.161,0.243,0.188,0.207
1,-0.293,0.044,0.53,1.0,0.482,0.394,0.127,0.016
2,0.707,0.194,0.61,1.0,0.462,0.404,0.207,0.166
3,1.0,0.344,0.69,1.0,0.442,0.414,0.287,0.316
4,0.88,0.253,0.67,1.0,0.522,0.465,0.267,0.225
5,0.76,0.162,0.65,1.0,0.602,0.516,0.247,0.134
6,0.64,0.071,0.63,1.0,0.682,0.567,0.227,0.043
7,0.52,-0.02,0.61,1.0,0.762,0.618,0.207,-0.048
8,0.641,0.98,0.831,1.0,0.801,0.569,0.146,-0.039
9,0.762,1.0,1.0,1.0,0.84,0.52,0.085,-0.03
10,0.883,1.0,0.939,0.951,0.879,0.671,0.306,0.97
11,1.0,1.0,0.878,0.902,0.918,0.822,0.527,1.0
12,0.88,0.909,0.858,0.953,0.998,0.873,0.507,0.909
13,0.76,0.818,0.838,1.0,1.0,0.924,0.487,0.818
14,0.64,0.727,0.818,1.0,1.0,0.975,0.467,0.727
15,0.52,0.636,0.798,1.0,1.0,1.0,0.447,0.636
16,0.4,0.545,0.778,1.0,1.0,1.0,0.427,0.545
17,0.28,0.454,0.758,1.0,1.0,1.0,0.407,0.454
18,0.16,0.363,0.738,1.0,1.0,1.0,0.387,0.363
19,0.04,0.272,0.718,1.0,1.0,1.0,0.367,0.272
20,-0.08,0.181,0.698,1.0,1.0,1.0,0.347,0.181
21,0.92,0.331,0.778,1.0,0.98,1.0,0.427,0.331
22,1.0,0.481,0.858,1.0,0.96,1.0,0.507,0.481
23,0.88,0.39,0.838,1.0,1.0,1.0,0.487,0.39
24,0.76,0.299,0.818,1.0,1.0,1.0,0.467,0.299
25,0.64,0.208,0.798,1.0,1.0,1.0,0.447,0.208
26,0.52,0.117,0.778,1.0,1.0,1.0,0.427,0.117
27,0.4,0.026,0.758,1.0,1.0,1.0,0.407,0.026
28,0.28,-0.065,0.738,1.0,1.0,1.0,0.387,-0.065
29,0.401,0.935,0.959,1.0,1.0,0.951,0.326,-0.056
30,0.522,1.0,1.0,1.0,1.0,0.902,0.265,-0.047
31,0.643,1.0,0.939,0.951,1.0,1.0,0.486,0.953
32,0.764,1.0,0.878,0.902,1.0,1.0,0.707,1.0
33,0.644,0.909,0.858,0.953,1.0,1.0,0.687,0.909
34,0.524,0.818,0.838,1.0,1.0,1.0,0.667,0.818
35,0.404,0.727,0.818,1.0,1.0,1.0,0.647,0.727
36,0.284,0.636,0.798,1.0,1.0,1.0,0.627,0.636
37,0.164,0.545,0.778,1.0,1.0,1.0,0.607,0.545
38,0.044,0.454,0.758,1.0,1.0,1.0,0.587,0.454
39,-0.076,0.363,0.738,1.0,1.0,1.0,0.567,0.363
40,0.924,0.513,0.818,1.0,0.98,1.0,0.647,0.513
41,1.0,0.663,0.898,1.0,0.96,1.0,0.727,0.663
42,0.88,0.572,0.878,1.0,1.0,1.0,0.707,0.572
43,0.76,0.481,0.858,1.0,1.0,1.0,0.687,0.481
44,0.64,0.39,0.838,1.0,1.0,1.0,0.667,0.39
45,0.52,0.299,0.818,1.0,1.0,1.0,0.647,0.299
46,0.4,0.208,0.798,1.0,1.0,1.0,0.627,0.208
47,0.28,0.117,0.778,1.0,1.0,1.0,0.607,0.117
48,0.16,0.026,0.758,1.0,1.0,1.0,0.587,0.026
49,0.04,-0.065,0.738,1.0,1.0,1.0,0.567,-0.065
