step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.28,-0.091,0.299,0.642,0.289,0.258,0.006,0.367
1,0.401,0.909,0.52,0.793,0.328,0.209,-0.055,0.376
2,0.522,1.0,0.741,0.944,0.367,0.16,-0.116,0.385
3,0.502,0.868,0.621,0.954,0.547,0.452,0.884,0.535
4,0.482,0.736,0.501,0.964,0.727,0.744,1.0,0.685
5,0.362,0.645,0.481,1.0,0.807,0.795,0.98,0.594
6,0.242,0.554,0.461,1.0,0.887,0.846,0.96,0.503
7,0.122,0.463,0.441,1.0,0.967,0.897,0.94,0.412
8,0.002,0.372,0.421,1.0,1.0,0.948,0.92,0.321
9,-0.118,0.281,0.401,1.0,1.0,0.999,0.9,0.23
10,0.882,0.431,0.481,1.0,0.98,1.0,0.98,0.38
11,1.0,0.581,0.561,1.0,0.96,1.0,1.0,0.53
12,0.88,0.49,0.541,1.0,1.0,1.0,0.98,0.439
13,0.76,0.399,0.521,1.0,1.0,1.0,0.96,0.348
14,0.64,0.308,0.501,1.0,1.0,1.0,0.94,0.257
15,0.52,0.217,0.481,1.0,1.0,1.0,0.92,0.166
16,0.4,0.126,0.461,1.0,1.0,1.0,0.9,0.075
17,0.28,0.035,0.441,1.0,1.0,1.0,0.88,-0.016
18,0.401,0.044,0.38,0.951,1.0,1.0,1.0,0.984
19,0.522,0.053,0.319,0.902,1.0,1.0,1.0,1.0
20,0.402,-0.038,0.299,0.953,1.0,1.0,0.98,0.909
21,0.523,0.962,0.52,1.0,1.0,0.951,0.919,0.918
22,0.644,1.0,0.741,1.0,1.0,0.902,0.858,0.927
23,0.524,0.909,0.721,1.0,1.0,0.953,0.838,0.836
24,0.404,0.818,0.701,1.0,1.0,1.0,0.818,0.745
25,0.284,0.727,0.681,1.0,1.0,1.0,0.798,0.654
26,0.164,0.636,0.661,1.0,1.0,1.0,0.778,0.563
27,0.044,0.545,0.641,1.0,1.0,1.0,0.758,0.472
28,-0.076,0.454,0.621,1.0,1.0,1.0,0.738,0.381
29,0.924,0.604,0.701,1.0,0.98,1.0,0.818,0.531
30,1.0,0.754,0.781,1.0,0.96,1.0,0.898,0.681
31,0.88,0.663,0.761,1.0,1.0,1.0,0.878,0.59
32,0.76,0.572,0.741,1.0,1.0,1.0,0.858,0.499
33,0.64,0.481,0.721,1.0,1.0,1.0,0.838,0.408
34,0.52,0.39,0.701,1.0,1.0,1.0,0.818,0.317
35,0.4,0.299,0.681,1.0,1.0,1.0,0.798,0.226
36,0.28,0.208,0.661,1.0,1.0,1.0,0.778,0.135
37,0.16,0.117,0.641,1.0,1.0,1.0,0.758,0.044
38,0.04,0.026,0.621,1.0,1.0,1.0,0.738,-0.047
39,0.161,0.035,0.56,0.951,1.0,1.0,0.959,0.953
40,0.282,0.044,0.499,0.902,1.0,1.0,1.0,1.0
41,0.162,-0.047,0.479,0.953,1.0,1.0,0.98,0.909
42,0.283,0.953,0.7,1.0,1.0,0.951,0.919,0.918
43,0.404,1.0,0.921,1.0,1.0,0.902,0.858,0.927
44,0.284,0.909,0.901,1.0,1.0,0.953,0.838,0.836
45,0.164,0.818,0.881,1.0,1.0,1.0,0.818,0.745
46,0.044,0.727,0.861,1.0,1.0,1.0,0.798,0.654
47,-0.076,0.636,0.841,1.0,1.0,1.0,0.778,0.563
48,0.924,0.786,0.921,1.0,0.98,1.0,0.858,0.713
49,1.0,0.936,1.0,1.0,0.96,1.0,0.938,0.863
