test_id,elevation,amplitude,initial_mean,initial_std,corr_mean,corr_std,corr_range,rhythm_detected,mean_period,mean_strength,n_rhythmic_motives
174,-0.12222222222222223,0.95,0.38888888888888884,0.30000000000000004,-0.10069444444444446,0.703844367946582,2.072222222222222,False,0.0,0.0,1
175,-0.12222222222222223,0.5722222222222222,-0.2777777777777778,0.5,-0.05347222222222222,0.5248672487953736,1.6944444444444444,False,0.0,0.0,0
176,0.3444444444444445,0.28888888888888886,0.2777777777777777,0.4,0.39027777777777783,0.28794919283498777,0.9444444444444444,True,95.625,0.5182828632756927,8
177,-0.04444444444444445,0.8555555555555555,0.38888888888888884,0.1,-0.020833333333333322,0.6405398355014288,1.9,False,0.0,0.0,1
178,0.1111111111111111,0.6666666666666666,0.05555555555555558,0.30000000000000004,0.13888888888888884,0.5144516438181148,1.5555555555555556,False,0.0,0.0,0
179,0.26666666666666666,0.95,0.38888888888888884,0.4,0.23958333333333331,0.6363381296746077,1.6833333333333333,True,62.714285714285715,0.6156227914410416,7
180,-0.12222222222222223,0.5722222222222222,0.5,0.30000000000000004,-0.05347222222222222,0.5248672487953736,1.6944444444444444,False,0.0,0.0,1
181,0.033333333333333326,0.95,0.5,0.5,0.03541666666666665,0.6747138024953823,1.9166666666666665,False,0.0,0.0,0
182,0.033333333333333326,0.7611111111111111,0.38888888888888884,0.1,0.05902777777777776,0.5773899439516964,1.7277777777777779,False,0.0,0.0,1
183,0.26666666666666666,0.3833333333333333,0.2777777777777777,0.1,0.3104166666666667,0.3470047930344607,1.1166666666666667,True,78.0,0.5542755472331009,5
184,0.1111111111111111,0.47777777777777775,-0.2777777777777778,0.1,0.1625,0.42629387287337683,1.3666666666666667,False,0.0,0.0,0
185,0.5,0.28888888888888886,0.05555555555555558,0.2,0.5263888888888889,0.24869644717909858,0.7888888888888889,False,0.0,0.0,0
186,0.033333333333333326,0.47777777777777775,0.05555555555555558,0.4,0.09444444444444444,0.44572731518964914,1.4444444444444444,False,0.0,0.0,0
187,0.033333333333333326,0.1,-0.5,0.30000000000000004,0.14166666666666666,0.32987792354815815,1.0666666666666667,False,0.0,0.0,2
188,0.18888888888888888,0.1,-0.2777777777777778,0.4,0.2777777777777778,0.2794394742213176,0.9111111111111111,True,70.42857142857143,0.5898140785380167,7
