elevation,amplitude,mean_correlation,negative_correlation_count,negative_correlation_mean,decay_rate,net_flow_active,net_flow_others,total_system_flow,is_balanced,empirical_drift,final_mean_satisfaction,dissatisfied_fraction,system_unstable
-0.17142857142857143,0.1,-0.037500000000000006,56,-0.18571428571428575,0.031125,0.168875,-0.03925,-0.105875,False,-0.0011656805665288678,-0.38900244746552715,0.9995,True
-0.17142857142857143,0.15714285714285714,-0.044642857142857144,56,-0.19387755102040818,0.031339285714285715,0.1686607142857143,-0.03982142857142858,-0.11008928571428575,False,-0.0015294300553015867,-0.3956523348940977,0.99975,True
-0.17142857142857143,0.2142857142857143,-0.05178571428571429,56,-0.20204081632653065,0.03155357142857143,0.16844642857142858,-0.04039285714285715,-0.11430357142857148,False,-0.0010848846532430544,-0.39975347866345334,0.998,True
-0.17142857142857143,0.27142857142857146,-0.05892857142857144,40,-0.3024858791002537,0.03176785714285714,0.16823214285714289,-0.04096428571428571,-0.11851785714285706,False,-0.0009062570998234932,-0.40708401038898384,0.99875,False
-0.17142857142857143,0.3285714285714286,-0.06607142857142859,40,-0.33007689124166056,0.031982142857142855,0.16801785714285716,-0.04153571428571429,-0.12273214285714285,False,-0.00036661053438157996,-0.4205659575581402,0.9967499999999999,False
-0.17142857142857143,0.3857142857142858,-0.07321428571428573,40,-0.35766790338306736,0.03219642857142857,0.16780357142857144,-0.04210714285714286,-0.12694642857142857,False,-0.0009976807251232658,-0.42781747738102915,0.99475,False
-0.17142857142857143,0.44285714285714284,-0.08035714285714286,40,-0.38525891552447417,0.032410714285714286,0.16758928571428572,-0.04267857142857143,-0.13116071428571424,False,-0.0001607062493270401,-0.4365352192226838,0.993,False
-0.17142857142857143,0.5,-0.08750000000000002,40,-0.4128499276658809,0.032624999999999994,0.16737500000000002,-0.04325,-0.13537499999999994,False,-5.208676702882105e-05,-0.4370057979487954,0.9897499999999999,False
-0.17142857142857143,0.5571428571428572,-0.09464285714285717,40,-0.4404409398072877,0.03283928571428572,0.1671607142857143,-0.043821428571428574,-0.13958928571428572,False,-0.000910553037221881,-0.433195800489697,0.9894999999999999,False
-0.17142857142857143,0.6142857142857143,-0.10178571428571431,40,-0.4680319519486947,0.03305357142857143,0.16694642857142858,-0.04439285714285715,-0.1438035714285715,False,-0.00146401321965933,-0.4440491176267817,0.98425,True
-0.17142857142857143,0.6714285714285715,-0.10892857142857143,40,-0.4956229640901014,0.03326785714285714,0.16673214285714288,-0.044964285714285714,-0.1480178571428571,False,-4.238081009759352e-05,-0.44842826769003785,0.98675,False
-0.17142857142857143,0.7285714285714286,-0.11607142857142858,40,-0.5232139762315082,0.033482142857142856,0.16651785714285716,-0.04553571428571429,-0.15223214285714287,False,-0.0005802726711684466,-0.4661161057618174,0.9959999999999999,False
-0.17142857142857143,0.7857142857142857,-0.12321428571428569,40,-0.550804988372915,0.03369642857142857,0.16630357142857144,-0.04610714285714286,-0.1564464285714286,False,0.00029543834135225427,-0.4757464480714953,0.98325,False
-0.17142857142857143,0.8428571428571429,-0.13035714285714284,40,-0.5783960005143217,0.03391071428571429,0.16608928571428572,-0.04667857142857143,-0.16066071428571427,False,0.00047680412758608373,-0.47345508742847686,0.99175,False
-0.17142857142857143,0.9,-0.1375,40,-0.6059870126557285,0.034124999999999996,0.16587500000000002,-0.04724999999999999,-0.1648749999999999,False,-0.0004735957829809158,-0.4757184963893305,0.9850000000000001,False
-0.12857142857142856,0.1,7.806255641895632e-18,56,-0.14285714285714285,0.03,0.17,-0.03625,-0.08374999999999996,False,-0.0018535446103717542,-0.3477210159640666,0.993,True
-0.12857142857142856,0.15714285714285714,-0.007142857142857141,56,-0.15102040816326529,0.03021428571428571,0.1697857142857143,-0.03682142857142857,-0.08796428571428569,False,-0.0018086741486525951,-0.3500710335213245,0.9955000000000002,True
-0.12857142857142856,0.2142857142857143,-0.014285714285714289,40,-0.23203772410170406,0.030428571428571426,0.1695714285714286,-0.037392857142857144,-0.09217857142857144,False,-0.0011120687289795995,-0.35873398413891067,0.9890000000000001,True
-0.12857142857142856,0.27142857142857146,-0.02142857142857143,40,-0.25962873624311084,0.03064285714285714,0.16935714285714287,-0.037964285714285714,-0.09639285714285711,False,-0.0011092712835309405,-0.36301858589555724,0.98925,True
-0.12857142857142856,0.3285714285714286,-0.028571428571428574,40,-0.2872197483845177,0.030857142857142854,0.16914285714285715,-0.038535714285714284,-0.10060714285714284,False,-0.0013986260365857752,-0.3775714285714284,0.98275,True
-0.12857142857142856,0.3857142857142858,-0.03571428571428571,40,-0.3148107605259245,0.031071428571428573,0.16892857142857143,-0.039107142857142854,-0.10482142857142857,False,-0.0012988039412861643,-0.375104794772123,0.9764999999999999,True
-0.12857142857142856,0.44285714285714284,-0.04285714285714283,40,-0.3424017726673313,0.031285714285714285,0.16871428571428573,-0.039678571428571424,-0.10903571428571421,False,-0.0010203667834512177,-0.369462257643138,0.9740000000000002,True
-0.12857142857142856,0.5,-0.05,40,-0.36999278480873804,0.0315,0.1685,-0.04025,-0.11324999999999999,False,-0.0012371050253466662,-0.3998957916337945,0.9652499999999998,True
-0.12857142857142856,0.5571428571428572,-0.05714285714285715,40,-0.3975837969501449,0.031714285714285716,0.1682857142857143,-0.04082142857142858,-0.11746428571428577,False,-0.0005665033193014274,-0.4077776259110416,0.9709999999999999,False
-0.12857142857142856,0.6142857142857143,-0.06428571428571428,40,-0.4251748090915517,0.031928571428571424,0.1680714285714286,-0.04139285714285714,-0.12167857142857141,False,-0.0007572855336910706,-0.41487234349532426,0.9720000000000001,False
-0.12857142857142856,0.6714285714285715,-0.07142857142857141,40,-0.45276582123295855,0.03214285714285714,0.16785714285714287,-0.04196428571428571,-0.12589285714285708,False,-0.00016429929361272495,-0.43701813752133045,0.9594999999999999,False
-0.12857142857142856,0.7285714285714286,-0.0785714285714286,40,-0.48035683337436536,0.032357142857142855,0.16764285714285715,-0.04253571428571429,-0.13010714285714287,False,-0.0009258388782897719,-0.4143256450293468,0.9659999999999999,False
-0.12857142857142856,0.7857142857142857,-0.08571428571428573,40,-0.5079478455157721,0.03257142857142857,0.16742857142857143,-0.04310714285714286,-0.1343214285714286,False,-0.001385284339400788,-0.43370218962313906,0.9657500000000001,True
-0.12857142857142856,0.8428571428571429,-0.09285714285714286,40,-0.5355388576571789,0.032785714285714286,0.16721428571428573,-0.04367857142857143,-0.13853571428571423,False,-0.000828624110375837,-0.43352151473254497,0.9722500000000001,False
-0.12857142857142856,0.9,-0.09999999999999998,40,-0.5631298697985857,0.033,0.167,-0.04425,-0.14274999999999996,False,-0.00041928845462314715,-0.4365029322589664,0.9749999999999999,False
-0.08571428571428569,0.1,0.03750000000000002,56,-0.09999999999999998,0.028874999999999998,0.17112500000000003,-0.033249999999999995,-0.06162499999999993,False,-0.0028052859851722947,-0.2838087053571427,0.9182500000000001,True
-0.08571428571428569,0.15714285714285714,0.030357142857142885,40,-0.1615895691031544,0.029089285714285713,0.1709107142857143,-0.03382142857142857,-0.06583928571428571,False,-0.0020347082673617505,-0.29244454719631774,0.9359999999999999,True
-0.08571428571428569,0.2142857142857143,0.023214285714285736,40,-0.1891805812445612,0.029303571428571425,0.17069642857142858,-0.03439285714285714,-0.07005357142857141,False,-0.0024743767321220396,-0.31095014107909735,0.9442499999999999,True
-0.08571428571428569,0.27142857142857146,0.016071428571428605,40,-0.21677159338596805,0.02951785714285714,0.17048214285714286,-0.03496428571428571,-0.07426785714285711,False,-0.002159848962150499,-0.29942670132150323,0.9480000000000001,True
-0.08571428571428569,0.3285714285714286,0.00892857142857146,40,-0.24436260552737482,0.029732142857142853,0.17026785714285717,-0.03553571428571428,-0.0784821428571428,False,-0.002055769456155432,-0.32468671118455866,0.9372499999999999,True
-0.08571428571428569,0.3857142857142858,0.0017857142857143186,40,-0.2719536176687816,0.029946428571428572,0.17005357142857144,-0.03610714285714286,-0.08269642857142859,False,-0.0013415597652694361,-0.32666663527847606,0.92675,True
-0.08571428571428569,0.44285714285714284,-0.005357142857142824,40,-0.29954462981018837,0.030160714285714284,0.16983928571428572,-0.03667857142857142,-0.0869107142857142,False,-0.0009994078728840575,-0.3495128138848966,0.9345000000000001,False
-0.08571428571428569,0.5,-0.012499999999999966,40,-0.32713564195159517,0.030375,0.16962500000000003,-0.03725,-0.09112499999999996,False,-0.0009937660590467428,-0.3457970903312114,0.9459999999999997,False
-0.08571428571428569,0.5571428571428572,-0.019642857142857108,40,-0.35472665409300197,0.03058928571428571,0.1694107142857143,-0.03782142857142857,-0.09533928571428568,False,-0.0010581347579542866,-0.37032198466718197,0.9385,True
-0.08571428571428569,0.6142857142857143,-0.02678571428571425,40,-0.3823176662344088,0.030803571428571423,0.16919642857142858,-0.03839285714285714,-0.09955357142857141,False,-0.001030045247610425,-0.3573201587306293,0.9382499999999998,True
-0.08571428571428569,0.6714285714285715,-0.03392857142857141,40,-0.4099086783758157,0.03101785714285714,0.16898214285714286,-0.03896428571428571,-0.10376785714285708,False,-0.0006606632897831722,-0.39358979994266796,0.9492499999999999,False
-0.08571428571428569,0.7285714285714286,-0.041071428571428585,40,-0.4374996905172225,0.031232142857142858,0.16876785714285716,-0.039535714285714285,-0.10798214285714283,False,-0.0013272912258955282,-0.3883975543141938,0.9592499999999999,True
-0.08571428571428569,0.7857142857142857,-0.0482142857142857,40,-0.46509070265862923,0.03144642857142857,0.16855357142857144,-0.040107142857142855,-0.11219642857142856,False,-0.0011616738087514883,-0.40122026999451654,0.9545,True
-0.08571428571428569,0.8428571428571429,-0.05535714285714284,40,-0.49268171480003603,0.031660714285714285,0.16833928571428572,-0.040678571428571425,-0.11641071428571423,False,-0.0005472890606104313,-0.3937481249397277,0.942,False
-0.08571428571428569,0.9,-0.062499999999999986,40,-0.5202727269414428,0.031875,0.16812500000000002,-0.04125,-0.12062499999999998,False,-6.850452118211654e-05,-0.4078661018790474,0.9504999999999999,False
-0.04285714285714287,0.1,0.07499999999999998,40,-0.09114141410460477,0.02775,0.17225000000000001,-0.030250000000000003,-0.03950000000000001,False,-0.003609604776628095,-0.2199205266952969,0.735,True
-0.04285714285714287,0.15714285714285714,0.06785714285714287,40,-0.11873242624601157,0.027964285714285712,0.1720357142857143,-0.03082142857142857,-0.043714285714285706,False,-0.003449731318958995,-0.2312557344811566,0.7950000000000002,True
-0.04285714285714287,0.2142857142857143,0.06071428571428571,40,-0.1463234383874184,0.028178571428571428,0.17182142857142857,-0.031392857142857146,-0.04792857142857146,False,-0.0028619503680624696,-0.239808827594215,0.78075,True
-0.04285714285714287,0.27142857142857146,0.05357142857142855,40,-0.1739144505288252,0.02839285714285714,0.17160714285714287,-0.03196428571428571,-0.052142857142857074,False,-0.003236442354106041,-0.25371641672538303,0.8059999999999998,True
-0.04285714285714287,0.3285714285714286,0.0464285714285714,40,-0.201505462670232,0.02860714285714286,0.17139285714285715,-0.032535714285714286,-0.056357142857142856,False,-0.002575482857789027,-0.275009497082526,0.82675,True
-0.04285714285714287,0.3857142857142858,0.03928571428571426,40,-0.2290964748116388,0.02882142857142857,0.17117857142857143,-0.033107142857142856,-0.060571428571428554,False,-0.0022483150130391725,-0.275164156724359,0.8215,True
-0.04285714285714287,0.44285714285714284,0.03214285714285713,40,-0.2566874869530456,0.029035714285714286,0.17096428571428574,-0.03367857142857143,-0.06478571428571428,False,-0.0018818556671682733,-0.2879501681446054,0.869,True
-0.04285714285714287,0.5,0.02499999999999996,40,-0.28427849909445235,0.02925,0.17075,-0.03425,-0.069,False,-0.0024293262267153374,-0.30831969584939767,0.857,True
-0.04285714285714287,0.5571428571428572,0.017857142857142808,40,-0.3118695112358592,0.029464285714285714,0.1705357142857143,-0.03482142857142857,-0.07321428571428573,False,-0.00217508133125189,-0.32644467813189937,0.8789999999999999,True
-0.04285714285714287,0.6142857142857143,0.010714285714285676,40,-0.339460523377266,0.02967857142857143,0.17032142857142857,-0.03539285714285714,-0.07742857142857143,False,-0.0019957252779700813,-0.30432766409289314,0.8935000000000002,True
-0.04285714285714287,0.6714285714285715,0.003571428571428534,40,-0.3670515355186728,0.02989285714285714,0.17010714285714287,-0.03596428571428571,-0.0816428571428571,False,-0.0019112098007685826,-0.32553008176598647,0.8842500000000001,True
-0.04285714285714287,0.7285714285714286,-0.003571428571428615,40,-0.3946425476600796,0.030107142857142857,0.16989285714285715,-0.03653571428571429,-0.08585714285714288,False,-0.001448275470880117,-0.33444193967220437,0.92025,True
-0.04285714285714287,0.7857142857142857,-0.01071428571428576,40,-0.42223355980148636,0.03032142857142857,0.16967857142857146,-0.03710714285714285,-0.09007142857142852,False,-0.0010717120290858347,-0.34646843467863825,0.924,True
-0.04285714285714287,0.8428571428571429,-0.017857142857142867,40,-0.44982457194289316,0.030535714285714284,0.16946428571428573,-0.03767857142857143,-0.09428571428571425,False,-0.0015857868607863045,-0.3290909092982538,0.9102500000000001,True
-0.04285714285714287,0.9,-0.02500000000000001,40,-0.4774155840842999,0.030749999999999996,0.16925,-0.03825,-0.09849999999999998,False,-0.0008421760341243584,-0.3794458705442546,0.9137500000000001,False
0.0,0.1,0.1125,28,-0.06897753035351702,0.026625,0.173375,-0.02725,-0.017375,False,-0.004960625187955646,-0.13633279671676932,0.40525,True
0.0,0.15714285714285714,0.10535714285714284,28,-0.10839326198409814,0.026839285714285715,0.1731607142857143,-0.027821428571428573,-0.0215892857142857,False,-0.004008486594718525,-0.15642799567535925,0.45550000000000007,True
0.0,0.2142857142857143,0.0982142857142857,28,-0.1478089936146793,0.027053571428571427,0.17294642857142858,-0.028392857142857143,-0.025803571428571426,False,-0.0039569185596615335,-0.16285644713299335,0.5469999999999999,True
0.0,0.27142857142857146,0.09107142857142855,28,-0.18722472524526043,0.027267857142857142,0.17273214285714286,-0.028964285714285713,-0.030017857142857124,False,-0.004213107370161169,-0.2004463052012889,0.5937500000000001,True
0.0,0.3285714285714286,0.08392857142857141,28,-0.2266404568758416,0.027482142857142858,0.17251785714285717,-0.029535714285714287,-0.03423214285714285,False,-0.0035669067508950028,-0.20202212382055276,0.6405000000000001,True
0.0,0.3857142857142858,0.07678571428571426,28,-0.2660561885064228,0.027696428571428573,0.17230357142857144,-0.03010714285714286,-0.038446428571428576,False,-0.003945524610178821,-0.2222051571255454,0.6597500000000001,True
0.0,0.44285714285714284,0.06964285714285716,28,-0.30547192013700386,0.027910714285714285,0.17208928571428572,-0.03067857142857143,-0.042660714285714274,False,-0.0031064939754912374,-0.21984993816892423,0.7164999999999999,True
0.0,0.5,0.062499999999999986,28,-0.344887651767585,0.028124999999999997,0.171875,-0.031249999999999997,-0.04687499999999997,False,-0.0035562563529984307,-0.22997128653373813,0.7464999999999999,True
0.0,0.5571428571428572,0.05535714285714284,28,-0.3843033833981662,0.028339285714285713,0.1716607142857143,-0.03182142857142857,-0.0510892857142857,False,-0.0035282852151988474,-0.2572968218731277,0.75275,True
0.0,0.6142857142857143,0.048214285714285696,28,-0.42371911502874726,0.028553571428571428,0.17144642857142858,-0.03239285714285714,-0.055303571428571396,False,-0.00310026534123943,-0.25408423298793226,0.7544999999999998,True
0.0,0.6714285714285715,0.041071428571428564,28,-0.46313484665932847,0.028767857142857144,0.17123214285714286,-0.03296428571428572,-0.05951785714285715,False,-0.0024073093865523395,-0.2705457822886316,0.8097499999999999,True
0.0,0.7285714285714286,0.03392857142857139,28,-0.5025505782899096,0.028982142857142856,0.17101785714285717,-0.03353571428571429,-0.06373214285714285,False,-0.002735043634719674,-0.28459923712553997,0.826,True
0.0,0.7857142857142857,0.026785714285714267,28,-0.5419663099204908,0.02919642857142857,0.17080357142857144,-0.03410714285714286,-0.06794642857142855,False,-0.002370424349640815,-0.307053013407092,0.8252499999999999,True
0.0,0.8428571428571429,0.019642857142857125,28,-0.5813820415510719,0.029410714285714287,0.17058928571428572,-0.034678571428571434,-0.0721607142857143,False,-0.0015786155109646434,-0.2856589851629837,0.851,True
0.0,0.9,0.01249999999999998,28,-0.6207977731816531,0.029625,0.170375,-0.035250000000000004,-0.07637500000000003,False,-0.0011028456782396898,-0.32415265833279583,0.87475,True
0.04285714285714287,0.1,0.15000000000000002,24,-0.03761664255529363,0.0255,0.17450000000000002,-0.024249999999999997,0.004750000000000032,True,-0.005127179960403941,-0.024243312590417603,0.05075,True
0.04285714285714287,0.15714285714285714,0.14285714285714285,24,-0.08360166279097163,0.025714285714285714,0.1742857142857143,-0.02482142857142857,0.000535714285714306,True,-0.0043877357615235025,-0.04338436791527746,0.128,True
0.04285714285714287,0.2142857142857143,0.13571428571428573,24,-0.12958668302664966,0.02592857142857143,0.17407142857142857,-0.025392857142857144,-0.0036785714285714477,False,-0.005020146336116803,-0.0690995873926371,0.19725,True
0.04285714285714287,0.27142857142857146,0.1285714285714286,24,-0.17557170326232763,0.02614285714285714,0.17385714285714288,-0.02596428571428571,-0.00789285714285709,False,-0.006300738255931015,-0.08927169076307141,0.25749999999999995,True
0.04285714285714287,0.3285714285714286,0.12142857142857144,24,-0.22155672349800568,0.026357142857142857,0.17364285714285715,-0.026535714285714284,-0.012107142857142844,False,-0.004653213957164738,-0.10977517200175249,0.36075,True
0.04285714285714287,0.3857142857142858,0.1142857142857143,24,-0.2675417437336837,0.02657142857142857,0.17342857142857143,-0.027107142857142854,-0.016321428571428542,False,-0.004357719494124228,-0.1299664337905343,0.41325,True
0.04285714285714287,0.44285714285714284,0.10714285714285715,24,-0.3135267639693616,0.026785714285714284,0.17321428571428574,-0.027678571428571427,-0.02053571428571424,False,-0.004994455197194637,-0.15154781005638132,0.4767499999999999,True
0.04285714285714287,0.5,0.10000000000000003,24,-0.35951178420503965,0.026999999999999996,0.17300000000000001,-0.028249999999999997,-0.024749999999999966,False,-0.004121296128949132,-0.1763037100898347,0.5210000000000001,True
0.04285714285714287,0.5571428571428572,0.09285714285714289,24,-0.4054968044407176,0.02721428571428571,0.1727857142857143,-0.028821428571428567,-0.028964285714285692,False,-0.0037399239975873014,-0.17968971138080017,0.58375,True
