input_mean_congruence,input_mean_conflict,input_mean_initial_satisfaction,input_network_top_dyads,input_network_density,input_network_positive_ratio,output_mean_satisfaction_over_time,output_final_mean_satisfaction,output_behavior_rhythm_mean_duration,output_behavior_rhythm_std_duration,output_behavior_rhythm_median_duration,output_behavior_rhythm_switch_count,output_behavior_frequencies_motive_1,output_behavior_frequencies_motive_2,output_behavior_frequencies_motive_3,output_behavior_frequencies_motive_4,output_behavior_frequencies_motive_5,output_behavior_frequencies_motive_6,output_behavior_frequencies_motive_7,output_behavior_frequencies_motive_8,output_dominant_behaviors_motive_1,output_dominant_behaviors_motive_2,output_dominant_behaviors_motive_3,output_dominant_behaviors_motive_4,output_dominant_behaviors_motive_5,output_dominant_behaviors_motive_6,output_dominant_behaviors_motive_7,output_dominant_behaviors_motive_8,output_behavior_reappearance_times_motive_1,output_behavior_reappearance_times_motive_2_mean,output_behavior_reappearance_times_motive_2_std,output_behavior_reappearance_times_motive_2_min,output_behavior_reappearance_times_motive_2_max,output_behavior_reappearance_times_motive_3,output_behavior_reappearance_times_motive_4_mean,output_behavior_reappearance_times_motive_4_std,output_behavior_reappearance_times_motive_4_min,output_behavior_reappearance_times_motive_4_max,output_behavior_reappearance_times_motive_5_mean,output_behavior_reappearance_times_motive_5_std,output_behavior_reappearance_times_motive_5_min,output_behavior_reappearance_times_motive_5_max,output_behavior_reappearance_times_motive_6,output_behavior_reappearance_times_motive_7_mean,output_behavior_reappearance_times_motive_7_std,output_behavior_reappearance_times_motive_7_min,output_behavior_reappearance_times_motive_7_max,output_behavior_reappearance_times_motive_8,output_satisfaction_durations_satisfied_mean,output_satisfaction_durations_satisfied_total_time,output_satisfaction_durations_satisfied_num_periods,output_satisfaction_durations_unsatisfied_mean,output_satisfaction_durations_unsatisfied_total_time,output_satisfaction_durations_unsatisfied_num_periods,output_simultaneous_satisfactions_satisfied_mean,output_simultaneous_satisfactions_satisfied_max,output_simultaneous_satisfactions_satisfied_distribution_6,output_simultaneous_satisfactions_satisfied_distribution_5,output_simultaneous_satisfactions_satisfied_distribution_7,output_simultaneous_satisfactions_satisfied_distribution_8,output_simultaneous_satisfactions_unsatisfied_mean,output_simultaneous_satisfactions_unsatisfied_max,output_simultaneous_satisfactions_unsatisfied_distribution_2,output_simultaneous_satisfactions_unsatisfied_distribution_3,output_simultaneous_satisfactions_unsatisfied_distribution_1,output_simultaneous_satisfactions_unsatisfied_distribution_0,output_markov_chain_transition_probabilities_motive_2_motive_2,output_markov_chain_transition_probabilities_motive_2_motive_4,output_markov_chain_transition_probabilities_motive_2_motive_5,output_markov_chain_transition_probabilities_motive_2_motive_7,output_markov_chain_transition_probabilities_motive_4_motive_2,output_markov_chain_transition_probabilities_motive_4_motive_4,output_markov_chain_transition_probabilities_motive_4_motive_5,output_markov_chain_transition_probabilities_motive_4_motive_7,output_markov_chain_transition_probabilities_motive_5_motive_2,output_markov_chain_transition_probabilities_motive_5_motive_4,output_markov_chain_transition_probabilities_motive_5_motive_5,output_markov_chain_transition_probabilities_motive_7_motive_2,output_markov_chain_transition_probabilities_motive_7_motive_5,output_markov_chain_transition_probabilities_motive_7_motive_7,output_markov_chain_transition_matrix
0.1681899919602222,-0.16223850075680765,0.09650585601811733,"[{'dyad': 'motive_3-motive_8', 'interaction': 0.5970358696199124, 'strength': 0.5970358696199124}, {'dyad': 'motive_4-motive_8', 'interaction': 0.5241666751640208, 'strength': 0.5241666751640208}, {'dyad': 'motive_6-motive_8', 'interaction': 0.45181112809956714, 'strength': 0.45181112809956714}, {'dyad': 'motive_7-motive_8', 'interaction': 0.40775730694640056, 'strength': 0.40775730694640056}, {'dyad': 'motive_2-motive_3', 'interaction': 0.4052442710111311, 'strength': 0.4052442710111311}]",0.32142857142857145,0.8214285714285714,0.6743622341180365,0.6387576512047556,2.0,0.0,2.0,174,0,104,0,98,98,0,46,0,0.0,0.17333333333333334,0.0,0.16333333333333333,0.16333333333333333,0.0,0.07666666666666666,0.0,,5.796116504854369,5.190280728889243,1,14,,6.072164948453608,5.430436223825801,1,16,6.072164948453608,5.407607132607458,1,14,,12.933333333333334,12.298870770205783,1,30,,600.0,600,1,0.0,0,0,7.581666666666667,8,27,1,194,378,0.4166666666666667,3,26,1,195,378,0.5048543689320388,0.038834951456310676,0.2524271844660194,0.20388349514563106,0.45918367346938777,0.5,0.02040816326530612,0.02040816326530612,0.04081632653061224,0.45918367346938777,0.5,0.043478260869565216,0.45652173913043476,0.5,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5048543689320388, 0.0, 0.038834951456310676, 0.2524271844660194, 0.0, 0.20388349514563106, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.45918367346938777, 0.0, 0.5, 0.02040816326530612, 0.0, 0.02040816326530612, 0.0], [0.0, 0.04081632653061224, 0.0, 0.45918367346938777, 0.5, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.043478260869565216, 0.0, 0.0, 0.45652173913043476, 0.0, 0.5, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
