total_behaviors,mean_frequency,median_frequency,std_dev,variance,min_frequency,max_frequency,range,cv,skewness,kurtosis
175,21.875,20.5,9.538455999643908,90.98214285714286,10,36,26,0.43604370284086436,0.08092337357858151,-1.2527597627414744
