total_behaviors,mean_frequency,median_frequency,std_dev,variance,min_frequency,max_frequency,range,cv,skewness,kurtosis
180,22.5,22.0,9.180725150319788,84.28571428571429,10,36,26,0.40803222890310165,0.01776272063612284,-1.2403562194771618
