step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.917,0.097,0.491,0.286,0.23,-0.196,0.014,0.145
1,1.0,0.039,0.371,0.228,0.32,-0.24,-0.086,0.101
2,0.949,0.122,0.31,0.111,0.269,0.76,-0.127,-0.002
3,0.898,0.205,0.249,-0.006,0.218,1.0,-0.168,-0.105
4,0.847,0.088,0.188,0.077,0.167,0.897,-0.209,0.895
5,0.796,-0.029,0.127,0.16,0.116,0.794,-0.25,1.0
6,0.686,-0.087,0.207,0.102,0.006,0.75,0.75,0.956
7,0.576,-0.145,0.287,0.044,-0.104,0.706,1.0,0.912
8,0.666,-0.203,0.167,-0.014,0.896,0.662,0.9,0.868
9,0.756,-0.261,0.047,-0.072,1.0,0.618,0.8,0.824
10,0.705,-0.378,-0.014,0.928,0.949,0.515,0.759,0.921
11,0.654,-0.495,-0.075,1.0,0.898,0.412,0.718,1.0
12,0.603,0.505,-0.136,0.883,0.847,0.509,0.677,0.897
13,0.552,1.0,-0.197,0.766,0.796,0.606,0.636,0.794
14,0.442,0.942,0.803,0.708,0.686,0.562,0.736,0.75
15,0.332,0.884,1.0,0.65,0.576,0.518,0.836,0.706
16,0.322,0.867,0.98,0.633,0.566,0.515,0.836,0.703
17,0.312,0.85,0.96,0.616,0.556,0.512,0.836,0.7
18,0.302,0.833,0.94,0.599,0.546,0.509,0.836,0.697
19,0.292,0.816,0.92,0.582,0.536,0.506,0.836,0.694
20,0.282,0.799,0.9,0.565,0.526,0.503,0.836,0.691
21,0.272,0.782,0.88,0.548,0.516,0.5,0.836,0.688
22,0.262,0.765,0.86,0.531,0.506,0.497,0.836,0.685
23,0.252,0.748,0.84,0.514,0.496,0.494,0.836,0.682
24,0.242,0.731,0.82,0.497,0.486,0.491,0.836,0.679
25,0.232,0.714,0.8,0.48,0.476,0.488,0.836,0.676
26,0.222,0.697,0.78,0.463,0.466,0.485,0.836,0.673
27,0.212,0.68,0.76,0.446,0.456,0.482,0.836,0.67
28,0.202,0.663,0.74,0.429,0.446,0.479,0.836,0.667
29,0.192,0.646,0.72,0.412,0.436,0.476,0.836,0.664
30,0.182,0.629,0.7,0.395,0.426,0.473,0.836,0.661
31,0.172,0.612,0.68,0.378,0.416,0.47,0.836,0.658
32,0.162,0.595,0.66,0.361,0.406,0.467,0.836,0.655
33,0.152,0.578,0.64,0.344,0.396,0.464,0.836,0.652
34,0.142,0.561,0.62,0.327,0.386,0.461,0.836,0.649
35,0.132,0.544,0.6,0.31,0.376,0.458,0.836,0.646
36,0.122,0.527,0.58,0.293,0.366,0.455,0.836,0.643
37,0.112,0.51,0.56,0.276,0.356,0.452,0.836,0.64
38,0.102,0.493,0.54,0.259,0.346,0.449,0.836,0.637
39,0.092,0.476,0.52,0.242,0.336,0.446,0.836,0.634
40,0.082,0.459,0.5,0.225,0.326,0.443,0.836,0.631
41,0.072,0.442,0.48,0.208,0.316,0.44,0.836,0.628
42,0.062,0.425,0.46,0.191,0.306,0.437,0.836,0.625
43,0.052,0.408,0.44,0.174,0.296,0.434,0.836,0.622
44,0.042,0.391,0.42,0.157,0.286,0.431,0.836,0.619
45,0.032,0.374,0.4,0.14,0.276,0.428,0.836,0.616
46,0.022,0.357,0.38,0.123,0.266,0.425,0.836,0.613
47,0.012,0.34,0.36,0.106,0.256,0.422,0.836,0.61
48,0.002,0.323,0.34,0.089,0.246,0.419,0.836,0.607
49,-0.008,0.306,0.32,0.072,0.236,0.416,0.836,0.604
50,0.992,0.248,0.2,0.014,0.326,0.372,0.736,0.56
51,1.0,0.19,0.08,-0.044,0.416,0.328,0.636,0.516
52,0.949,0.073,0.019,0.956,0.365,0.225,0.595,0.613
53,0.898,-0.044,-0.042,1.0,0.314,0.122,0.554,0.71
54,0.788,-0.102,0.958,0.942,0.204,0.078,0.654,0.666
55,0.678,-0.16,1.0,0.884,0.094,0.034,0.754,0.622
56,0.627,0.84,0.939,0.767,0.043,0.131,0.713,0.519
57,0.576,1.0,0.878,0.65,-0.008,0.228,0.672,0.416
58,0.666,0.942,0.758,0.592,0.992,0.184,0.572,0.372
59,0.756,0.884,0.638,0.534,1.0,0.14,0.472,0.328
60,0.746,0.867,0.618,0.517,0.99,0.137,0.472,0.325
61,0.736,0.85,0.598,0.5,0.98,0.134,0.472,0.322
62,0.726,0.833,0.578,0.483,0.97,0.131,0.472,0.319
63,0.716,0.816,0.558,0.466,0.96,0.128,0.472,0.316
64,0.706,0.799,0.538,0.449,0.95,0.125,0.472,0.313
65,0.696,0.782,0.518,0.432,0.94,0.122,0.472,0.31
66,0.686,0.765,0.498,0.415,0.93,0.119,0.472,0.307
67,0.676,0.748,0.478,0.398,0.92,0.116,0.472,0.304
68,0.666,0.731,0.458,0.381,0.91,0.113,0.472,0.301
69,0.656,0.714,0.438,0.364,0.9,0.11,0.472,0.298
70,0.646,0.697,0.418,0.347,0.89,0.107,0.472,0.295
71,0.636,0.68,0.398,0.33,0.88,0.104,0.472,0.292
72,0.626,0.663,0.378,0.313,0.87,0.101,0.472,0.289
73,0.616,0.646,0.358,0.296,0.86,0.098,0.472,0.286
74,0.606,0.629,0.338,0.279,0.85,0.095,0.472,0.283
75,0.596,0.612,0.318,0.262,0.84,0.092,0.472,0.28
76,0.586,0.595,0.298,0.245,0.83,0.089,0.472,0.277
77,0.576,0.578,0.278,0.228,0.82,0.086,0.472,0.274
78,0.566,0.561,0.258,0.211,0.81,0.083,0.472,0.271
79,0.556,0.544,0.238,0.194,0.8,0.08,0.472,0.268
80,0.546,0.527,0.218,0.177,0.79,0.077,0.472,0.265
81,0.536,0.51,0.198,0.16,0.78,0.074,0.472,0.262
82,0.526,0.493,0.178,0.143,0.77,0.071,0.472,0.259
83,0.516,0.476,0.158,0.126,0.76,0.068,0.472,0.256
84,0.506,0.459,0.138,0.109,0.75,0.065,0.472,0.253
85,0.496,0.442,0.118,0.092,0.74,0.062,0.472,0.25
86,0.486,0.425,0.098,0.075,0.73,0.059,0.472,0.247
87,0.476,0.408,0.078,0.058,0.72,0.056,0.472,0.244
88,0.466,0.391,0.058,0.041,0.71,0.053,0.472,0.241
89,0.456,0.374,0.038,0.024,0.7,0.05,0.472,0.238
90,0.446,0.357,0.018,0.007,0.69,0.047,0.472,0.235
91,0.436,0.34,-0.002,-0.01,0.68,0.044,0.472,0.232
92,0.385,0.223,-0.063,0.99,0.629,-0.059,0.431,0.329
93,0.334,0.106,-0.124,1.0,0.578,-0.162,0.39,0.426
94,0.224,0.048,0.876,0.942,0.468,-0.206,0.49,0.382
95,0.114,-0.01,1.0,0.884,0.358,-0.25,0.59,0.338
96,0.063,0.073,0.939,0.767,0.307,0.75,0.549,0.235
97,0.012,0.156,0.878,0.65,0.256,1.0,0.508,0.132
