total_behaviors,mean_frequency,median_frequency,std_dev,variance,min_frequency,max_frequency,range,cv,skewness,kurtosis
202,25.25,24.0,6.923046397979103,47.92857142857143,18,40,22,0.27418005536550905,1.1332829445473949,0.7614633052076556
