step,motive,satisfaction
0,motive_1,0.344
0,motive_2,0.478
0,motive_3,-0.02200000000000002
0,motive_4,0.22999999999999998
0,motive_5,0.008000000000000007
0,motive_6,-0.265
0,motive_7,0.10799999999999998
0,motive_8,0.532
1,motive_1,0.29399999999999993
1,motive_2,0.175
1,motive_3,-0.256
1,motive_4,-0.10000000000000003
1,motive_5,-0.6359999999999999
1,motive_6,0.735
1,motive_7,-0.07700000000000003
1,motive_8,0.49
2,motive_1,0.2439999999999999
2,motive_2,-0.128
2,motive_3,-0.49000000000000005
2,motive_4,-0.43000000000000005
2,motive_5,-1.0
2,motive_6,1.0
2,motive_7,-0.262
2,motive_8,0.44799999999999995
3,motive_1,0.11899999999999991
3,motive_2,-0.339
3,motive_3,-0.461
3,motive_4,-0.8830000000000001
3,motive_5,0.0
3,motive_6,0.385
3,motive_7,-0.663
3,motive_8,0.2909999999999999
4,motive_1,-0.006000000000000089
4,motive_2,-0.55
4,motive_3,-0.43200000000000005
4,motive_4,-1.0
4,motive_5,1.0
4,motive_6,-0.22999999999999998
4,motive_7,-1.0
4,motive_8,0.1339999999999999
5,motive_1,-0.1430000000000001
5,motive_2,-0.6940000000000001
5,motive_3,0.568
5,motive_4,-1.0
5,motive_5,0.929
5,motive_6,-0.535
5,motive_7,-1.0
5,motive_8,-0.1040000000000001
6,motive_1,-0.28000000000000014
6,motive_2,-0.8380000000000001
6,motive_3,1.0
6,motive_4,-1.0
6,motive_5,0.8580000000000001
6,motive_6,-0.8400000000000001
6,motive_7,-1.0
6,motive_8,-0.3420000000000001
7,motive_1,-0.44100000000000017
7,motive_2,0.16199999999999992
7,motive_3,0.7849999999999999
7,motive_4,-1.0
7,motive_5,0.47600000000000015
7,motive_6,-1.0
7,motive_7,-1.0
7,motive_8,-0.558
8,motive_1,-0.6020000000000002
8,motive_2,1.0
8,motive_3,0.5699999999999998
8,motive_4,-1.0
8,motive_5,0.09400000000000014
8,motive_6,-1.0
8,motive_7,-1.0
8,motive_8,-0.774
9,motive_1,-0.6040000000000002
9,motive_2,0.836
9,motive_3,0.11399999999999982
9,motive_4,0.0
9,motive_5,-0.38799999999999985
9,motive_6,-1.0
9,motive_7,-1.0
9,motive_8,-0.6200000000000001
10,motive_1,-0.6060000000000002
10,motive_2,0.6719999999999999
10,motive_3,-0.3420000000000002
10,motive_4,1.0
10,motive_5,-0.8699999999999999
10,motive_6,-1.0
10,motive_7,-1.0
10,motive_8,-0.46600000000000014
11,motive_1,-0.7310000000000002
11,motive_2,0.46099999999999997
11,motive_3,-0.31300000000000017
11,motive_4,0.547
11,motive_5,0.13000000000000012
11,motive_6,-1.0
11,motive_7,-1.0
11,motive_8,-0.6230000000000002
12,motive_1,-0.8560000000000002
12,motive_2,0.24999999999999994
12,motive_3,-0.28400000000000014
12,motive_4,0.09400000000000003
12,motive_5,1.0
12,motive_6,-1.0
12,motive_7,-1.0
12,motive_8,-0.7800000000000002
13,motive_1,-0.9630000000000002
13,motive_2,0.03399999999999995
13,motive_3,-0.5930000000000002
13,motive_4,0.10599999999999998
13,motive_5,0.6719999999999999
13,motive_6,-1.0
13,motive_7,-1.0
13,motive_8,0.21999999999999975
14,motive_1,-1.0
14,motive_2,-0.18200000000000005
14,motive_3,-0.9020000000000001
14,motive_4,0.11799999999999994
14,motive_5,0.3439999999999999
14,motive_6,-1.0
14,motive_7,-1.0
14,motive_8,1.0
15,motive_1,-0.908
15,motive_2,-0.66
15,motive_3,-1.0
15,motive_4,-0.2520000000000001
15,motive_5,-0.15700000000000008
15,motive_6,-1.0
15,motive_7,0.0
15,motive_8,0.853
16,motive_1,-0.816
16,motive_2,-1.0
16,motive_3,-1.0
16,motive_4,-0.6220000000000001
16,motive_5,-0.6580000000000001
16,motive_6,-1.0
16,motive_7,1.0
16,motive_8,0.706
17,motive_1,-0.977
17,motive_2,0.0
17,motive_3,-1.0
17,motive_4,-0.9280000000000002
17,motive_5,-1.0
17,motive_6,-1.0
17,motive_7,0.451
17,motive_8,0.49
18,motive_1,-1.0
18,motive_2,1.0
18,motive_3,-1.0
18,motive_4,-1.0
18,motive_5,-1.0
18,motive_6,-1.0
18,motive_7,-0.09799999999999998
18,motive_8,0.274
19,motive_1,-1.0
19,motive_2,0.6970000000000001
19,motive_3,-1.0
19,motive_4,-1.0
19,motive_5,-1.0
19,motive_6,0.0
19,motive_7,-0.283
19,motive_8,0.23199999999999998
20,motive_1,-1.0
20,motive_2,0.39400000000000013
20,motive_3,-1.0
20,motive_4,-1.0
20,motive_5,-1.0
20,motive_6,1.0
20,motive_7,-0.46799999999999997
20,motive_8,0.18999999999999995
21,motive_1,-0.908
21,motive_2,-0.08399999999999985
21,motive_3,-1.0
21,motive_4,-1.0
21,motive_5,-1.0
21,motive_6,0.7439999999999999
21,motive_7,0.532
21,motive_8,0.042999999999999955
22,motive_1,-0.816
22,motive_2,-0.5619999999999998
22,motive_3,-1.0
22,motive_4,-1.0
22,motive_5,-1.0
22,motive_6,0.4879999999999999
22,motive_7,1.0
22,motive_8,-0.10400000000000005
23,motive_1,-0.941
23,motive_2,-0.7729999999999998
23,motive_3,-0.9710000000000001
23,motive_4,-1.0
23,motive_5,0.0
23,motive_6,-0.1270000000000001
23,motive_7,0.599
23,motive_8,-0.26100000000000007
24,motive_1,-1.0
24,motive_2,-0.9839999999999998
24,motive_3,-0.9420000000000002
24,motive_4,-1.0
24,motive_5,1.0
24,motive_6,-0.7420000000000001
24,motive_7,0.19799999999999995
24,motive_8,-0.4180000000000001
25,motive_1,0.0
25,motive_2,-1.0
25,motive_3,-1.0
25,motive_4,-1.0
25,motive_5,0.675
25,motive_6,-0.9630000000000001
25,motive_7,0.18999999999999995
25,motive_8,-0.554
26,motive_1,1.0
26,motive_2,-1.0
26,motive_3,-1.0
26,motive_4,-1.0
26,motive_5,0.35000000000000003
26,motive_6,-1.0
26,motive_7,0.18199999999999994
26,motive_8,-0.6900000000000001
27,motive_1,0.9500000000000001
27,motive_2,-1.0
27,motive_3,-1.0
27,motive_4,-1.0
27,motive_5,-0.29399999999999993
27,motive_6,0.0
27,motive_7,-0.003000000000000058
27,motive_8,-0.7320000000000001
28,motive_1,0.9
28,motive_2,-1.0
28,motive_3,-1.0
28,motive_4,-1.0
28,motive_5,-0.938
28,motive_6,1.0
28,motive_7,-0.18800000000000006
28,motive_8,-0.7740000000000001
29,motive_1,0.898
29,motive_2,-1.0
29,motive_3,-1.0
29,motive_4,0.0
29,motive_5,-1.0
29,motive_6,0.67
29,motive_7,-0.48700000000000004
29,motive_8,-0.6200000000000001
30,motive_1,0.896
30,motive_2,-1.0
30,motive_3,-1.0
30,motive_4,1.0
30,motive_5,-1.0
30,motive_6,0.33999999999999997
30,motive_7,-0.786
30,motive_8,-0.46600000000000014
31,motive_1,0.9880000000000001
31,motive_2,-1.0
31,motive_3,-1.0
31,motive_4,0.63
31,motive_5,-1.0
31,motive_6,0.08399999999999996
31,motive_7,0.21399999999999997
31,motive_8,-0.6130000000000002
32,motive_1,1.0
32,motive_2,-1.0
32,motive_3,-1.0
32,motive_4,0.26
32,motive_5,-1.0
32,motive_6,-0.17200000000000004
32,motive_7,1.0
32,motive_8,-0.7600000000000002
33,motive_1,0.8390000000000001
33,motive_2,0.0
33,motive_3,-1.0
33,motive_4,-0.04600000000000001
33,motive_5,-1.0
33,motive_6,-0.617
33,motive_7,0.451
33,motive_8,-0.9760000000000002
34,motive_1,0.678
34,motive_2,1.0
34,motive_3,-1.0
34,motive_4,-0.35200000000000004
34,motive_5,-1.0
34,motive_6,-1.0
34,motive_7,-0.09799999999999998
34,motive_8,-1.0
35,motive_1,0.553
