step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.015000000000000013,-0.2,0.23300000000000004,0.35999999999999993,-0.17200000000000001,0.43900000000000006,0.27699999999999997,0.612
1,0.027000000000000024,-0.371,-0.07899999999999997,0.030999999999999917,-0.384,0.41000000000000003,0.38899999999999996,1.0
2,-0.473,-0.754,-0.179,0.2139999999999999,0.616,0.593,0.289,0.617
3,-0.9730000000000001,-1.0,-0.279,0.3969999999999999,1.0,0.776,0.189,0.23399999999999999
4,0.026999999999999913,-0.959,-0.379,0.15599999999999992,0.7000000000000001,0.535,0.08900000000000002,0.275
5,1.0,-0.918,-0.47900000000000004,-0.08500000000000009,0.4,0.29400000000000004,-0.010999999999999982,0.31599999999999995
6,1.0,0.08199999999999996,-0.36700000000000005,-0.11400000000000009,0.18800000000000003,-0.034999999999999976,-0.323,0.1449999999999999
7,1.0,1.0,-0.25500000000000006,-0.14300000000000007,-0.02399999999999998,-0.364,-0.635,-0.026000000000000106
8,1.0,0.8290000000000001,-0.5670000000000001,-0.4720000000000001,-0.236,-0.393,-0.523,0.9739999999999999
9,1.0,0.658,-0.879,-0.8010000000000002,-0.44799999999999995,-0.42200000000000004,-0.41100000000000003,1.0
10,0.5880000000000001,0.487,-0.7669999999999999,0.19899999999999984,-0.23599999999999996,-0.45100000000000007,-0.7230000000000001,0.529
11,0.1760000000000001,0.31599999999999995,-0.6549999999999999,1.0,-0.023999999999999966,-0.4800000000000001,-1.0,0.057999999999999996
12,-0.23599999999999988,-0.15500000000000008,-0.9669999999999999,0.9710000000000001,0.18800000000000003,0.5199999999999999,-0.8879999999999999,-0.11300000000000002
13,-0.6479999999999999,-0.6260000000000001,-1.0,0.9420000000000002,0.4,1.0,-0.7759999999999998,-0.28400000000000003
14,-0.8479999999999999,-1.0,-1.0,0.7010000000000002,0.4,1.0,0.2240000000000002,-0.24300000000000005
15,-1.0,-1.0,-1.0,0.4600000000000002,0.4,1.0,1.0,-0.20200000000000007
16,0.0,-0.959,-1.0,0.2190000000000002,0.1,0.759,0.9000000000000001,-0.1610000000000001
17,1.0,-0.918,-1.0,-0.02199999999999981,-0.2,0.518,0.8000000000000003,-0.1200000000000001
18,1.0,-1.0,-1.0,-0.3509999999999998,-0.41200000000000003,0.489,0.9120000000000004,0.8799999999999999
19,1.0,-1.0,-1.0,-0.6799999999999998,-0.624,0.45999999999999996,1.0,1.0
20,1.0,0.0,-0.8879999999999999,-0.7089999999999999,-0.836,0.13099999999999995,0.688,0.8290000000000001
21,1.0,1.0,-0.7759999999999998,-0.7379999999999999,-1.0,-0.19800000000000006,0.37599999999999995,0.658
22,0.5,0.617,-0.8759999999999999,-0.5549999999999999,0.0,-0.015000000000000069,0.27599999999999997,0.275
23,0.0,0.23399999999999999,-0.976,-0.37199999999999994,1.0,0.16799999999999993,0.176,-0.10799999999999998
24,-0.19999999999999998,0.275,0.02400000000000002,-0.18899999999999995,1.0,-0.07300000000000008,-0.22400000000000003,-0.491
25,-0.39999999999999997,0.31599999999999995,1.0,-0.00599999999999995,1.0,-0.31400000000000006,-0.6240000000000001,-0.874
26,-0.5999999999999999,-0.06700000000000006,0.6000000000000001,-0.24699999999999994,1.0,-0.13100000000000006,0.3759999999999999,-0.8330000000000001
27,-0.7999999999999998,-0.45000000000000007,0.20000000000000007,-0.48799999999999993,1.0,0.051999999999999935,1.0,-0.7920000000000001
28,-1.0,-0.6210000000000001,0.312,0.512,1.0,0.022999999999999937,0.688,-1.0
29,-1.0,-0.7920000000000001,0.424,1.0,1.0,-0.006000000000000061,0.37599999999999995,-1.0
30,-0.988,0.20799999999999985,0.536,0.9710000000000001,0.788,-0.3350000000000001,0.06399999999999995,-1.0
31,-0.976,1.0,0.6480000000000001,0.9420000000000002,0.5760000000000001,-0.6640000000000001,-0.24800000000000005,-1.0
32,-1.0,0.529,0.33600000000000013,0.9130000000000003,0.7880000000000001,0.33599999999999985,-0.13600000000000007,-1.0
33,-1.0,0.057999999999999996,0.024000000000000132,0.8840000000000003,1.0,1.0,-0.024000000000000077,-1.0
34,0.0,0.09899999999999998,-0.07599999999999987,0.6430000000000003,0.7000000000000001,0.759,-0.12400000000000008,-0.959
35,1.0,0.13999999999999996,-0.17599999999999988,0.40200000000000036,0.4,0.518,-0.2240000000000001,-0.918
36,1.0,-0.031000000000000055,-0.4879999999999999,0.07300000000000034,0.18800000000000003,0.489,-0.1120000000000001,0.08199999999999996
37,1.0,-0.20200000000000007,-0.7999999999999998,-0.2559999999999997,-0.02399999999999998,0.45999999999999996,-1.1102230246251565e-16,1.0
38,0.8,-0.1610000000000001,0.20000000000000018,-0.07299999999999968,-0.02399999999999998,0.21899999999999997,-0.40000000000000013,0.617
39,0.6000000000000001,-0.1200000000000001,1.0,0.11000000000000032,-0.02399999999999998,-0.022000000000000033,-0.8,0.23399999999999999
40,0.4000000000000001,-0.5030000000000001,0.6000000000000001,-0.13099999999999967,-0.02399999999999998,0.16099999999999998,0.19999999999999996,0.275
41,0.20000000000000012,-0.8860000000000001,0.20000000000000007,-0.37199999999999966,-0.02399999999999998,0.344,1.0,0.31599999999999995
42,-0.21199999999999986,-1.0,0.312,0.6280000000000003,0.18800000000000003,0.31499999999999995,0.688,-0.15500000000000008
43,-0.6239999999999999,-1.0,0.424,1.0,0.4,0.2859999999999999,0.37599999999999995,-0.6260000000000001
44,-0.6119999999999999,0.0,0.536,0.9710000000000001,0.18800000000000003,-0.043000000000000094,0.06399999999999995,-0.7970000000000002
45,-0.5999999999999999,1.0,0.6480000000000001,0.9420000000000002,-0.02399999999999998,-0.3720000000000001,-0.24800000000000005,-0.9680000000000002
46,0.40000000000000013,1.0,0.548,0.7010000000000002,-0.32399999999999995,-0.6130000000000001,-0.3480000000000001,-0.9270000000000002
47,1.0,1.0,0.448,0.4600000000000002,-0.624,-0.8540000000000001,-0.44800000000000006,-0.8860000000000002
48,0.5880000000000001,0.529,0.136,0.43100000000000016,-0.41200000000000003,0.1459999999999999,-0.3360000000000001,-1.0
49,0.1760000000000001,0.057999999999999996,-0.176,0.40200000000000014,-0.20000000000000004,1.0,-0.2240000000000001,-1.0
50,-0.3239999999999999,-0.325,-0.276,0.5850000000000002,0.7999999999999999,1.0,-0.32400000000000007,-1.0
51,-0.8239999999999998,-0.708,-0.376,0.7680000000000002,1.0,1.0,-0.42400000000000004,-1.0
52,-0.8119999999999998,0.29200000000000004,-0.264,0.7390000000000002,0.788,0.671,-0.736,-1.0
53,-0.7999999999999998,1.0,-0.15200000000000002,0.7100000000000002,0.5760000000000001,0.342,-1.0,-1.0
54,-0.7879999999999998,0.8290000000000001,-0.464,0.3810000000000002,0.3640000000000001,0.31300000000000006,-0.8879999999999999,0.0
55,-0.7759999999999998,0.658,-0.776,0.05200000000000021,0.1520000000000001,0.28400000000000003,-0.7759999999999998,1.0
56,-0.9759999999999998,0.699,0.22399999999999998,0.2350000000000002,0.1520000000000001,0.04300000000000004,-1.0,0.617
57,-1.0,0.7399999999999999,1.0,0.41800000000000015,0.1520000000000001,-0.19799999999999995,-1.0,0.23399999999999999
58,0.0,0.7809999999999998,0.9000000000000001,0.17700000000000016,-0.1479999999999999,-0.43899999999999995,-1.0,0.275
59,1.0,0.8219999999999997,0.8000000000000003,-0.06399999999999985,-0.44799999999999995,-0.6799999999999999,-1.0,0.31599999999999995
60,0.5,0.4389999999999997,0.7000000000000002,0.11900000000000016,0.552,-0.49699999999999994,-1.0,-0.06700000000000006
61,0.0,0.05599999999999972,0.6000000000000001,0.30200000000000016,1.0,-0.31399999999999995,-1.0,-0.45000000000000007
