structure,count
A→A→B→B→C→C→B→B→C→C→D→D→E→E→D→D→E→E→D→D→E,1
A→A→B→B→A→A→C→C→B→B→A→A→C→C→D→D→B→B→A→A→C,1
A→A→B→B→A→A→C→C→A→A→B→B→A→A→B→B→A→A→C→C→B,1
A→A→B→B→C→C→D→D→C→C→E→E→B→B→A→A→F→F→C→C→A,1
A→A→B→B→A→A→C→C→D→D→A→A→B→B→C→C→A→A→B→B→A,1
A→A→B→B→A→A→C→C→A→A→B→B→C→C→A→A→D→D→A→A→B,1
A→A→B→B→C→C→A→A→B→B→C→C→B→B→A→A→D→D→C→C→B,1
A→A→B→B→C→C→A→A→B→B→D→D→B→B→A→A→C→C→A→A→C,1
A→A→B→B→C→C→D→D→B→B→A→A→B→B→A→A→B→B→C→C,1
A→A→B→B→A→A→C→C→A→A→B→B→D→D→B→B→A→A→B→B→A,1
