seed,pattern,structure,pattern_length,first_occurrence_step,num_occurrences,occurrence_positions,example_1,example_2,example_3
78,motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3,A→A→B→B→C→C→B→B→C→C→B→B→C→C→B→B→C→C→B→B→C,21,0,2,"[0, 62]",motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3,motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3,
79,motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_3,A→A→B→B→C→C→A→A→B→B→C→C→B→B→C→C→A→A→B→B→C,21,2,3,"[2, 114, 226]",motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_3,motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_3,motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_3
80,motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_4,A→A→B→B→A→A→B→B→C→C→B→B→A→A→B→B→A→A→B→B→A,21,2,10,"[2, 28, 58, 84, 114, 144, 170, 200, 230, 256]",motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_4,motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_4,motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_4
81,motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_4,A→A→B→B→C→C→A→A→B→B→A→A→C→C→A→A→B→B→D→D→A,21,12,4,"[12, 36, 88, 112]",motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_4,motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_4,motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_4
82,motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,4,99,"[4, 6, 8, 10, 12, 14, 16, 18, 20, 22]",motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5,motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4,motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5
83,motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,18,120,"[18, 20, 22, 24, 26, 28, 30, 32, 34, 36]",motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2,motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7,motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2
84,motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_1,A→A→B→B→C→C→B→B→A→A→B→B→C→C→B→B→C→C→B→B→A,21,4,7,"[4, 56, 86, 116, 146, 176, 206]",motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_1,motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_1,motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_1
85,motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_7,A→A→B→B→C→C→D→D→C→C→B→B→A→A→B→B→A→A→B→B→C,21,0,9,"[0, 16, 32, 92, 108, 124, 184, 200, 216]",motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_7,motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_7,motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_7
86,motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6,A→A→B→B→C→C→B→B→C→C→B→B→C→C→B→B→C→C→B→B→C,21,6,6,"[6, 48, 74, 122, 152, 182]",motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6,motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4,motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4
87,motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_8,A→A→B→B→A→A→C→C→B→B→A→A→B→B→C→C→D→D→A→A→B,21,4,2,"[4, 90]",motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_8,motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_8,
88,motive_7→motive_7→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_7,A→A→B→B→C→C→D→D→A→A→D→D→C→C→B→B→C→C→D→D→A,21,6,2,"[6, 124]",motive_7→motive_7→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_7,motive_2→motive_2→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_2,
89,motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8,A→A→B→B→A→A→B→B→C→C→A→A→B→B→A→A→B→B→A→A→B,21,4,17,"[4, 18, 32, 46, 64, 78, 92, 106, 124, 138]",motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8,motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8,motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8
90,motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_4,A→A→B→B→C→C→B→B→A→A→B→B→A→A→C→C→B→B→A→A→B,21,24,2,"[24, 196]",motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_4,motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_4,
91,motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_1,A→A→B→B→C→C→A→A→B→B→A→A→B→B→C→C→A→A→B→B→A,21,12,2,"[12, 108]",motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_1,motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_1,
92,motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,0,134,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18]",motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1,motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4,motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1
93,motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_8,A→A→B→B→A→A→C→C→D→D→A→A→C→C→A→A→B→B→A→A→C,21,4,15,"[4, 18, 32, 46, 60, 74, 88, 102, 116, 130]",motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_8,motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_8,motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_8
94,motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,0,144,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18]",motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1,motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5,motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1
95,motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_4,A→A→B→B→A→A→B→B→C→C→B→B→A→A→B→B→A→A→C→C→B,21,0,6,"[0, 42, 84, 126, 168, 210]",motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_4,motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_4,motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_4
96,motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_1,A→A→B→B→C→C→D→D→C→C→B→B→A→A→E→E→C→C→F→F→E,21,0,2,"[0, 108]",motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_1,motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_1,
97,motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_5,A→A→B→B→C→C→A→A→B→B→A→A→B→B→C→C→A→A→B→B→C,21,6,6,"[6, 22, 38, 68, 98, 148]",motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_5,motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_5,motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_5
98,motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7,A→A→B→B→C→C→D→D→C→C→D→D→C→C→D→D→C→C→D→D→C,21,0,9,"[0, 22, 44, 66, 88, 110, 132, 154, 238]",motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7,motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7,motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7
99,motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8,A→A→B→B→C→C→B→B→C→C→B→B→C→C→B→B→C→C→B→B→C,21,0,6,"[0, 28, 54, 106, 132, 200]",motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8,motive_5→motive_5→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7,motive_5→motive_5→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8
100,motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_7,A→A→B→B→C→C→B→B→A→A→C→C→B→B→C→C→B→B→A→A→B,21,4,4,"[4, 32, 92, 166]",motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_7,motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_7,motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_7
101,motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_7,A→A→B→B→A→A→B→B→C→C→B→B→A→A→B→B→C→C→B→B→A,21,6,7,"[6, 44, 64, 94, 114, 152, 198]",motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_7,motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_7,motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_7
102,motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,4,107,"[4, 6, 8, 10, 12, 14, 16, 18, 20, 22]",motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3,motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4,motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3
103,motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_7,A→A→B→B→C→C→A→A→C→C→A→A→B→B→D→D→A→A→C→C→A,21,0,2,"[0, 144]",motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_7,motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_7,
104,motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,0,158,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18]",motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7,motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3,motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7
105,motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_8,A→A→B→B→C→C→A→A→B→B→C→C→B→B→C→C→A→A→B→B→C,21,4,18,"[4, 38, 64, 80, 96, 112, 138, 154, 170, 186]",motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_8,motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_7,motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_7
106,motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_3,A→A→B→B→C→C→D→D→A→A→B→B→C→C→D→D→E→E→C→C→D,21,4,2,"[4, 30]",motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_3,motive_2→motive_2→motive_8→motive_8→motive_3→motive_3→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_7,
107,motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_3,A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→C→C→A→A→B,21,4,9,"[4, 88, 126, 148, 170, 208, 230, 252, 290]",motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_3,motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_6,motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_6
