seed,pattern,structure,pattern_length,first_occurrence_step,num_occurrences,occurrence_positions,example_1,example_2,example_3
434,motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_8,A→A→B→B→C→C→A→A→B→B→A→A→C→C→A→A→B→B→C→C→A,21,18,5,"[18, 46, 106, 162, 190]",motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_8,motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_8,motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_8
435,motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3,A→A→B→B→A→A→B→B→C→C→D→D→B→B→A→A→B→B→A→A→B,21,6,4,"[6, 66, 122, 182]",motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3,motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3,motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3
436,motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6,A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→B→B→A→A→B,21,2,7,"[2, 40, 74, 112, 146, 180, 218]",motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6,motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6,motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6
437,motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_2→motive_2→motive_7→motive_7→motive_6,A→A→B→B→C→C→A→A→B→B→A→A→B→B→A→A→C→C→B→B→A,21,2,6,"[2, 38, 74, 110, 146, 182]",motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_2→motive_2→motive_7→motive_7→motive_6,motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_2→motive_2→motive_7→motive_7→motive_6,motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_2→motive_2→motive_7→motive_7→motive_6
438,motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5,A→A→B→B→C→C→B→B→A→A→C→C→B→B→C→C→B→B→A→A→C,21,2,2,"[2, 36]",motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5,motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_6,
439,motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_3,A→A→B→B→C→C→B→B→C→C→A→A→B→B→C→C→B→B→C→C→A,21,0,12,"[0, 48, 58, 84, 94, 120, 130, 156, 166, 192]",motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_3,motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_3,motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_3
440,motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5,A→A→B→B→A→A→B→B→A→A→B→B→C→C→A→A→B→B→A→A→B,21,2,10,"[2, 16, 50, 74, 108, 142, 156, 180, 194, 208]",motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5,motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5,motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5
441,motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_1,A→A→B→B→A→A→C→C→B→B→A→A→C→C→A→A→C→C→A→A→B,21,22,2,"[22, 46]",motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_1,motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_1,
442,motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,4,142,"[4, 6, 8, 10, 12, 14, 16, 18, 20, 22]",motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4,motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3,motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4
443,motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_5,A→A→B→B→A→A→B→B→C→C→B→B→A→A→C→C→B→B→A→A→B,21,48,3,"[48, 84, 120]",motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_5,motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_5,motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_5
444,motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_5,A→A→B→B→A→A→C→C→B→B→A→A→C→C→A→A→B→B→C→C→A,21,12,19,"[12, 22, 32, 76, 86, 110, 120, 130, 140, 164]",motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_5,motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5,motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_5
445,motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_7,A→A→B→B→C→C→D→D→C→C→D→D→C→C→D→D→C→C→B→B→A,21,0,4,"[0, 74, 142, 220]",motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_7,motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_7,motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_7
446,motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_5,A→A→B→B→C→C→A→A→B→B→A→A→B→B→C→C→A→A→B→B→A,21,0,5,"[0, 10, 20, 66, 182]",motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_5,motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_5,motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_5
447,motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,6,93,"[6, 8, 10, 12, 14, 16, 18, 20, 22, 24]",motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1,motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3,motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1
448,motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_8,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,8,87,"[8, 10, 12, 14, 16, 18, 20, 22, 24, 26]",motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_8,motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_1,motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_8
449,motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_5,A→A→B→B→C→C→A→A→B→B→C→C→B→B→C→C→A→A→B→B→C,21,32,8,"[32, 48, 70, 100, 122, 144, 160, 182]",motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_5,motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_5,motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_5
450,motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2,A→A→B→B→C→C→A→A→C→C→A→A→C→C→A→A→C→C→A→A→C,21,0,5,"[0, 122, 240, 358, 480]",motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2,motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2,motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2
451,motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,0,86,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18]",motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1,motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3,motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1
452,motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_3,A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→B→B→C→C→A,21,10,2,"[10, 48]",motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_3,motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_3,
453,motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8,A→A→B→B→C→C→B→B→C→C→B→B→A→A→C→C→B→B→C→C→B,21,0,3,"[0, 84, 168]",motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8,motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8,motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8
454,motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_6,A→A→B→B→C→C→B→B→A→A→C→C→D→D→C→C→B→B→A→A→C,21,2,2,"[2, 54]",motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_6,motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_6,
455,motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_4,A→A→B→B→C→C→A→A→B→B→A→A→B→B→A→A→C→C→B→B→A,21,4,6,"[4, 46, 88, 154, 216, 248]",motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_4,motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_4,motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_4
456,motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_4→motive_4→motive_2,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→C→C→B,21,2,8,"[2, 28, 56, 82, 108, 130, 152, 174]",motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_4→motive_4→motive_2,motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_4→motive_4→motive_2,motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_4→motive_4→motive_5
457,motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,0,124,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18]",motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8,motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7,motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8
458,motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_7,A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→C→C→B→B→A,21,22,9,"[22, 32, 58, 84, 126, 168, 194, 236, 262]",motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_7,motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_7,motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_7
459,motive_1→motive_1→motive_2→motive_2→motive_3→motive_3→motive_1→motive_1→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_2→motive_2→motive_1,A→A→B→B→C→C→A→A→B→B→C→C→B→B→A→A→C→C→B→B→A,21,6,6,"[6, 64, 86, 138, 160, 224]",motive_1→motive_1→motive_2→motive_2→motive_3→motive_3→motive_1→motive_1→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_2→motive_2→motive_1,motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_3→motive_3→motive_1→motive_1→motive_2→motive_2→motive_3,motive_1→motive_1→motive_2→motive_2→motive_3→motive_3→motive_1→motive_1→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_2→motive_2→motive_1
460,motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,2,239,"[2, 4, 6, 8, 10, 12, 14, 16, 18, 20]",motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6,motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8,motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6
461,motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2,A→A→B→B→A→A→B→B→A→A→B→B→C→C→A→A→B→B→A→A→B,21,10,8,"[10, 30, 66, 90, 126, 150, 186, 210]",motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2,motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7,motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2
462,motive_8→motive_8→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5,A→A→B→B→C→C→A→A→C→C→A→A→C→C→A→A→C→C→A→A→C,21,0,13,"[0, 40, 80, 102, 124, 146, 168, 190, 212, 234]",motive_8→motive_8→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5,motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5,motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5
