step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.794,0.209,0.299,0.258,0.359,0.213,0.036,0.185
1,1.0,0.276,0.349,0.269,0.399,0.266,0.106,0.294
2,0.96,0.229,0.299,0.222,0.359,0.233,0.076,0.261
3,0.92,0.182,0.249,0.175,0.319,0.2,0.046,0.228
4,0.88,0.135,0.199,0.128,0.279,0.167,0.016,0.195
5,0.84,0.088,0.149,0.081,0.239,0.134,-0.014,0.162
6,0.9,0.127,0.179,0.092,0.299,0.215,0.986,0.271
7,0.96,0.166,0.209,0.103,0.359,0.296,1.0,0.38
8,0.92,0.119,0.159,0.056,0.319,0.263,0.97,0.347
9,0.88,0.072,0.109,0.009,0.279,0.23,0.94,0.314
10,0.84,0.025,0.059,-0.038,0.239,0.197,0.91,0.281
11,0.858,0.078,0.151,0.962,0.341,0.264,0.938,0.248
12,0.876,0.131,0.243,1.0,0.443,0.331,0.966,0.215
13,0.836,0.084,0.193,0.953,0.403,0.298,0.936,0.182
14,0.796,0.037,0.143,0.906,0.363,0.265,0.906,0.149
15,0.756,-0.01,0.093,0.859,0.323,0.232,0.876,0.116
16,0.83,0.99,0.157,0.912,0.369,0.279,0.932,0.183
17,0.904,1.0,0.221,0.965,0.415,0.326,0.988,0.25
18,0.864,0.953,0.171,0.918,0.375,0.293,0.958,0.217
19,0.824,0.906,0.121,0.871,0.335,0.26,0.928,0.184
20,0.784,0.859,0.071,0.824,0.295,0.227,0.898,0.151
21,0.744,0.812,0.021,0.777,0.255,0.194,0.868,0.118
22,0.704,0.765,-0.029,0.73,0.215,0.161,0.838,0.085
23,0.764,0.832,0.971,0.825,0.275,0.214,0.888,0.11
24,0.824,0.899,1.0,0.92,0.335,0.267,0.938,0.135
25,0.784,0.852,0.95,0.873,0.295,0.234,0.908,0.102
26,0.744,0.805,0.9,0.826,0.255,0.201,0.878,0.069
27,0.704,0.758,0.85,0.779,0.215,0.168,0.848,0.036
28,0.664,0.711,0.8,0.732,0.175,0.135,0.818,0.003
29,0.624,0.664,0.75,0.685,0.135,0.102,0.788,-0.03
30,0.726,0.717,0.758,0.638,0.153,0.169,0.9,0.97
31,0.828,0.77,0.766,0.591,0.171,0.236,1.0,1.0
32,0.788,0.723,0.716,0.544,0.131,0.203,0.97,0.967
33,0.748,0.676,0.666,0.497,0.091,0.17,0.94,0.934
34,0.708,0.629,0.616,0.45,0.051,0.137,0.91,0.901
35,0.668,0.582,0.566,0.403,0.011,0.104,0.88,0.868
36,0.628,0.535,0.516,0.356,-0.029,0.071,0.85,0.835
37,0.668,0.574,0.566,0.451,0.971,0.152,0.92,0.86
38,0.708,0.613,0.616,0.546,1.0,0.233,0.99,0.885
39,0.668,0.566,0.566,0.499,0.96,0.2,0.96,0.852
40,0.628,0.519,0.516,0.452,0.92,0.167,0.93,0.819
41,0.588,0.472,0.466,0.405,0.88,0.134,0.9,0.786
42,0.548,0.425,0.416,0.358,0.84,0.101,0.87,0.753
43,0.508,0.378,0.366,0.311,0.8,0.068,0.84,0.72
44,0.468,0.331,0.316,0.264,0.76,0.035,0.81,0.687
45,0.428,0.284,0.266,0.217,0.72,0.002,0.78,0.654
46,0.388,0.237,0.216,0.17,0.68,-0.031,0.75,0.621
47,0.434,0.27,0.252,0.223,0.754,0.969,0.834,0.688
48,0.48,0.303,0.288,0.276,0.828,1.0,0.918,0.755
49,0.44,0.256,0.238,0.229,0.788,0.967,0.888,0.722
50,0.4,0.209,0.188,0.182,0.748,0.934,0.858,0.689
51,0.36,0.162,0.138,0.135,0.708,0.901,0.828,0.656
52,0.32,0.115,0.088,0.088,0.668,0.868,0.798,0.623
53,0.28,0.068,0.038,0.041,0.628,0.835,0.768,0.59
54,0.24,0.021,-0.012,-0.006,0.588,0.802,0.738,0.557
55,0.258,0.074,0.08,0.994,0.69,0.869,0.766,0.524
56,0.276,0.127,0.172,1.0,0.792,0.936,0.794,0.491
57,0.236,0.08,0.122,0.953,0.752,0.903,0.764,0.458
58,0.196,0.033,0.072,0.906,0.712,0.87,0.734,0.425
59,0.156,-0.014,0.022,0.859,0.672,0.837,0.704,0.392
60,0.23,0.986,0.086,0.912,0.718,0.884,0.76,0.459
61,0.304,1.0,0.15,0.965,0.764,0.931,0.816,0.526
62,0.264,0.953,0.1,0.918,0.724,0.898,0.786,0.493
63,0.224,0.906,0.05,0.871,0.684,0.865,0.756,0.46
64,0.184,0.859,0.0,0.824,0.644,0.832,0.726,0.427
65,0.144,0.812,-0.05,0.777,0.604,0.799,0.696,0.394
66,0.204,0.879,0.95,0.872,0.664,0.852,0.746,0.419
67,0.264,0.946,1.0,0.967,0.724,0.905,0.796,0.444
68,0.224,0.899,0.95,0.92,0.684,0.872,0.766,0.411
69,0.184,0.852,0.9,0.873,0.644,0.839,0.736,0.378
70,0.144,0.805,0.85,0.826,0.604,0.806,0.706,0.345
71,0.104,0.758,0.8,0.779,0.564,0.773,0.676,0.312
72,0.064,0.711,0.75,0.732,0.524,0.74,0.646,0.279
73,0.024,0.664,0.7,0.685,0.484,0.707,0.616,0.246
74,-0.016,0.617,0.65,0.638,0.444,0.674,0.586,0.213
75,0.984,0.684,0.7,0.649,0.484,0.727,0.656,0.322
76,1.0,0.751,0.75,0.66,0.524,0.78,0.726,0.431
77,0.96,0.704,0.7,0.613,0.484,0.747,0.696,0.398
78,0.92,0.657,0.65,0.566,0.444,0.714,0.666,0.365
79,0.88,0.61,0.6,0.519,0.404,0.681,0.636,0.332
80,0.84,0.563,0.55,0.472,0.364,0.648,0.606,0.299
81,0.8,0.516,0.5,0.425,0.324,0.615,0.576,0.266
82,0.76,0.469,0.45,0.378,0.284,0.582,0.546,0.233
83,0.72,0.422,0.4,0.331,0.244,0.549,0.516,0.2
84,0.68,0.375,0.35,0.284,0.204,0.516,0.486,0.167
85,0.64,0.328,0.3,0.237,0.164,0.483,0.456,0.134
86,0.6,0.281,0.25,0.19,0.124,0.45,0.426,0.101
87,0.56,0.234,0.2,0.143,0.084,0.417,0.396,0.068
88,0.52,0.187,0.15,0.096,0.044,0.384,0.366,0.035
89,0.48,0.14,0.1,0.049,0.004,0.351,0.336,0.002
90,0.44,0.093,0.05,0.002,-0.036,0.318,0.306,-0.031
91,0.48,0.132,0.1,0.097,0.964,0.399,0.376,-0.006
92,0.52,0.171,0.15,0.192,1.0,0.48,0.446,0.019
93,0.48,0.124,0.1,0.145,0.96,0.447,0.416,-0.014
94,0.582,0.177,0.108,0.098,0.978,0.514,0.528,0.986
95,0.684,0.23,0.116,0.051,0.996,0.581,0.64,1.0
