total_behaviors,mean_frequency,median_frequency,std_dev,variance,min_frequency,max_frequency,range,cv,skewness,kurtosis
180,22.5,22.0,9.426406677899212,88.85714285714286,10,38,28,0.41895140790663166,0.20019893211635675,-0.9565451142978256
