input_mean_congruence,input_mean_conflict,input_mean_initial_satisfaction,input_network_top_dyads,input_network_density,input_network_positive_ratio,output_mean_satisfaction_over_time,output_final_mean_satisfaction,output_behavior_rhythm_mean_duration,output_behavior_rhythm_std_duration,output_behavior_rhythm_median_duration,output_behavior_rhythm_switch_count,output_behavior_frequencies_motive_1,output_behavior_frequencies_motive_2,output_behavior_frequencies_motive_3,output_behavior_frequencies_motive_4,output_behavior_frequencies_motive_5,output_behavior_frequencies_motive_6,output_behavior_frequencies_motive_7,output_behavior_frequencies_motive_8,output_dominant_behaviors_motive_1,output_dominant_behaviors_motive_2,output_dominant_behaviors_motive_3,output_dominant_behaviors_motive_4,output_dominant_behaviors_motive_5,output_dominant_behaviors_motive_6,output_dominant_behaviors_motive_7,output_dominant_behaviors_motive_8,output_behavior_reappearance_times_motive_1_mean,output_behavior_reappearance_times_motive_1_std,output_behavior_reappearance_times_motive_1_min,output_behavior_reappearance_times_motive_1_max,output_behavior_reappearance_times_motive_2_mean,output_behavior_reappearance_times_motive_2_std,output_behavior_reappearance_times_motive_2_min,output_behavior_reappearance_times_motive_2_max,output_behavior_reappearance_times_motive_3_mean,output_behavior_reappearance_times_motive_3_std,output_behavior_reappearance_times_motive_3_min,output_behavior_reappearance_times_motive_3_max,output_behavior_reappearance_times_motive_4,output_behavior_reappearance_times_motive_5_mean,output_behavior_reappearance_times_motive_5_std,output_behavior_reappearance_times_motive_5_min,output_behavior_reappearance_times_motive_5_max,output_behavior_reappearance_times_motive_6_mean,output_behavior_reappearance_times_motive_6_std,output_behavior_reappearance_times_motive_6_min,output_behavior_reappearance_times_motive_6_max,output_behavior_reappearance_times_motive_7,output_behavior_reappearance_times_motive_8,output_satisfaction_durations_satisfied_mean,output_satisfaction_durations_satisfied_total_time,output_satisfaction_durations_satisfied_num_periods,output_satisfaction_durations_unsatisfied_mean,output_satisfaction_durations_unsatisfied_total_time,output_satisfaction_durations_unsatisfied_num_periods,output_simultaneous_satisfactions_satisfied_mean,output_simultaneous_satisfactions_satisfied_max,output_simultaneous_satisfactions_satisfied_distribution_8,output_simultaneous_satisfactions_satisfied_distribution_7,output_simultaneous_satisfactions_unsatisfied_mean,output_simultaneous_satisfactions_unsatisfied_max,output_simultaneous_satisfactions_unsatisfied_distribution_0,output_simultaneous_satisfactions_unsatisfied_distribution_1,output_markov_chain_transition_probabilities_motive_1_motive_1,output_markov_chain_transition_probabilities_motive_1_motive_3,output_markov_chain_transition_probabilities_motive_1_motive_6,output_markov_chain_transition_probabilities_motive_2_motive_2,output_markov_chain_transition_probabilities_motive_2_motive_5,output_markov_chain_transition_probabilities_motive_3_motive_1,output_markov_chain_transition_probabilities_motive_3_motive_3,output_markov_chain_transition_probabilities_motive_3_motive_5,output_markov_chain_transition_probabilities_motive_3_motive_6,output_markov_chain_transition_probabilities_motive_5_motive_1,output_markov_chain_transition_probabilities_motive_5_motive_3,output_markov_chain_transition_probabilities_motive_5_motive_5,output_markov_chain_transition_probabilities_motive_6_motive_1,output_markov_chain_transition_probabilities_motive_6_motive_3,output_markov_chain_transition_probabilities_motive_6_motive_6,output_markov_chain_transition_matrix
0.21460005181576358,-0.10537940868799599,0.33181020372721715,"[{'dyad': 'motive_5-motive_8', 'interaction': 0.6909644090262175, 'strength': 0.6909644090262175}, {'dyad': 'motive_1-motive_4', 'interaction': 0.637543808780372, 'strength': 0.637543808780372}, {'dyad': 'motive_4-motive_5', 'interaction': 0.5710375843582493, 'strength': 0.5710375843582493}, {'dyad': 'motive_2-motive_3', 'interaction': 0.5248473527063913, 'strength': 0.5248473527063913}, {'dyad': 'motive_3-motive_4', 'interaction': 0.46077399237024774, 'strength': 0.46077399237024774}]",0.42857142857142855,0.7857142857142857,0.6771657943964527,0.527034207023056,2.088235294117647,0.7222370092828633,2.0,68,48,2,34,0,4,46,0,0,0.12,0.005,0.085,0.0,0.01,0.115,0.0,0.0,7.638297872340425,6.814957054593441,1,16,1.0,0.0,1,1,11.030303030303031,10.390802601149318,1,24,,7.0,8.48528137423857,1,19,7.888888888888889,7.046582220314636,1,16,,,400.0,400,1,0.0,0,0,7.81,8,324,76,0.19,1,324,76,0.5106382978723404,0.19148936170212766,0.2978723404255319,0.5,0.5,0.20588235294117646,0.5,0.029411764705882353,0.2647058823529412,0.25,0.25,0.5,0.34782608695652173,0.15217391304347827,0.5,"[[0.5106382978723404, 0.0, 0.19148936170212766, 0.0, 0.0, 0.2978723404255319, 0.0, 0.0], [0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0], [0.20588235294117646, 0.0, 0.5, 0.0, 0.029411764705882353, 0.2647058823529412, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.25, 0.0, 0.25, 0.0, 0.5, 0.0, 0.0, 0.0], [0.34782608695652173, 0.0, 0.15217391304347827, 0.0, 0.0, 0.5, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
