seed,pattern,structure,pattern_length,first_occurrence_step,num_occurrences,occurrence_positions,example_1,example_2,example_3
373,motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_7,A→A→B→B→C→C→A→A→B→B→C→C→D→D→C→C→A→A→B→B→C,21,36,3,"[36, 200, 324]",motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_7,motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_7,motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_7
374,motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7,A→A→B→B→A→A→B→B→C→C→D→D→E→E→A→A→B→B→A→A→B,21,20,2,"[20, 46]",motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7,motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7,
375,motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,4,296,"[4, 6, 8, 10, 12, 14, 16, 18, 20, 22]",motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8,motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5,motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8
376,motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_4,A→A→B→B→C→C→A→A→B→B→A→A→C→C→A→A→B→B→A→A→C,21,10,2,"[10, 498]",motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_4,motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_4,
377,motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_1,A→A→B→B→C→C→A→A→B→B→A→A→D→D→C→C→A→A→B→B→A,21,50,2,"[50, 80]",motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_1,motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_1,
378,motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,36,398,"[36, 38, 40, 42, 44, 46, 48, 50, 52, 54]",motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7,motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4,motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7
379,motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6,A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→C→C→A→A→B,21,2,323,"[2, 4, 6, 8, 10, 12, 14, 16, 18, 20]",motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6,motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4,motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5
380,motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_4,A→A→B→B→A→A→C→C→D→D→C→C→D→D→A→A→B→B→A→A→C,21,12,3,"[12, 350, 540]",motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_4,motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_4,motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_4
381,motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,0,490,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18]",motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8,motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2,motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8
382,motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5,A→A→B→B→A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→B,21,10,35,"[10, 28, 42, 56, 74, 88, 102, 116, 130, 148]",motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5,motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5,motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5
383,motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,14,289,"[14, 16, 18, 20, 22, 24, 26, 28, 30, 32]",motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7,motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2,motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7
384,motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_4,A→A→B→B→A→A→B→B→C→C→B→B→A→A→B→B→C→C→B→B→A,21,0,8,"[0, 102, 300, 610, 680, 780, 818, 886]",motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_4,motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_4,motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_4
385,motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_6,A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→C→C→B→B→A,21,2,89,"[2, 12, 22, 32, 42, 52, 62, 72, 82, 92]",motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_6,motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_6,motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_6
386,motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_2,A→A→B→B→A→A→B→B→A→A→C→C→A→A→B→B→A→A→C→C→D,21,4,2,"[4, 396]",motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_2,motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_2,
387,motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_8,A→A→B→B→A→A→B→B→C→C→B→B→A→A→C→C→B→B→A→A→B,21,10,3,"[10, 242, 378]",motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_8,motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_8,motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_8
388,motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_8,A→A→B→B→C→C→B→B→C→C→A→A→B→B→C→C→B→B→C→C→A,21,0,75,"[0, 10, 20, 30, 40, 50, 60, 70, 80, 90]",motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_8,motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_8,motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_8
389,motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_7,A→A→B→B→C→C→D→D→E→E→B→B→D→D→C→C→B→B→A→A→C,21,18,2,"[18, 238]",motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_7,motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_7→motive_7→motive_8→motive_8→motive_5,
390,motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_4→motive_4→motive_3,A→A→B→B→C→C→D→D→B→B→E→E→A→A→D→D→B→B→C→C→B,21,0,6,"[0, 50, 136, 222, 308, 500]",motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_4→motive_4→motive_3,motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_4→motive_4→motive_3,motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_4→motive_4→motive_3
391,motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_1,A→A→B→B→A→A→C→C→D→D→B→B→A→A→C→C→D→D→B→B→A,21,8,6,"[8, 92, 152, 270, 388, 448]",motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_1,motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_1,motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_1
392,motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_2,A→A→B→B→C→C→D→D→A→A→B→B→C→C→D→D→B→B→A→A→C,21,6,8,"[6, 104, 234, 274, 314, 334, 354, 488]",motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_2,motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_2,motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_3→motive_3→motive_5→motive_5→motive_2
393,motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_6→motive_6→motive_7,A→A→B→B→C→C→D→D→E→E→A→A→C→C→D→D→B→B→A→A→F,21,10,2,"[10, 22]",motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_6→motive_6→motive_7,motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_2→motive_2→motive_8→motive_8→motive_1,
394,motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5,A→A→B→B→C→C→D→D→C→C→D→D→A→A→C→C→D→D→C→C→D,21,4,5,"[4, 120, 150, 216, 378]",motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5,motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5,motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5
395,motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_6,A→A→B→B→C→C→A→A→B→B→A→A→C→C→B→B→A→A→B→B→C,21,0,67,"[0, 32, 40, 48, 56, 86, 94, 102, 132, 140]",motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_6,motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_6,motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_6
396,motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4,A→A→B→B→C→C→D→D→C→C→D→D→B→B→C→C→D→D→C→C→D,21,2,3,"[2, 66, 216]",motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4,motive_5→motive_5→motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3,motive_5→motive_5→motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3
397,motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,34,208,"[34, 36, 38, 40, 42, 44, 46, 48, 50, 52]",motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4,motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1,motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4
398,motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_6,A→A→B→B→C→C→A→A→C→C→B→B→A→A→C→C→A→A→B→B→C,21,0,26,"[0, 22, 44, 82, 104, 142, 164, 186, 224, 246]",motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_6,motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_6,motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_6
399,motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3,A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→B→B→A→A→B,21,10,20,"[10, 48, 82, 104, 138, 160, 194, 234, 254, 272]",motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3,motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3,motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3
400,motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2,A→A→B→B→C→C→B→B→C→C→A→A→B→B→C→C→B→B→C→C→B,21,2,3,"[2, 176, 286]",motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2,motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2,motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2
401,motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_3,A→A→B→B→C→C→D→D→B→B→C→C→A→A→B→B→E→E→B→B→C,21,0,2,"[0, 444]",motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_3,motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_3,
