input_mean_congruence,input_mean_conflict,input_mean_initial_satisfaction,input_network_top_dyads,input_network_density,input_network_positive_ratio,output_mean_satisfaction_over_time,output_final_mean_satisfaction,output_behavior_rhythm_mean_duration,output_behavior_rhythm_std_duration,output_behavior_rhythm_median_duration,output_behavior_rhythm_switch_count,output_behavior_frequencies_motive_1,output_behavior_frequencies_motive_2,output_behavior_frequencies_motive_3,output_behavior_frequencies_motive_4,output_behavior_frequencies_motive_5,output_behavior_frequencies_motive_6,output_behavior_frequencies_motive_7,output_behavior_frequencies_motive_8,output_dominant_behaviors_motive_1,output_dominant_behaviors_motive_2,output_dominant_behaviors_motive_3,output_dominant_behaviors_motive_4,output_dominant_behaviors_motive_5,output_dominant_behaviors_motive_6,output_dominant_behaviors_motive_7,output_dominant_behaviors_motive_8,output_behavior_reappearance_times_motive_1,output_behavior_reappearance_times_motive_2_mean,output_behavior_reappearance_times_motive_2_std,output_behavior_reappearance_times_motive_2_min,output_behavior_reappearance_times_motive_2_max,output_behavior_reappearance_times_motive_3_mean,output_behavior_reappearance_times_motive_3_std,output_behavior_reappearance_times_motive_3_min,output_behavior_reappearance_times_motive_3_max,output_behavior_reappearance_times_motive_4_mean,output_behavior_reappearance_times_motive_4_std,output_behavior_reappearance_times_motive_4_min,output_behavior_reappearance_times_motive_4_max,output_behavior_reappearance_times_motive_5,output_behavior_reappearance_times_motive_6_mean,output_behavior_reappearance_times_motive_6_std,output_behavior_reappearance_times_motive_6_min,output_behavior_reappearance_times_motive_6_max,output_behavior_reappearance_times_motive_7,output_behavior_reappearance_times_motive_8,output_satisfaction_durations_satisfied_mean,output_satisfaction_durations_satisfied_total_time,output_satisfaction_durations_satisfied_num_periods,output_satisfaction_durations_unsatisfied_mean,output_satisfaction_durations_unsatisfied_total_time,output_satisfaction_durations_unsatisfied_num_periods,output_simultaneous_satisfactions_satisfied_mean,output_simultaneous_satisfactions_satisfied_max,output_simultaneous_satisfactions_satisfied_distribution_7,output_simultaneous_satisfactions_satisfied_distribution_8,output_simultaneous_satisfactions_satisfied_distribution_6,output_simultaneous_satisfactions_unsatisfied_mean,output_simultaneous_satisfactions_unsatisfied_max,output_simultaneous_satisfactions_unsatisfied_distribution_1,output_simultaneous_satisfactions_unsatisfied_distribution_0,output_simultaneous_satisfactions_unsatisfied_distribution_2,output_markov_chain_transition_probabilities_motive_2_motive_2,output_markov_chain_transition_probabilities_motive_2_motive_3,output_markov_chain_transition_probabilities_motive_2_motive_6,output_markov_chain_transition_probabilities_motive_3_motive_2,output_markov_chain_transition_probabilities_motive_3_motive_3,output_markov_chain_transition_probabilities_motive_3_motive_6,output_markov_chain_transition_probabilities_motive_4_motive_2,output_markov_chain_transition_probabilities_motive_4_motive_4,output_markov_chain_transition_probabilities_motive_6_motive_2,output_markov_chain_transition_probabilities_motive_6_motive_3,output_markov_chain_transition_probabilities_motive_6_motive_6,output_markov_chain_transition_matrix
0.21631707765270544,-0.13396510860930574,0.32554908254796955,"[{'dyad': 'motive_1-motive_5', 'interaction': 0.6302019905743351, 'strength': 0.6302019905743351}, {'dyad': 'motive_3-motive_5', 'interaction': 0.5889279213464345, 'strength': 0.5889279213464345}, {'dyad': 'motive_1-motive_3', 'interaction': 0.5100232415402955, 'strength': 0.5100232415402955}, {'dyad': 'motive_2-motive_8', 'interaction': 0.5068901173990888, 'strength': 0.5068901173990888}, {'dyad': 'motive_3-motive_6', 'interaction': -0.4666755944137728, 'strength': 0.4666755944137728}]",0.39285714285714285,0.7857142857142857,0.8056138020889723,0.6996352280894047,2.0,0.0,2.0,285,0,34,266,2,0,268,0,0,0.0,0.056666666666666664,0.44333333333333336,0.0033333333333333335,0.0,0.44666666666666666,0.0,0.0,,17.151515151515152,16.69353206651699,1,37,2.2,1.451609386619126,1,7,1.0,0.0,1,1,,2.198501872659176,1.4488525755151962,1,7,,,600.0,600,1,0.0,0,0,7.443333333333333,8,286,290,24,0.5566666666666666,2,286,290,24,0.5,0.3235294117647059,0.17647058823529413,0.018796992481203006,0.5,0.48120300751879697,0.5,0.5,0.04119850187265917,0.45692883895131087,0.50187265917603,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5, 0.3235294117647059, 0.0, 0.0, 0.17647058823529413, 0.0, 0.0], [0.0, 0.018796992481203006, 0.5, 0.0, 0.0, 0.48120300751879697, 0.0, 0.0], [0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.04119850187265917, 0.45692883895131087, 0.0, 0.0, 0.50187265917603, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
