input_mean_congruence,input_mean_conflict,input_mean_initial_satisfaction,input_network_top_dyads,input_network_density,input_network_positive_ratio,output_mean_satisfaction_over_time,output_final_mean_satisfaction,output_behavior_rhythm_mean_duration,output_behavior_rhythm_std_duration,output_behavior_rhythm_median_duration,output_behavior_rhythm_switch_count,output_behavior_frequencies_motive_1,output_behavior_frequencies_motive_2,output_behavior_frequencies_motive_3,output_behavior_frequencies_motive_4,output_behavior_frequencies_motive_5,output_behavior_frequencies_motive_6,output_behavior_frequencies_motive_7,output_behavior_frequencies_motive_8,output_dominant_behaviors_motive_1,output_dominant_behaviors_motive_2,output_dominant_behaviors_motive_3,output_dominant_behaviors_motive_4,output_dominant_behaviors_motive_5,output_dominant_behaviors_motive_6,output_dominant_behaviors_motive_7,output_dominant_behaviors_motive_8,output_behavior_reappearance_times_motive_1_mean,output_behavior_reappearance_times_motive_1_std,output_behavior_reappearance_times_motive_1_min,output_behavior_reappearance_times_motive_1_max,output_behavior_reappearance_times_motive_2_mean,output_behavior_reappearance_times_motive_2_std,output_behavior_reappearance_times_motive_2_min,output_behavior_reappearance_times_motive_2_max,output_behavior_reappearance_times_motive_3_mean,output_behavior_reappearance_times_motive_3_std,output_behavior_reappearance_times_motive_3_min,output_behavior_reappearance_times_motive_3_max,output_behavior_reappearance_times_motive_4_mean,output_behavior_reappearance_times_motive_4_std,output_behavior_reappearance_times_motive_4_min,output_behavior_reappearance_times_motive_4_max,output_behavior_reappearance_times_motive_5_mean,output_behavior_reappearance_times_motive_5_std,output_behavior_reappearance_times_motive_5_min,output_behavior_reappearance_times_motive_5_max,output_behavior_reappearance_times_motive_6_mean,output_behavior_reappearance_times_motive_6_std,output_behavior_reappearance_times_motive_6_min,output_behavior_reappearance_times_motive_6_max,output_behavior_reappearance_times_motive_7_mean,output_behavior_reappearance_times_motive_7_std,output_behavior_reappearance_times_motive_7_min,output_behavior_reappearance_times_motive_7_max,output_behavior_reappearance_times_motive_8,output_satisfaction_durations_satisfied_mean,output_satisfaction_durations_satisfied_total_time,output_satisfaction_durations_satisfied_num_periods,output_satisfaction_durations_unsatisfied_mean,output_satisfaction_durations_unsatisfied_total_time,output_satisfaction_durations_unsatisfied_num_periods,output_simultaneous_satisfactions_satisfied_mean,output_simultaneous_satisfactions_satisfied_max,output_simultaneous_satisfactions_satisfied_distribution_7,output_simultaneous_satisfactions_satisfied_distribution_8,output_simultaneous_satisfactions_satisfied_distribution_6,output_simultaneous_satisfactions_satisfied_distribution_5,output_simultaneous_satisfactions_unsatisfied_mean,output_simultaneous_satisfactions_unsatisfied_max,output_simultaneous_satisfactions_unsatisfied_distribution_1,output_simultaneous_satisfactions_unsatisfied_distribution_0,output_simultaneous_satisfactions_unsatisfied_distribution_2,output_simultaneous_satisfactions_unsatisfied_distribution_3,output_markov_chain_transition_probabilities_motive_1_motive_1,output_markov_chain_transition_probabilities_motive_1_motive_3,output_markov_chain_transition_probabilities_motive_1_motive_5,output_markov_chain_transition_probabilities_motive_1_motive_6,output_markov_chain_transition_probabilities_motive_1_motive_7,output_markov_chain_transition_probabilities_motive_2_motive_2,output_markov_chain_transition_probabilities_motive_2_motive_5,output_markov_chain_transition_probabilities_motive_3_motive_1,output_markov_chain_transition_probabilities_motive_3_motive_3,output_markov_chain_transition_probabilities_motive_3_motive_5,output_markov_chain_transition_probabilities_motive_3_motive_6,output_markov_chain_transition_probabilities_motive_4_motive_1,output_markov_chain_transition_probabilities_motive_4_motive_4,output_markov_chain_transition_probabilities_motive_4_motive_6,output_markov_chain_transition_probabilities_motive_4_motive_7,output_markov_chain_transition_probabilities_motive_5_motive_1,output_markov_chain_transition_probabilities_motive_5_motive_3,output_markov_chain_transition_probabilities_motive_5_motive_5,output_markov_chain_transition_probabilities_motive_5_motive_6,output_markov_chain_transition_probabilities_motive_5_motive_7,output_markov_chain_transition_probabilities_motive_6_motive_1,output_markov_chain_transition_probabilities_motive_6_motive_3,output_markov_chain_transition_probabilities_motive_6_motive_4,output_markov_chain_transition_probabilities_motive_6_motive_5,output_markov_chain_transition_probabilities_motive_6_motive_6,output_markov_chain_transition_probabilities_motive_6_motive_7,output_markov_chain_transition_probabilities_motive_7_motive_1,output_markov_chain_transition_probabilities_motive_7_motive_3,output_markov_chain_transition_probabilities_motive_7_motive_4,output_markov_chain_transition_probabilities_motive_7_motive_6,output_markov_chain_transition_probabilities_motive_7_motive_7,output_markov_chain_transition_matrix
0.01460005181576357,-0.18326848952418115,0.33181020372721715,"[{'dyad': 'motive_5-motive_8', 'interaction': 0.4909644090262174, 'strength': 0.4909644090262174}, {'dyad': 'motive_1-motive_4', 'interaction': 0.437543808780372, 'strength': 0.437543808780372}, {'dyad': 'motive_1-motive_6', 'interaction': -0.4092563710437523, 'strength': 0.4092563710437523}, {'dyad': 'motive_4-motive_7', 'interaction': -0.37381525501925317, 'strength': 0.37381525501925317}, {'dyad': 'motive_4-motive_5', 'interaction': 0.37103758435824924, 'strength': 0.37103758435824924}]",0.25,0.5,0.5501202308878935,0.670749007952025,2.014388489208633,0.16902647661108963,2.0,139,62,2,52,24,26,72,38,0,0.155,0.005,0.13,0.06,0.065,0.18,0.095,0.0,6.016393442622951,9.833852209984949,1,53,1.0,0.0,1,1,7.117647058823529,16.870495255028597,1,119,13.217391304347826,26.003271569653343,1,113,15.24,27.033727083034634,1,134,5.140845070422535,5.508753021259555,1,25,10.08108108108108,12.02335200457253,1,39,,400.0,400,1,0.0,0,0,7.235,8,163,168,64,5,0.76,3,161,170,64,5,0.5,0.24193548387096775,0.04838709677419355,0.12903225806451613,0.08064516129032258,0.5,0.5,0.1346153846153846,0.5,0.15384615384615385,0.21153846153846154,0.043478260869565216,0.5217391304347826,0.21739130434782608,0.21739130434782608,0.07692307692307693,0.07692307692307693,0.5,0.3076923076923077,0.038461538461538464,0.25,0.1111111111111111,0.013888888888888888,0.013888888888888888,0.5,0.1111111111111111,0.07894736842105263,0.02631578947368421,0.2894736842105263,0.10526315789473684,0.5,"[[0.5, 0.0, 0.24193548387096775, 0.0, 0.04838709677419355, 0.12903225806451613, 0.08064516129032258, 0.0], [0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0], [0.1346153846153846, 0.0, 0.5, 0.0, 0.15384615384615385, 0.21153846153846154, 0.0, 0.0], [0.043478260869565216, 0.0, 0.0, 0.5217391304347826, 0.0, 0.21739130434782608, 0.21739130434782608, 0.0], [0.07692307692307693, 0.0, 0.07692307692307693, 0.0, 0.5, 0.3076923076923077, 0.038461538461538464, 0.0], [0.25, 0.0, 0.1111111111111111, 0.013888888888888888, 0.013888888888888888, 0.5, 0.1111111111111111, 0.0], [0.07894736842105263, 0.0, 0.02631578947368421, 0.2894736842105263, 0.0, 0.10526315789473684, 0.5, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
