seed,pattern,pattern_length,first_occurrence_step,num_occurrences,occurrence_positions
329,motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_2,21,14,5,"[14, 98, 130, 162, 268]"
330,motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_5,21,4,3,"[4, 26, 140]"
331,motive_6→motive_6→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_4,21,34,14,"[34, 52, 70, 88, 106, 124, 142, 160, 178, 196]"
332,motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_2,21,4,4,"[4, 162, 202, 242]"
333,motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_3,21,76,3,"[76, 172, 268]"
334,motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_4,21,22,8,"[22, 36, 50, 64, 78, 92, 106, 120]"
335,motive_7→motive_7→motive_6→motive_6→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_2,21,66,2,"[66, 112]"
336,motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_1,21,6,2,"[6, 184]"
337,motive_6→motive_6→motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_5→motive_5→motive_6,21,0,51,"[0, 10, 20, 30, 40, 50, 60, 70, 80, 90]"
338,motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_2,21,2,38,"[2, 12, 22, 32, 42, 52, 62, 72, 82, 92]"
339,motive_6→motive_6→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_1,21,4,12,"[4, 40, 96, 132, 148, 184, 220, 236, 272, 308]"
340,motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_7,21,2,2,"[2, 34]"
341,motive_7→motive_7→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_6→motive_6→motive_7,21,4,2,"[4, 86]"
342,motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_2,21,0,2,"[0, 76]"
343,motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_6,21,0,53,"[0, 6, 12, 18, 24, 30, 36, 42, 48, 54]"
344,motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1,21,0,9,"[0, 6, 64, 124, 152, 218, 224, 230, 236]"
345,motive_2→motive_2→motive_3→motive_3→motive_6→motive_6→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_6→motive_6→motive_2→motive_2→motive_3,21,76,10,"[76, 88, 106, 118, 136, 148, 166, 178, 196, 208]"
346,motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_7,21,24,4,"[24, 98, 202, 296]"
347,motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_7,21,8,2,"[8, 196]"
348,motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_5→motive_5→motive_7→motive_7→motive_8→motive_8→motive_5→motive_5→motive_7→motive_7→motive_8→motive_8→motive_5→motive_5→motive_7,21,4,2,"[4, 116]"
349,motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_2,21,4,4,"[4, 84, 126, 180]"
350,motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_6→motive_6→motive_8→motive_8→motive_3,21,14,2,"[14, 118]"
351,motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_7,21,28,2,"[28, 72]"
352,motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6,21,8,117,"[8, 12, 16, 20, 24, 28, 32, 36, 40, 44]"
353,motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_6→motive_6→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_6→motive_6→motive_2,21,14,32,"[14, 24, 34, 44, 54, 64, 74, 84, 94, 104]"
354,motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_3,21,36,11,"[36, 60, 70, 94, 104, 128, 138, 162, 172, 196]"
355,motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2,21,0,12,"[0, 34, 58, 92, 136, 220, 284, 308, 396, 430]"
356,motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_2→motive_2→motive_5,21,6,57,"[6, 16, 26, 36, 46, 56, 66, 76, 86, 96]"
357,motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_2,21,2,9,"[2, 42, 74, 106, 138, 166, 202, 242, 270]"
358,motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_8,21,6,14,"[6, 28, 50, 72, 94, 116, 138, 160, 182, 204]"
359,motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_3,21,2,2,"[2, 92]"
360,motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3,21,8,2,"[8, 196]"
361,motive_8→motive_8→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_5,21,0,2,"[0, 192]"
362,motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_1→motive_1→motive_2→motive_2→motive_5,21,56,2,"[56, 160]"
363,motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_4,21,88,2,"[88, 222]"
364,motive_3→motive_3→motive_6→motive_6→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_2,21,6,3,"[6, 28, 112]"
365,motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5,21,8,84,"[8, 12, 16, 20, 24, 28, 32, 36, 40, 44]"
366,motive_7→motive_7→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_5,21,6,2,"[6, 22]"
367,motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2,21,0,2,"[0, 18]"
368,motive_3→motive_3→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_3→motive_3→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_2,21,0,2,"[0, 230]"
369,motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_6,21,12,15,"[12, 34, 56, 78, 100, 122, 144, 166, 188, 210]"
370,motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_8→motive_8,18,16,2,"[16, 62]"
371,motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_6→motive_6→motive_2,21,32,4,"[32, 78, 148, 194]"
372,motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_1,21,0,13,"[0, 16, 38, 60, 82, 104, 126, 148, 170, 192]"
373,motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_7,21,36,2,"[36, 200]"
374,motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_8,21,92,2,"[92, 206]"
375,motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8,21,4,71,"[4, 8, 12, 16, 20, 24, 28, 32, 36, 40]"
376,motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_3,21,16,13,"[16, 34, 52, 70, 88, 106, 124, 142, 160, 178]"
377,motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_1,21,50,2,"[50, 80]"
378,motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7,21,36,88,"[36, 40, 44, 48, 52, 56, 60, 64, 68, 72]"
379,motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6,21,2,53,"[2, 8, 14, 20, 26, 32, 38, 44, 50, 56]"
380,motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_7,21,16,3,"[16, 108, 160]"
381,motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8,21,0,120,"[0, 4, 8, 12, 16, 20, 24, 28, 32, 36]"
382,motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5,21,10,17,"[10, 28, 42, 56, 74, 88, 102, 116, 130, 148]"
383,motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7,21,14,68,"[14, 18, 22, 26, 30, 34, 38, 42, 46, 50]"
384,motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_4,21,0,5,"[0, 102, 300, 610, 680]"
385,motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_6,21,2,44,"[2, 12, 22, 32, 42, 52, 62, 72, 82, 92]"
386,motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_2,21,4,2,"[4, 396]"
387,motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_6,21,12,2,"[12, 128]"
388,motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_8,21,0,37,"[0, 10, 20, 30, 40, 50, 60, 70, 80, 90]"
389,motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_6→motive_6→motive_7,21,100,2,"[100, 152]"
390,motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_4→motive_4→motive_3,21,0,4,"[0, 50, 136, 222]"
391,motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_1,21,8,3,"[8, 92, 152]"
392,motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_2,21,6,2,"[6, 104]"
