step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.0466784689616558,0.9680679384534021,-0.036621605732376564,0.46595203256821804,-0.04045121087610097,0.5102570003336312,0.6909717007461164,0.8898770135204717
1,0.08322906170383705,1.0,-0.20984137912717132,0.8212124835589036,0.03707790375114292,0.649840994302646,1.0,1.0
2,0.5014612385190869,1.0,0.7901586208728286,1.0,0.10664590285437857,0.6247398110685194,0.9065007502139738,0.8267802266052052
3,0.9196934153343366,1.0,1.0,1.0,0.17621390195761422,0.5996386278343928,0.8130015004279476,0.6535604532104105
4,0.8687247685049573,0.9490313531706207,0.9490313531706207,0.9490313531706207,0.12524525512823492,0.5486699810050135,0.7620328535985683,0.6025918063810312
5,0.817756121675578,0.8980627063412414,0.8980627063412414,0.8980627063412414,0.07427660829885564,0.4977013341756342,0.711064206769189,0.5516231595516519
6,0.7667874748461987,0.8470940595118621,0.8470940595118621,0.8470940595118621,0.023307961469476363,0.44673268734625493,0.6600955599398097,0.5006545127222726
7,0.7158188280168194,0.7961254126824828,0.7961254126824828,0.7961254126824828,-0.027660685359902917,0.39576404051687564,0.6091269131104304,0.4496858658928933
8,1.0,0.7160354999658527,0.8656934117857185,1.0,0.972339314640097,1.0,0.7825390954625928,0.5272149805201372
9,1.0,0.6359455872492226,0.9352614108889541,1.0,1.0,1.0,0.9559512778147552,0.604744095147381
10,0.9490313531706207,0.5849769404198433,0.8842927640595748,0.9490313531706207,0.9490313531706207,0.9490313531706207,0.9049826309853759,0.5537754483180017
11,0.8980627063412414,0.534008293590464,0.8333241172301955,0.8980627063412414,0.8980627063412414,0.8980627063412414,0.8540139841559966,0.5028068014886224
12,0.8470940595118621,0.4830396467610847,0.7823554704008162,0.8470940595118621,0.8470940595118621,0.8470940595118621,0.8030453373266173,0.45183815465924315
13,0.7961254126824828,0.4320709999317054,0.7313868235714369,0.7961254126824828,0.7961254126824828,0.7961254126824828,0.752076690497238,0.40086950782986386
14,0.7451567658531035,0.3811023531023261,0.6804181767420576,0.7451567658531035,0.7451567658531035,0.7451567658531035,0.7011080436678587,0.34990086100048456
15,0.6941881190237242,0.3301337062729468,0.6294495299126783,0.6941881190237242,0.6941881190237242,0.6941881190237242,0.6501393968384794,0.29893221417110527
16,0.6432194721943449,0.2791650594435675,0.578480883083299,0.6432194721943449,0.6432194721943449,0.6432194721943449,0.5991707500091001,0.24796356734172598
17,0.5922508253649656,0.22819641261418822,0.5275122362539197,0.5922508253649656,0.5922508253649656,0.5922508253649656,0.5482021031797208,0.19699492051234668
18,0.5412821785355864,0.17722776578480892,0.47654358942454045,0.5412821785355864,0.5412821785355864,0.5412821785355864,0.49723345635034155,0.1460262736829674
19,0.49031353170620706,0.12625911895542963,0.42557494259516115,0.49031353170620706,0.49031353170620706,0.49031353170620706,0.44626480952096226,0.09505762685358811
20,0.43934488487682777,0.07529047212605035,0.37460629576578186,0.43934488487682777,0.43934488487682777,0.43934488487682777,0.39529616269158296,0.04408898002420883
21,0.3883762380474485,0.024321825296671068,0.32363764893640257,0.3883762380474485,0.3883762380474485,0.3883762380474485,0.34432751586220367,-0.006879666805170451
