input_mean_congruence,input_mean_conflict,input_mean_initial_satisfaction,input_network_top_dyads,input_network_density,input_network_positive_ratio,output_mean_satisfaction_over_time,output_final_mean_satisfaction,output_behavior_rhythm_mean_duration,output_behavior_rhythm_std_duration,output_behavior_rhythm_median_duration,output_behavior_rhythm_switch_count,output_behavior_frequencies_motive_1,output_behavior_frequencies_motive_2,output_behavior_frequencies_motive_3,output_behavior_frequencies_motive_4,output_behavior_frequencies_motive_5,output_behavior_frequencies_motive_6,output_behavior_frequencies_motive_7,output_behavior_frequencies_motive_8,output_dominant_behaviors_motive_1,output_dominant_behaviors_motive_2,output_dominant_behaviors_motive_3,output_dominant_behaviors_motive_4,output_dominant_behaviors_motive_5,output_dominant_behaviors_motive_6,output_dominant_behaviors_motive_7,output_dominant_behaviors_motive_8,output_behavior_reappearance_times_motive_1,output_behavior_reappearance_times_motive_2,output_behavior_reappearance_times_motive_3_mean,output_behavior_reappearance_times_motive_3_std,output_behavior_reappearance_times_motive_3_min,output_behavior_reappearance_times_motive_3_max,output_behavior_reappearance_times_motive_4,output_behavior_reappearance_times_motive_5_mean,output_behavior_reappearance_times_motive_5_std,output_behavior_reappearance_times_motive_5_min,output_behavior_reappearance_times_motive_5_max,output_behavior_reappearance_times_motive_6_mean,output_behavior_reappearance_times_motive_6_std,output_behavior_reappearance_times_motive_6_min,output_behavior_reappearance_times_motive_6_max,output_behavior_reappearance_times_motive_7,output_behavior_reappearance_times_motive_8_mean,output_behavior_reappearance_times_motive_8_std,output_behavior_reappearance_times_motive_8_min,output_behavior_reappearance_times_motive_8_max,output_satisfaction_durations_satisfied_mean,output_satisfaction_durations_satisfied_total_time,output_satisfaction_durations_satisfied_num_periods,output_satisfaction_durations_unsatisfied_mean,output_satisfaction_durations_unsatisfied_total_time,output_satisfaction_durations_unsatisfied_num_periods,output_simultaneous_satisfactions_satisfied_mean,output_simultaneous_satisfactions_satisfied_max,output_simultaneous_satisfactions_satisfied_distribution_6,output_simultaneous_satisfactions_satisfied_distribution_7,output_simultaneous_satisfactions_satisfied_distribution_8,output_simultaneous_satisfactions_unsatisfied_mean,output_simultaneous_satisfactions_unsatisfied_max,output_simultaneous_satisfactions_unsatisfied_distribution_2,output_simultaneous_satisfactions_unsatisfied_distribution_1,output_simultaneous_satisfactions_unsatisfied_distribution_0,output_markov_chain_transition_probabilities_motive_3_motive_3,output_markov_chain_transition_probabilities_motive_3_motive_5,output_markov_chain_transition_probabilities_motive_3_motive_6,output_markov_chain_transition_probabilities_motive_3_motive_8,output_markov_chain_transition_probabilities_motive_5_motive_5,output_markov_chain_transition_probabilities_motive_5_motive_8,output_markov_chain_transition_probabilities_motive_6_motive_3,output_markov_chain_transition_probabilities_motive_6_motive_6,output_markov_chain_transition_probabilities_motive_6_motive_8,output_markov_chain_transition_probabilities_motive_8_motive_3,output_markov_chain_transition_probabilities_motive_8_motive_6,output_markov_chain_transition_probabilities_motive_8_motive_8,output_markov_chain_transition_matrix
0.2648920317778914,-0.07386865161476158,0.1449049594558242,"[{'dyad': 'motive_5-motive_6', 'interaction': 0.7155258550628075, 'strength': 0.7155258550628075}, {'dyad': 'motive_2-motive_3', 'interaction': 0.5642243897606134, 'strength': 0.5642243897606134}, {'dyad': 'motive_7-motive_8', 'interaction': 0.5029237168607363, 'strength': 0.5029237168607363}, {'dyad': 'motive_2-motive_8', 'interaction': 0.49880086019211545, 'strength': 0.49880086019211545}, {'dyad': 'motive_1-motive_5', 'interaction': 0.49440141561874085, 'strength': 0.49440141561874085}]",0.4642857142857143,0.8571428571428571,0.5910190703523681,0.6965756223653947,2.0,0.0,2.0,75,0,0,60,0,2,32,0,56,0.0,0.0,0.1,0.0,0.0033333333333333335,0.05333333333333334,0.0,0.09333333333333334,,,9.728813559322035,9.17038436707078,1,24,,1.0,0.0,1,1,17.70967741935484,17.47291645871865,1,39,,10.89090909090909,10.463221696230223,1,26,600.0,600,1,0.0,0,0,7.833333333333333,8,14,72,514,0.16666666666666666,2,14,72,514,0.5,0.016666666666666666,0.21666666666666667,0.26666666666666666,0.5,0.5,0.1875,0.5,0.3125,0.43636363636363634,0.05454545454545454,0.509090909090909,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5, 0.0, 0.016666666666666666, 0.21666666666666667, 0.0, 0.26666666666666666], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5], [0.0, 0.0, 0.1875, 0.0, 0.0, 0.5, 0.0, 0.3125], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.43636363636363634, 0.0, 0.0, 0.05454545454545454, 0.0, 0.509090909090909]]"
