input_mean_congruence,input_mean_conflict,input_mean_initial_satisfaction,input_network_top_dyads,input_network_density,input_network_positive_ratio,output_mean_satisfaction_over_time,output_final_mean_satisfaction,output_behavior_rhythm_mean_duration,output_behavior_rhythm_std_duration,output_behavior_rhythm_median_duration,output_behavior_rhythm_switch_count,output_behavior_frequencies_motive_1,output_behavior_frequencies_motive_2,output_behavior_frequencies_motive_3,output_behavior_frequencies_motive_4,output_behavior_frequencies_motive_5,output_behavior_frequencies_motive_6,output_behavior_frequencies_motive_7,output_behavior_frequencies_motive_8,output_dominant_behaviors_motive_1,output_dominant_behaviors_motive_2,output_dominant_behaviors_motive_3,output_dominant_behaviors_motive_4,output_dominant_behaviors_motive_5,output_dominant_behaviors_motive_6,output_dominant_behaviors_motive_7,output_dominant_behaviors_motive_8,output_behavior_reappearance_times_motive_1,output_behavior_reappearance_times_motive_2_mean,output_behavior_reappearance_times_motive_2_std,output_behavior_reappearance_times_motive_2_min,output_behavior_reappearance_times_motive_2_max,output_behavior_reappearance_times_motive_3_mean,output_behavior_reappearance_times_motive_3_std,output_behavior_reappearance_times_motive_3_min,output_behavior_reappearance_times_motive_3_max,output_behavior_reappearance_times_motive_4,output_behavior_reappearance_times_motive_5_mean,output_behavior_reappearance_times_motive_5_std,output_behavior_reappearance_times_motive_5_min,output_behavior_reappearance_times_motive_5_max,output_behavior_reappearance_times_motive_6_mean,output_behavior_reappearance_times_motive_6_std,output_behavior_reappearance_times_motive_6_min,output_behavior_reappearance_times_motive_6_max,output_behavior_reappearance_times_motive_7_mean,output_behavior_reappearance_times_motive_7_std,output_behavior_reappearance_times_motive_7_min,output_behavior_reappearance_times_motive_7_max,output_behavior_reappearance_times_motive_8_mean,output_behavior_reappearance_times_motive_8_std,output_behavior_reappearance_times_motive_8_min,output_behavior_reappearance_times_motive_8_max,output_satisfaction_durations_satisfied_mean,output_satisfaction_durations_satisfied_total_time,output_satisfaction_durations_satisfied_num_periods,output_satisfaction_durations_unsatisfied_mean,output_satisfaction_durations_unsatisfied_total_time,output_satisfaction_durations_unsatisfied_num_periods,output_simultaneous_satisfactions_satisfied_mean,output_simultaneous_satisfactions_satisfied_max,output_simultaneous_satisfactions_satisfied_distribution_8,output_simultaneous_satisfactions_satisfied_distribution_7,output_simultaneous_satisfactions_satisfied_distribution_6,output_simultaneous_satisfactions_unsatisfied_mean,output_simultaneous_satisfactions_unsatisfied_max,output_simultaneous_satisfactions_unsatisfied_distribution_0,output_simultaneous_satisfactions_unsatisfied_distribution_1,output_simultaneous_satisfactions_unsatisfied_distribution_2,output_markov_chain_transition_probabilities_motive_2_motive_2,output_markov_chain_transition_probabilities_motive_2_motive_7,output_markov_chain_transition_probabilities_motive_3_motive_3,output_markov_chain_transition_probabilities_motive_3_motive_5,output_markov_chain_transition_probabilities_motive_3_motive_8,output_markov_chain_transition_probabilities_motive_5_motive_3,output_markov_chain_transition_probabilities_motive_5_motive_5,output_markov_chain_transition_probabilities_motive_5_motive_6,output_markov_chain_transition_probabilities_motive_5_motive_8,output_markov_chain_transition_probabilities_motive_6_motive_3,output_markov_chain_transition_probabilities_motive_6_motive_5,output_markov_chain_transition_probabilities_motive_6_motive_6,output_markov_chain_transition_probabilities_motive_6_motive_8,output_markov_chain_transition_probabilities_motive_7_motive_6,output_markov_chain_transition_probabilities_motive_7_motive_7,output_markov_chain_transition_probabilities_motive_8_motive_5,output_markov_chain_transition_probabilities_motive_8_motive_6,output_markov_chain_transition_probabilities_motive_8_motive_7,output_markov_chain_transition_probabilities_motive_8_motive_8,output_markov_chain_transition_matrix
0.2396855520510089,-0.11504244499063847,0.1949721077444495,"[{'dyad': 'motive_1-motive_5', 'interaction': 0.8211867837100224, 'strength': 0.8211867837100224}, {'dyad': 'motive_1-motive_8', 'interaction': 0.672131658646737, 'strength': 0.672131658646737}, {'dyad': 'motive_1-motive_3', 'interaction': 0.5141755399598339, 'strength': 0.5141755399598339}, {'dyad': 'motive_5-motive_7', 'interaction': 0.44780628664417627, 'strength': 0.44780628664417627}, {'dyad': 'motive_1-motive_7', 'interaction': 0.42873591815595014, 'strength': 0.42873591815595014}]",0.39285714285714285,0.8214285714285714,0.6296708909321252,0.6194550049764477,2.0319148936170213,0.3077760881167964,2.0,94,0,2,14,0,74,18,4,74,0.0,0.0033333333333333335,0.023333333333333334,0.0,0.12333333333333334,0.03,0.006666666666666667,0.12333333333333334,,1.0,0.0,1,1,38.92307692307692,42.26557344015164,1,112,,7.780821917808219,8.03459399685598,1,39,32.411764705882355,33.78140599506569,1,75,16.0,21.213203435596427,1,46,7.780821917808219,7.78345026030154,1,30,600.0,600,1,0.0,0,0,7.82,8,502,88,10,0.18,2,502,88,10,0.5,0.5,0.5,0.07142857142857142,0.42857142857142855,0.0136986301369863,0.5068493150684932,0.0821917808219178,0.3972602739726027,0.3333333333333333,0.05555555555555555,0.5,0.1111111111111111,0.5,0.5,0.47297297297297297,0.013513513513513514,0.013513513513513514,0.5,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0], [0.0, 0.0, 0.5, 0.0, 0.07142857142857142, 0.0, 0.0, 0.42857142857142855], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0136986301369863, 0.0, 0.5068493150684932, 0.0821917808219178, 0.0, 0.3972602739726027], [0.0, 0.0, 0.3333333333333333, 0.0, 0.05555555555555555, 0.5, 0.0, 0.1111111111111111], [0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0], [0.0, 0.0, 0.0, 0.0, 0.47297297297297297, 0.013513513513513514, 0.013513513513513514, 0.5]]"
